cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_hogares_;2001_vehículo_automotor_tiene;2001_vehículo_automotor_no_tiene;2001_bicicleta_tiene;2001_bicicleta_no_tiene;2001_motocicleta_o_cuatratrack_tiene;2001_motocicleta_o_cuatratrack_no_tiene;2012_total_hogares;2012_vehículo_automotor_tiene;2012_vehículo_automotor_no_tiene;2012_bicicleta_tiene;2012_bicicleta_no_tiene;2012_motocicleta_o_cuatratrack_tiene;2012_motocicleta_o_cuatratrack_no_tiene;2012_carreta_o_carreton_tiene;2012_carreta_o_carreton_no_tiene;2012_deslizador_balsa_canoa_o_bote_tiene;2012_deslizador_balsa_canoa_o_bote_no_tiene;2024_total_hogares_;2024_vehículo_automotor_tiene;2024_vehículo_automotor_no_tiene;2024_vehículo_automotor_sin_especificar;2024_bicicleta_tiene;2024_bicicleta_no_tiene;2024_bicicleta_sin_especificar;2024_motocicleta_o_cuatratrack_tiene;2024_motocicleta_o_cuatratrack_no_tiene;2024_motocicleta_o_cuatratrack_sin_especificar;2024_carreta_o_carreton_tiene;2024_carreta_o_carreton_no_tiene;2024_carreta_o_carreton_sin_especificar;2024_deslizador_balsa_canoa_o_bote_tiene;2024_deslizador_balsa_canoa_o_bote_no_tiene;2024_deslizador_balsa_canoa_o_bote_sin_especificar
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2759;736;Provincia;Oruro;Sabaya;;Sabaya;1,977;114;1,863;1,257;720;104;1,873;3,090;591;2,499;1,618;1,472;258;2,832;166;2,924;21;3,069;5,317;1,537;3,574;206;2,884;2,232;201;644;4,467;206;364;4,745;208;31;5,079;207
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2760;737;Provincia;Oruro;Sabaya;;Urbana;;;;;;;;;;;;;;;;;;;462;116;320;26;164;272;26;14;421;27;102;333;27;5;430;27
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2761;738;Provincia;Oruro;Sabaya;;Rural;1,977;114;1,863;1,257;720;104;1,873;3,090;591;2,499;1,618;1,472;258;2,832;166;2,924;21;3,069;4,855;1,421;3,254;180;2,720;1,960;175;630;4,046;179;262;4,412;181;26;4,649;180
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2762;739;Municipio/TIOC;Oruro;Sabaya;Sabaya;Sabaya;1,323;70;1,253;692;631;51;1,272;2,247;465;1,782;1,116;1,131;121;2,126;147;2,100;10;2,237;3,855;1,299;2,411;145;1,872;1,843;140;277;3,433;145;301;3,408;146;25;3,685;145
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2763;740;Municipio/TIOC;Oruro;Sabaya;Sabaya;Urbana;;;;;;;;;;;;;;;;;;;462;116;320;26;164;272;26;14;421;27;102;333;27;5;430;27
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2764;741;Municipio/TIOC;Oruro;Sabaya;Sabaya;Rural;1,323;70;1,253;692;631;51;1,272;2,247;465;1,782;1,116;1,131;121;2,126;147;2,100;10;2,237;3,393;1,183;2,091;119;1,708;1,571;114;263;3,012;118;199;3,075;119;20;3,255;118
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2765;742;Municipio/TIOC;Oruro;Sabaya;Coipasa;Coipasa;147;28;119;103;44;27;120;253;83;170;96;157;27;226;3;250;4;249;357;177;167;13;188;156;13;55;289;13;15;329;13;2;342;13
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2766;743;Municipio/TIOC;Oruro;Sabaya;Coipasa;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2767;744;Municipio/TIOC;Oruro;Sabaya;Coipasa;Rural;147;28;119;103;44;27;120;253;83;170;96;157;27;226;3;250;4;249;357;177;167;13;188;156;13;55;289;13;15;329;13;2;342;13
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2768;745;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Uru Chipaya (Nación Originaria Uru Chipaya);507;16;491;462;45;26;481;590;43;547;406;184;110;480;16;574;7;583;1,105;61;996;48;824;233;48;312;745;48;48;1,008;49;4;1,052;49
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2769;746;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2770;747;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Rural;507;16;491;462;45;26;481;590;43;547;406;184;110;480;16;574;7;583;1,105;61;996;48;824;233;48;312;745;48;48;1,008;49;4;1,052;49
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2771;748;Provincia;Oruro;Saucarí;;Saucarí;2,834;83;2,751;2,076;758;148;2,686;4,331;318;4,013;3,197;1,134;431;3,900;62;4,269;89;4,242;4,732;655;3,891;186;3,542;1,006;184;912;3,634;186;239;4,307;186;66;4,480;186
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2772;749;Provincia;Oruro;Saucarí;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2773;750;Provincia;Oruro;Saucarí;;Rural;2,834;83;2,751;2,076;758;148;2,686;4,331;318;4,013;3,197;1,134;431;3,900;62;4,269;89;4,242;4,732;655;3,891;186;3,542;1,006;184;912;3,634;186;239;4,307;186;66;4,480;186
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2774;751;Municipio/TIOC;Oruro;Saucarí;Toledo;Toledo;2,834;83;2,751;2,076;758;148;2,686;4,331;318;4,013;3,197;1,134;431;3,900;62;4,269;89;4,242;4,732;655;3,891;186;3,542;1,006;184;912;3,634;186;239;4,307;186;66;4,480;186
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2775;752;Municipio/TIOC;Oruro;Saucarí;Toledo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2776;753;Municipio/TIOC;Oruro;Saucarí;Toledo;Rural;2,834;83;2,751;2,076;758;148;2,686;4,331;318;4,013;3,197;1,134;431;3,900;62;4,269;89;4,242;4,732;655;3,891;186;3,542;1,006;184;912;3,634;186;239;4,307;186;66;4,480;186
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2777;754;Provincia;Oruro;Tomás Barrón;;Tomás Barrón;1,451;141;1,310;1,049;402;122;1,329;1,898;370;1,528;1,175;723;362;1,536;223;1,675;5;1,893;1,936;587;1,289;60;1,221;655;60;559;1,317;60;170;1,703;63;14;1,859;63
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2778;755;Provincia;Oruro;Tomás Barrón;;Urbana;783;114;669;547;236;100;683;1,015;232;783;622;393;216;799;124;891;4;1,011;873;315;543;15;581;277;15;251;607;15;96;762;15;8;850;15
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2779;756;Provincia;Oruro;Tomás Barrón;;Rural;668;27;641;502;166;22;646;883;138;745;553;330;146;737;99;784;1;882;1,063;272;746;45;640;378;45;308;710;45;74;941;48;6;1,009;48
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2780;757;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Eucaliptus;1,451;141;1,310;1,049;402;122;1,329;1,898;370;1,528;1,175;723;362;1,536;223;1,675;5;1,893;1,936;587;1,289;60;1,221;655;60;559;1,317;60;170;1,703;63;14;1,859;63
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2781;758;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Urbana;783;114;669;547;236;100;683;1,015;232;783;622;393;216;799;124;891;4;1,011;873;315;543;15;581;277;15;251;607;15;96;762;15;8;850;15
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2782;759;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Rural;668;27;641;502;166;22;646;883;138;745;553;330;146;737;99;784;1;882;1,063;272;746;45;640;378;45;308;710;45;74;941;48;6;1,009;48
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2783;760;Provincia;Oruro;Sur Carangas;;Sur Carangas;2,281;36;2,245;1,349;932;26;2,255;2,720;231;2,489;1,522;1,198;133;2,587;35;2,685;20;2,700;3,384;583;2,639;162;1,949;1,274;161;525;2,697;162;137;3,085;162;14;3,207;163
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2784;761;Provincia;Oruro;Sur Carangas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2785;762;Provincia;Oruro;Sur Carangas;;Rural;2,281;36;2,245;1,349;932;26;2,255;2,720;231;2,489;1,522;1,198;133;2,587;35;2,685;20;2,700;3,384;583;2,639;162;1,949;1,274;161;525;2,697;162;137;3,085;162;14;3,207;163
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2786;763;Municipio/TIOC;Oruro;Sur Carangas;Andamarca;Andamarca;1,626;20;1,606;943;683;16;1,610;1,992;180;1,812;1,133;859;102;1,890;24;1,968;16;1,976;2,285;404;1,767;114;1,277;894;114;425;1,746;114;77;2,094;114;12;2,158;115
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2787;764;Municipio/TIOC;Oruro;Sur Carangas;Andamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2788;765;Municipio/TIOC;Oruro;Sur Carangas;Andamarca;Rural;1,626;20;1,606;943;683;16;1,610;1,992;180;1,812;1,133;859;102;1,890;24;1,968;16;1,976;2,285;404;1,767;114;1,277;894;114;425;1,746;114;77;2,094;114;12;2,158;115
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2789;766;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Belén de Andamarca;655;16;639;406;249;10;645;728;51;677;389;339;31;697;11;717;4;724;1,099;179;872;48;672;380;47;100;951;48;60;991;48;2;1,049;48
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2790;767;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2791;768;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Rural;655;16;639;406;249;10;645;728;51;677;389;339;31;697;11;717;4;724;1,099;179;872;48;672;380;47;100;951;48;60;991;48;2;1,049;48
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2792;769;Provincia;Oruro;San Pedro de Totora;;San Pedro de Totora;1,421;15;1,406;847;574;12;1,409;1,886;144;1,742;1,171;715;86;1,800;110;1,776;4;1,882;2,648;372;2,130;146;1,444;1,059;145;317;2,185;146;226;2,275;147;12;2,489;147
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2793;770;Provincia;Oruro;San Pedro de Totora;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2794;771;Provincia;Oruro;San Pedro de Totora;;Rural;1,421;15;1,406;847;574;12;1,409;1,886;144;1,742;1,171;715;86;1,800;110;1,776;4;1,882;2,648;372;2,130;146;1,444;1,059;145;317;2,185;146;226;2,275;147;12;2,489;147
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2795;772;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Totora;1,421;15;1,406;847;574;12;1,409;1,886;144;1,742;1,171;715;86;1,800;110;1,776;4;1,882;2,648;372;2,130;146;1,444;1,059;145;317;2,185;146;226;2,275;147;12;2,489;147
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2796;773;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2797;774;Municipio/TIOC;Oruro;San Pedro de Totora;Totora;Rural;1,421;15;1,406;847;574;12;1,409;1,886;144;1,742;1,171;715;86;1,800;110;1,776;4;1,882;2,648;372;2,130;146;1,444;1,059;145;317;2,185;146;226;2,275;147;12;2,489;147
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2798;775;Provincia;Oruro;Sebastián Pagador;;Sebastián Pagador;2,907;97;2,810;1,559;1,348;33;2,874;4,302;532;3,770;2,342;1,960;148;4,154;67;4,235;53;4,249;4,639;966;3,477;196;2,484;1,961;194;535;3,908;196;273;4,169;197;38;4,405;196
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2799;776;Provincia;Oruro;Sebastián Pagador;;Urbana;822;49;773;503;319;10;812;1,304;238;1,066;779;525;56;1,248;27;1,277;2;1,302;1,146;354;737;55;751;340;55;172;919;55;131;960;55;13;1,078;55
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2800;777;Provincia;Oruro;Sebastián Pagador;;Rural;2,085;48;2,037;1,056;1,029;23;2,062;2,998;294;2,704;1,563;1,435;92;2,906;40;2,958;51;2,947;3,493;612;2,740;141;1,733;1,621;139;363;2,989;141;142;3,209;142;25;3,327;141
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2801;778;Municipio/TIOC;Oruro;Sebastián Pagador;Santiago de Huari;Santiago de Huari;2,907;97;2,810;1,559;1,348;33;2,874;4,302;532;3,770;2,342;1,960;148;4,154;67;4,235;53;4,249;4,639;966;3,477;196;2,484;1,961;194;535;3,908;196;273;4,169;197;38;4,405;196
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2802;779;Municipio/TIOC;Oruro;Sebastián Pagador;Santiago de Huari;Urbana;822;49;773;503;319;10;812;1,304;238;1,066;779;525;56;1,248;27;1,277;2;1,302;1,146;354;737;55;751;340;55;172;919;55;131;960;55;13;1,078;55
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2803;780;Municipio/TIOC;Oruro;Sebastián Pagador;Santiago de Huari;Rural;2,085;48;2,037;1,056;1,029;23;2,062;2,998;294;2,704;1,563;1,435;92;2,906;40;2,958;51;2,947;3,493;612;2,740;141;1,733;1,621;139;363;2,989;141;142;3,209;142;25;3,327;141
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2804;781;Provincia;Oruro;Mejillones;;Mejillones;323;15;308;149;174;6;317;619;96;523;223;396;33;586;9;610;6;613;869;274;576;19;356;494;19;71;779;19;18;832;19;2;848;19
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2805;782;Provincia;Oruro;Mejillones;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2806;783;Provincia;Oruro;Mejillones;;Rural;323;15;308;149;174;6;317;619;96;523;223;396;33;586;9;610;6;613;869;274;576;19;356;494;19;71;779;19;18;832;19;2;848;19
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2807;784;Municipio/TIOC;Oruro;Mejillones;La Rivera;La Rivera;124;3;121;69;55;4;120;181;44;137;74;107;13;168;0;181;0;181;283;79;200;4;148;131;4;17;262;4;6;273;4;0;279;4
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2808;785;Municipio/TIOC;Oruro;Mejillones;La Rivera;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2809;786;Municipio/TIOC;Oruro;Mejillones;La Rivera;Rural;124;3;121;69;55;4;120;181;44;137;74;107;13;168;0;181;0;181;283;79;200;4;148;131;4;17;262;4;6;273;4;0;279;4
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2810;787;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Todos Santos;97;10;87;36;61;1;96;193;21;172;51;142;5;188;4;189;0;193;329;112;206;11;116;202;11;38;280;11;9;309;11;2;316;11
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2811;788;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: HOGARES POR TENENCIA DE MEDIOS DE TRANSPORTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2812;789;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Rural;97;10;87;36;61;1;96;193;21;172;51;142;5;188;4;189;0;193;329;112;206;11;116;202;11;38;280;11;9;309;11;2;316;11
