cuadro;no;nivel;departamento;provincia;municipio_tioc;area;total_incritos_en_servicio_de_registro_civil;total_incritos_en_servicio_de_registro_civil_tiene;total_incritos_en_servicio_de_registro_civil_no_tiene;total_incritos_en_servicio_de_registro_civil_sin_especificar;total_tenencia_de_cedula_de_identidad_total;total_tenencia_de_cedula_de_identidad_tiene;total_tenencia_de_cedula_de_identidad_no_tiene;total_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;total_tenencia_de_cedula_de_identidad_sin_especificar;"total_inscritos_en_servicio_de_registro_civil_
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"total_tenencia_de_cedula_de_identidad
()_tiene";"total_inscritos_en_servicio_de_registro_civil_
()_no_tiene";hombres_incritos_en_servicio_de_registro_civil_total;hombres_incritos_en_servicio_de_registro_civil_tiene;hombres_incritos_en_servicio_de_registro_civil_no_tiene;hombres_incritos_en_servicio_de_registro_civil_sin_especificar;hombres_tenencia_de_cedula_de_identidad_total;hombres_tenencia_de_cedula_de_identidad_tiene;hombres_tenencia_de_cedula_de_identidad_no_tiene;hombres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;hombres_tenencia_de_cedula_de_identidad_sin_especificar;"hombres_inscritos_en_servicio_de_registro_civil_
()_tiene";"hombres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"hombres_tenencia_de_cedula_de_identidad
()_tiene";"hombres_tenencia_de_cedula_de_identidad
()_no_tiene";mujeres_incritos_en_servicio_de_registro_civil_total;mujeres_incritos_en_servicio_de_registro_civil_tiene;mujeres_incritos_en_servicio_de_registro_civil_no_tiene;mujeres_incritos_en_servicio_de_registro_civil_sin_especificar;mujeres_tenencia_de_cedula_de_identidad_total;mujeres_tenencia_de_cedula_de_identidad_tiene;mujeres_tenencia_de_cedula_de_identidad_no_tiene;mujeres_tenencia_de_cedula_de_identidad_cedula_boliviana_de_extranjero;mujeres_tenencia_de_cedula_de_identidad_sin_especificar;"mujeres_inscritos_en_servicio_de_registro_civil_
()_tiene";"mujeres_inscritos_en_servicio_de_registro_civil_
()_no_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_tiene";"mujeres_tenencia_de_cedula_de_identidad
()_no_tiene"
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2610;587;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Urbana;10,856;10,781;40;35;10,856;10,759;41;14;42;99.6;0.4;99.6;0.4;5,612;5,567;25;20;5,612;5,554;25;8;25;99.6;0.4;99.6;0.4;5,244;5,214;15;15;5,244;5,205;16;6;17;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2611;588;Municipio/TIOC;Cochabamba;Carrasco;Chimoré;Rural;16,665;16,505;87;73;16,665;16,481;88;17;79;99.5;0.5;99.5;0.5;9,025;8,941;43;41;9,025;8,923;46;11;45;99.5;0.5;99.5;0.5;7,640;7,564;44;32;7,640;7,558;42;6;34;99.4;0.6;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2612;589;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Puerto Villarroel;64,595;64,111;293;191;64,595;63,936;369;72;218;99.5;0.5;99.4;0.6;33,538;33,264;164;110;33,538;33,162;207;44;125;99.5;0.5;99.4;0.6;31,057;30,847;129;81;31,057;30,774;162;28;93;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2613;590;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Urbana;22,915;22,706;150;59;22,915;22,633;172;41;69;99.3;0.7;99.2;0.8;11,138;11,017;87;34;11,138;10,978;96;24;40;99.2;0.8;99.1;0.9;11,777;11,689;63;25;11,777;11,655;76;17;29;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2614;591;Municipio/TIOC;Cochabamba;Carrasco;Puerto Villarroel;Rural;41,680;41,405;143;132;41,680;41,303;197;31;149;99.7;0.3;99.5;0.5;22,400;22,247;77;76;22,400;22,184;111;20;85;99.7;0.3;99.5;0.5;19,280;19,158;66;56;19,280;19,119;86;11;64;99.7;0.3;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2615;592;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Entre Ríos;45,780;45,342;276;162;45,780;45,177;347;73;183;99.4;0.6;99.2;0.8;23,681;23,438;146;97;23,681;23,348;186;38;109;99.4;0.6;99.2;0.8;22,099;21,904;130;65;22,099;21,829;161;35;74;99.4;0.6;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2616;593;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Urbana;28,508;28,205;201;102;28,508;28,099;248;48;113;99.3;0.7;99.1;0.9;13,791;13,629;103;59;13,791;13,568;135;23;65;99.2;0.8;99.0;1.0;14,717;14,576;98;43;14,717;14,531;113;25;48;99.3;0.7;99.2;0.8
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2617;594;Municipio/TIOC;Cochabamba;Carrasco;Entre Ríos;Rural;17,272;17,137;75;60;17,272;17,078;99;25;70;99.6;0.4;99.4;0.6;9,890;9,809;43;38;9,890;9,780;51;15;44;99.6;0.4;99.5;0.5;7,382;7,328;32;22;7,382;7,298;48;10;26;99.6;0.4;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2618;595;Provincia;Cochabamba;Mizque;;Mizque;36,708;36,166;373;169;36,708;36,014;460;61;173;99.0;1.0;98.7;1.3;18,583;18,280;212;91;18,583;18,180;279;30;94;98.9;1.1;98.5;1.5;18,125;17,886;161;78;18,125;17,834;181;31;79;99.1;0.9;99.0;1.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2619;596;Provincia;Cochabamba;Mizque;;Urbana;6,144;6,102;18;24;6,144;6,078;32;7;27;99.7;0.3;99.5;0.5;2,918;2,892;10;16;2,918;2,878;17;4;19;99.7;0.3;99.4;0.6;3,226;3,210;8;8;3,226;3,200;15;3;8;99.8;0.2;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2620;597;Provincia;Cochabamba;Mizque;;Rural;30,564;30,064;355;145;30,564;29,936;428;54;146;98.8;1.2;98.6;1.4;15,665;15,388;202;75;15,665;15,302;262;26;75;98.7;1.3;98.3;1.7;14,899;14,676;153;70;14,899;14,634;166;28;71;99.0;1.0;98.9;1.1
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2621;598;Municipio/TIOC;Cochabamba;Mizque;Mizque;Mizque;19,896;19,722;80;94;19,896;19,668;97;34;97;99.6;0.4;99.5;0.5;9,952;9,858;42;52;9,952;9,821;61;17;53;99.6;0.4;99.4;0.6;9,944;9,864;38;42;9,944;9,847;36;17;44;99.6;0.4;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2622;599;Municipio/TIOC;Cochabamba;Mizque;Mizque;Urbana;6,144;6,102;18;24;6,144;6,078;32;7;27;99.7;0.3;99.5;0.5;2,918;2,892;10;16;2,918;2,878;17;4;19;99.7;0.3;99.4;0.6;3,226;3,210;8;8;3,226;3,200;15;3;8;99.8;0.2;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2623;600;Municipio/TIOC;Cochabamba;Mizque;Mizque;Rural;13,752;13,620;62;70;13,752;13,590;65;27;70;99.5;0.5;99.5;0.5;7,034;6,966;32;36;7,034;6,943;44;13;34;99.5;0.5;99.4;0.6;6,718;6,654;30;34;6,718;6,647;21;14;36;99.6;0.4;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2624;601;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;Vila Vila;5,244;4,996;221;27;5,244;4,978;238;8;20;95.8;4.2;95.4;4.6;2,643;2,504;130;9;2,643;2,492;143;2;6;95.1;4.9;94.6;5.4;2,601;2,492;91;18;2,601;2,486;95;6;14;96.5;3.5;96.3;3.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2625;602;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2626;603;Municipio/TIOC;Cochabamba;Mizque;Vila Vila;Rural;5,244;4,996;221;27;5,244;4,978;238;8;20;95.8;4.2;95.4;4.6;2,643;2,504;130;9;2,643;2,492;143;2;6;95.1;4.9;94.6;5.4;2,601;2,492;91;18;2,601;2,486;95;6;14;96.5;3.5;96.3;3.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2627;604;Municipio/TIOC;Cochabamba;Mizque;Alalay;Alalay;3,512;3,479;16;17;3,512;3,462;32;0;18;99.5;0.5;99.1;0.9;1,860;1,841;9;10;1,860;1,831;18;0;11;99.5;0.5;99.0;1.0;1,652;1,638;7;7;1,652;1,631;14;0;7;99.6;0.4;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2628;605;Municipio/TIOC;Cochabamba;Mizque;Alalay;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2629;606;Municipio/TIOC;Cochabamba;Mizque;Alalay;Rural;3,512;3,479;16;17;3,512;3,462;32;0;18;99.5;0.5;99.1;0.9;1,860;1,841;9;10;1,860;1,831;18;0;11;99.5;0.5;99.0;1.0;1,652;1,638;7;7;1,652;1,631;14;0;7;99.6;0.4;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2630;607;Municipio/TIOC;Cochabamba;Mizque;TIOC-Raqaypampa;TIOC-Raqaypampa;8,056;7,969;56;31;8,056;7,906;93;19;38;99.3;0.7;98.8;1.2;4,128;4,077;31;20;4,128;4,036;57;11;24;99.2;0.8;98.6;1.4;3,928;3,892;25;11;3,928;3,870;36;8;14;99.4;0.6;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2631;608;Municipio/TIOC;Cochabamba;Mizque;TIOC-Raqaypampa;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2632;609;Municipio/TIOC;Cochabamba;Mizque;TIOC-Raqaypampa;Rural;8,056;7,969;56;31;8,056;7,906;93;19;38;99.3;0.7;98.8;1.2;4,128;4,077;31;20;4,128;4,036;57;11;24;99.2;0.8;98.6;1.4;3,928;3,892;25;11;3,928;3,870;36;8;14;99.4;0.6;99.1;0.9
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2633;610;Provincia;Cochabamba;Punata;;Punata;62,010;61,516;326;168;62,010;61,305;347;152;206;99.5;0.5;99.4;0.6;29,641;29,383;178;80;29,641;29,284;175;85;97;99.4;0.6;99.4;0.6;32,369;32,133;148;88;32,369;32,021;172;67;109;99.5;0.5;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2634;611;Provincia;Cochabamba;Punata;;Urbana;37,466;37,191;203;72;37,466;37,054;225;95;92;99.5;0.5;99.4;0.6;17,758;17,615;109;34;17,758;17,553;110;53;42;99.4;0.6;99.4;0.6;19,708;19,576;94;38;19,708;19,501;115;42;50;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2635;612;Provincia;Cochabamba;Punata;;Rural;24,544;24,325;123;96;24,544;24,251;122;57;114;99.5;0.5;99.5;0.5;11,883;11,768;69;46;11,883;11,731;65;32;55;99.4;0.6;99.5;0.5;12,661;12,557;54;50;12,661;12,520;57;25;59;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2636;613;Municipio/TIOC;Cochabamba;Punata;Punata;Punata;35,248;34,987;197;64;35,248;34,862;208;91;87;99.4;0.6;99.4;0.6;16,528;16,391;105;32;16,528;16,333;99;52;44;99.4;0.6;99.4;0.6;18,720;18,596;92;32;18,720;18,529;109;39;43;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2637;614;Municipio/TIOC;Cochabamba;Punata;Punata;Urbana;26,563;26,364;164;35;26,563;26,277;163;72;51;99.4;0.6;99.4;0.6;12,440;12,335;88;17;12,440;12,298;77;40;25;99.3;0.7;99.4;0.6;14,123;14,029;76;18;14,123;13,979;86;32;26;99.5;0.5;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2638;615;Municipio/TIOC;Cochabamba;Punata;Punata;Rural;8,685;8,623;33;29;8,685;8,585;45;19;36;99.6;0.4;99.5;0.5;4,088;4,056;17;15;4,088;4,035;22;12;19;99.6;0.4;99.5;0.5;4,597;4,567;16;14;4,597;4,550;23;7;17;99.7;0.3;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2639;616;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Villa Rivero;8,599;8,483;63;53;8,599;8,456;50;35;58;99.3;0.7;99.4;0.6;4,197;4,137;37;23;4,197;4,126;28;17;26;99.1;0.9;99.3;0.7;4,402;4,346;26;30;4,402;4,330;22;18;32;99.4;0.6;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2640;617;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Urbana;2,684;2,648;13;23;2,684;2,634;18;9;23;99.5;0.5;99.3;0.7;1,286;1,268;9;9;1,286;1,263;9;5;9;99.3;0.7;99.3;0.7;1,398;1,380;4;14;1,398;1,371;9;4;14;99.7;0.3;99.3;0.7
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2641;618;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Rural;5,915;5,835;50;30;5,915;5,822;32;26;35;99.2;0.8;99.5;0.5;2,911;2,869;28;14;2,911;2,863;19;12;17;99.0;1.0;99.3;0.7;3,004;2,966;22;16;3,004;2,959;13;14;18;99.3;0.7;99.6;0.4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2642;619;Municipio/TIOC;Cochabamba;Punata;San Benito;San Benito;13,054;12,974;50;30;13,054;12,922;71;24;37;99.6;0.4;99.5;0.5;6,370;6,331;26;13;6,370;6,305;36;15;14;99.6;0.4;99.4;0.6;6,684;6,643;24;17;6,684;6,617;35;9;23;99.6;0.4;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2643;620;Municipio/TIOC;Cochabamba;Punata;San Benito;Urbana;8,219;8,179;26;14;8,219;8,143;44;14;18;99.7;0.3;99.5;0.5;4,032;4,012;12;8;4,032;3,992;24;8;8;99.7;0.3;99.4;0.6;4,187;4,167;14;6;4,187;4,151;20;6;10;99.7;0.3;99.5;0.5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2644;621;Municipio/TIOC;Cochabamba;Punata;San Benito;Rural;4,835;4,795;24;16;4,835;4,779;27;10;19;99.5;0.5;99.4;0.6;2,338;2,319;14;5;2,338;2,313;12;7;6;99.4;0.6;99.5;0.5;2,497;2,476;10;11;2,497;2,466;15;3;13;99.6;0.4;99.4;0.6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2645;622;Municipio/TIOC;Cochabamba;Punata;Tacachi;Tacachi;1,287;1,278;1;8;1,287;1,278;1;0;8;99.9;0.1;99.9;0.1;645;640;1;4;645;640;1;0;4;99.8;0.2;99.8;0.2;642;638;0;4;642;638;0;0;4;100.0;0.0;100.0;0.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2646;623;Municipio/TIOC;Cochabamba;Punata;Tacachi;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2647;624;Municipio/TIOC;Cochabamba;Punata;Tacachi;Rural;1,287;1,278;1;8;1,287;1,278;1;0;8;99.9;0.1;99.9;0.1;645;640;1;4;645;640;1;0;4;99.8;0.2;99.8;0.2;642;638;0;4;642;638;0;0;4;100.0;0.0;100.0;0.0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2648;625;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Villa Gualberto Villarroel;3,822;3,794;15;13;3,822;3,787;17;2;16;99.6;0.4;99.6;0.4;1,901;1,884;9;8;1,901;1,880;11;1;9;99.5;0.5;99.4;0.6;1,921;1,910;6;5;1,921;1,907;6;1;7;99.7;0.3;99.7;0.3
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL Y TENENCIA DE CÉDULA DE IDENTIDAD POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2649;626;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
