cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2001_total;2001_total_tiene;2001_total_no_tiene;2001_total_sin_especificar;2001_hombres_total;2001_hombres_tiene;2001_hombres_no_tiene;2001_hombres_sin_especificar;2001_mujeres_total;2001_mujeres_tiene;2001_mujeres_no_tiene;2001_mujeres_sin_especificar;2012_total;2012_total_tiene;2012_total_no_tiene;2012_total_sin_especificar;2012_hombres_total;2012_hombres_tiene;2012_hombres_no_tiene;2012_hombres_sin_especificar;2012_mujeres_total;2012_mujeres_tiene;2012_mujeres_no_tiene;2012_mujeres_sin_especificar;2024_total;2024_total_tiene;2024_total_no_tiene;2024_total_sin_especificar;2024_hombres_total;2024_hombres_tiene;2024_hombres_no_tiene;2024_hombres_sin_especificar;2024_mujeres_total;2024_mujeres_tiene;2024_mujeres_no_tiene;2024_mujeres_sin_especificar
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2640;617;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;2,684;2,648;13;23;1,286;1,268;9;9;1,398;1,380;4;14
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2641;618;Municipio/TIOC;Cochabamba;Punata;Villa Rivero;Rural;5,857;5,515;211;131;2,752;2,619;78;55;3,105;2,896;133;76;8,135;7,999;120;16;3,996;3,920;65;11;4,139;4,079;55;5;5,915;5,835;50;30;2,911;2,869;28;14;3,004;2,966;22;16
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2642;619;Municipio/TIOC;Cochabamba;Punata;San Benito;San Benito;12,720;12,026;409;285;5,939;5,633;174;132;6,781;6,393;235;153;13,562;13,362;157;43;6,495;6,393;78;24;7,067;6,969;79;19;13,054;12,974;50;30;6,370;6,331;26;13;6,684;6,643;24;17
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2643;620;Municipio/TIOC;Cochabamba;Punata;San Benito;Urbana;2,029;1,878;97;54;990;915;51;24;1,039;963;46;30;8,505;8,383;93;29;4,117;4,057;44;16;4,388;4,326;49;13;8,219;8,179;26;14;4,032;4,012;12;8;4,187;4,167;14;6
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2644;621;Municipio/TIOC;Cochabamba;Punata;San Benito;Rural;10,691;10,148;312;231;4,949;4,718;123;108;5,742;5,430;189;123;5,057;4,979;64;14;2,378;2,336;34;8;2,679;2,643;30;6;4,835;4,795;24;16;2,338;2,319;14;5;2,497;2,476;10;11
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2645;622;Municipio/TIOC;Cochabamba;Punata;Tacachi;Tacachi;1,076;1,030;25;21;512;494;10;8;564;536;15;13;1,303;1,285;11;7;620;611;6;3;683;674;5;4;1,287;1,278;1;8;645;640;1;4;642;638;0;4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2646;623;Municipio/TIOC;Cochabamba;Punata;Tacachi;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2647;624;Municipio/TIOC;Cochabamba;Punata;Tacachi;Rural;1,076;1,030;25;21;512;494;10;8;564;536;15;13;1,303;1,285;11;7;620;611;6;3;683;674;5;4;1,287;1,278;1;8;645;640;1;4;642;638;0;4
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2648;625;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Villa Gualberto Villarroel;1,942;1,804;59;79;940;869;34;37;1,002;935;25;42;2,768;2,720;37;11;1,283;1,258;17;8;1,485;1,462;20;3;3,822;3,794;15;13;1,901;1,884;9;8;1,921;1,910;6;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2649;626;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2650;627;Municipio/TIOC;Cochabamba;Punata;Villa Gualberto Villarroel;Rural;1,942;1,804;59;79;940;869;34;37;1,002;935;25;42;2,768;2,720;37;11;1,283;1,258;17;8;1,485;1,462;20;3;3,822;3,794;15;13;1,901;1,884;9;8;1,921;1,910;6;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2651;628;Provincia;Cochabamba;Bolívar;;Bolívar;8,635;8,040;348;247;4,286;4,042;133;111;4,349;3,998;215;136;7,279;7,129;131;19;3,820;3,755;57;8;3,459;3,374;74;11;8,282;8,170;19;93;4,585;4,527;10;48;3,697;3,643;9;45
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2652;629;Provincia;Cochabamba;Bolívar;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2653;630;Provincia;Cochabamba;Bolívar;;Rural;8,635;8,040;348;247;4,286;4,042;133;111;4,349;3,998;215;136;7,279;7,129;131;19;3,820;3,755;57;8;3,459;3,374;74;11;8,282;8,170;19;93;4,585;4,527;10;48;3,697;3,643;9;45
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2654;631;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Bolívar;8,635;8,040;348;247;4,286;4,042;133;111;4,349;3,998;215;136;7,279;7,129;131;19;3,820;3,755;57;8;3,459;3,374;74;11;8,282;8,170;19;93;4,585;4,527;10;48;3,697;3,643;9;45
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2655;632;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2656;633;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;Rural;8,635;8,040;348;247;4,286;4,042;133;111;4,349;3,998;215;136;7,279;7,129;131;19;3,820;3,755;57;8;3,459;3,374;74;11;8,282;8,170;19;93;4,585;4,527;10;48;3,697;3,643;9;45
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2657;634;Provincia;Cochabamba;Tiraque;;Tiraque;35,481;32,748;1,705;1,028;18,349;17,019;824;506;17,132;15,729;881;522;42,072;41,008;855;209;21,611;21,088;421;102;20,461;19,920;434;107;45,647;45,269;184;194;23,400;23,212;96;92;22,247;22,057;88;102
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2658;635;Provincia;Cochabamba;Tiraque;;Urbana;4,291;3,907;274;110;2,069;1,897;120;52;2,222;2,010;154;58;8,065;7,841;180;44;3,856;3,744;87;25;4,209;4,097;93;19;11,128;11,025;64;39;5,437;5,383;34;20;5,691;5,642;30;19
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2659;636;Provincia;Cochabamba;Tiraque;;Rural;31,190;28,841;1,431;918;16,280;15,122;704;454;14,910;13,719;727;464;34,007;33,167;675;165;17,755;17,344;334;77;16,252;15,823;341;88;34,519;34,244;120;155;17,963;17,829;62;72;16,556;16,415;58;83
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2660;637;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Tiraque;20,772;19,296;874;602;10,239;9,538;424;277;10,533;9,758;450;325;21,231;20,770;344;117;10,410;10,193;168;49;10,821;10,577;176;68;18,475;18,322;56;97;9,200;9,129;29;42;9,275;9,193;27;55
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2661;638;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Urbana;;;;;;;;;;;;;2,396;2,359;26;11;1,150;1,131;13;6;1,246;1,228;13;5;2,563;2,544;12;7;1,251;1,242;7;2;1,312;1,302;5;5
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2662;639;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Rural;20,772;19,296;874;602;10,239;9,538;424;277;10,533;9,758;450;325;18,835;18,411;318;106;9,260;9,062;155;43;9,575;9,349;163;63;15,912;15,778;44;90;7,949;7,887;22;40;7,963;7,891;22;50
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2663;640;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Shinahota;14,709;13,452;831;426;8,110;7,481;400;229;6,599;5,971;431;197;20,841;20,238;511;92;11,201;10,895;253;53;9,640;9,343;258;39;27,172;26,947;128;97;14,200;14,083;67;50;12,972;12,864;61;47
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2664;641;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Urbana;4,291;3,907;274;110;2,069;1,897;120;52;2,222;2,010;154;58;5,669;5,482;154;33;2,706;2,613;74;19;2,963;2,869;80;14;8,565;8,481;52;32;4,186;4,141;27;18;4,379;4,340;25;14
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2665;642;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Rural;10,418;9,545;557;316;6,041;5,584;280;177;4,377;3,961;277;139;15,172;14,756;357;59;8,495;8,282;179;34;6,677;6,474;178;25;18,607;18,466;76;65;10,014;9,942;40;32;8,593;8,524;36;33
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2666;643;Departamento;Oruro;;;Oruro;392,451;362,717;20,493;9,241;195,360;181,209;9,693;4,458;197,091;181,508;10,800;4,783;494,587;487,384;6,263;940;244,818;241,251;3,105;462;249,769;246,133;3,158;478;571,471;566,035;3,182;2,254;282,808;279,949;1,684;1,175;288,663;286,086;1,498;1,079
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2667;644;Departamento;Oruro;;;Urbana;236,110;220,838;10,352;4,920;114,794;107,557;4,834;2,403;121,316;113,281;5,518;2,517;316,757;313,111;3,179;467;152,553;150,732;1,577;244;164,204;162,379;1,602;223;358,929;356,750;1,271;908;172,333;171,160;711;462;186,596;185,590;560;446
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2668;645;Departamento;Oruro;;;Rural;156,341;141,879;10,141;4,321;80,566;73,652;4,859;2,055;75,775;68,227;5,282;2,266;177,830;174,273;3,084;473;92,265;90,519;1,528;218;85,565;83,754;1,556;255;212,542;209,285;1,911;1,346;110,475;108,789;973;713;102,067;100,496;938;633
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2669;646;Provincia;Oruro;Cercado;;Cercado;241,811;225,412;11,193;5,206;117,728;110,014;5,222;2,492;124,083;115,398;5,971;2,714;309,629;305,604;3,491;534;149,038;147,059;1,713;266;160,591;158,545;1,778;268;346,961;344,662;1,151;1,148;166,899;165,653;647;599;180,062;179,009;504;549
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2670;647;Provincia;Oruro;Cercado;;Urbana;205,642;192,621;8,846;4,175;99,700;93,536;4,134;2,030;105,942;99,085;4,712;2,145;270,299;267,081;2,806;412;129,310;127,697;1,400;213;140,989;139,384;1,406;199;305,807;304,138;956;713;145,927;145,023;544;360;159,880;159,115;412;353
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2671;648;Provincia;Oruro;Cercado;;Rural;36,169;32,791;2,347;1,031;18,028;16,478;1,088;462;18,141;16,313;1,259;569;39,330;38,523;685;122;19,728;19,362;313;53;19,602;19,161;372;69;41,154;40,524;195;435;20,972;20,630;103;239;20,182;19,894;92;196
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2672;649;Municipio/TIOC;Oruro;Cercado;Oruro;Oruro;201,504;188,779;8,663;4,062;97,745;91,732;4,037;1,976;103,759;97,047;4,626;2,086;264,943;261,825;2,720;398;126,826;125,264;1,358;204;138,117;136,561;1,362;194;298,350;296,720;941;689;142,260;141,378;533;349;156,090;155,342;408;340
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2673;650;Municipio/TIOC;Oruro;Cercado;Oruro;Urbana;201,230;188,529;8,643;4,058;97,615;91,610;4,030;1,975;103,615;96,919;4,613;2,083;264,943;261,825;2,720;398;126,826;125,264;1,358;204;138,117;136,561;1,362;194;298,257;296,627;941;689;142,209;141,327;533;349;156,048;155,300;408;340
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2674;651;Municipio/TIOC;Oruro;Cercado;Oruro;Rural;274;250;20;4;130;122;7;1;144;128;13;3;;;;;;;;;;;;;93;93;0;0;51;51;0;0;42;42;0;0
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2675;652;Municipio/TIOC;Oruro;Cercado;Caracollo;Caracollo;20,619;18,758;1,313;548;10,258;9,383;625;250;10,361;9,375;688;298;23,115;22,640;408;67;11,395;11,176;185;34;11,720;11,464;223;33;22,850;22,694;37;119;11,464;11,387;20;57;11,386;11,307;17;62
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2676;653;Municipio/TIOC;Oruro;Cercado;Caracollo;Urbana;4,412;4,092;203;117;2,085;1,926;104;55;2,327;2,166;99;62;5,356;5,256;86;14;2,484;2,433;42;9;2,872;2,823;44;5;7,550;7,511;15;24;3,718;3,696;11;11;3,832;3,815;4;13
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2677;654;Municipio/TIOC;Oruro;Cercado;Caracollo;Rural;16,207;14,666;1,110;431;8,173;7,457;521;195;8,034;7,209;589;236;17,759;17,384;322;53;8,911;8,743;143;25;8,848;8,641;179;28;15,300;15,183;22;95;7,746;7,691;9;46;7,554;7,492;13;49
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2678;655;Municipio/TIOC;Oruro;Cercado;El Choro;El Choro;5,710;5,282;287;141;2,714;2,534;122;58;2,996;2,748;165;83;8,725;8,561;136;28;4,244;4,168;62;14;4,481;4,393;74;14;9,997;9,584;153;260;5,118;4,880;83;155;4,879;4,704;70;105
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2679;656;Municipio/TIOC;Oruro;Cercado;El Choro;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2680;657;Municipio/TIOC;Oruro;Cercado;El Choro;Rural;5,710;5,282;287;141;2,714;2,534;122;58;2,996;2,748;165;83;8,725;8,561;136;28;4,244;4,168;62;14;4,481;4,393;74;14;9,997;9,584;153;260;5,118;4,880;83;155;4,879;4,704;70;105
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2681;658;Municipio/TIOC;Oruro;Cercado;Paria;Paria;13,978;12,593;930;455;7,011;6,365;438;208;6,967;6,228;492;247;12,846;12,578;227;41;6,573;6,451;108;14;6,273;6,127;119;27;15,764;15,664;20;80;8,057;8,008;11;38;7,707;7,656;9;42
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2682;659;Municipio/TIOC;Oruro;Cercado;Paria;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2683;660;Municipio/TIOC;Oruro;Cercado;Paria;Rural;13,978;12,593;930;455;7,011;6,365;438;208;6,967;6,228;492;247;12,846;12,578;227;41;6,573;6,451;108;14;6,273;6,127;119;27;15,764;15,664;20;80;8,057;8,008;11;38;7,707;7,656;9;42
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2684;661;Provincia;Oruro;Abaroa;;Abaroa;27,675;23,826;3,060;789;14,260;12,372;1,495;393;13,415;11,454;1,565;396;32,969;32,410;495;64;16,946;16,666;247;33;16,023;15,744;248;31;40,588;40,191;200;197;21,082;20,875;105;102;19,506;19,316;95;95
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2685;662;Provincia;Oruro;Abaroa;;Urbana;7,683;7,152;315;216;3,704;3,464;139;101;3,979;3,688;176;115;12,684;12,504;163;17;6,034;5,949;76;9;6,650;6,555;87;8;12,969;12,862;64;43;5,952;5,902;33;17;7,017;6,960;31;26
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2686;663;Provincia;Oruro;Abaroa;;Rural;19,992;16,674;2,745;573;10,556;8,908;1,356;292;9,436;7,766;1,389;281;20,285;19,906;332;47;10,912;10,717;171;24;9,373;9,189;161;23;27,619;27,329;136;154;15,130;14,973;72;85;12,489;12,356;64;69
BOLIVIA: NACIMIENTOS INSCRITOS EN EL SERVICIO DE REGISTRO CIVIL POR SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2687;664;Municipio/TIOC;Oruro;Abaroa;Challapata;Challapata;24,370;20,722;2,947;701;12,525;10,738;1,443;344;11,845;9,984;1,504;357;28,918;28,433;426;59;14,800;14,563;208;29;14,118;13,870;218;30;35,427;35,086;183;158;18,417;18,239;94;84;17,010;16,847;89;74
