cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8024;Departamento;Pando;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;0 a 17;11.9;10.3;14.6;0.0;17.0;13.7;22.2;0.0;7.7;4.6;13.3;;11.1;12.4;9.0;0.0;11.3;8.2;16.7;0.0;12.4;11.8;13.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8025;Departamento;Pando;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;18 a 29;10.2;13.0;5.7;0.0;9.4;9.5;9.5;0.0;10.1;12.0;6.7;;6.9;9.1;3.0;0.0;12.8;17.2;5.6;0.0;11.0;15.2;5.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8026;Departamento;Pando;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;30 a 59;26.4;25.3;28.5;0.0;27.7;25.3;31.7;0.0;21.4;17.6;28.3;;32.8;30.6;37.3;0.0;20.5;25.4;12.5;0.0;28.4;26.4;31.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8027;Departamento;Pando;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;60 o más;46.0;46.2;46.2;0.0;40.3;46.3;31.7;0.0;54.2;57.4;48.3;;42.9;43.0;43.3;0.0;49.2;44.3;58.3;0.0;44.5;42.7;47.1;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8028;Departamento;Pando;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;Sin especificar;5.4;5.3;5.0;100.0;5.7;5.3;4.8;100.0;6.5;8.3;3.3;;6.3;5.0;7.5;100.0;6.2;4.9;6.9;100.0;3.7;3.9;3.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8029;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Nicolás Suárez;100;100;100;100;100;100;100;100;100;100;100;;100;100;100;;100;100;100;100;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8030;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;0 a 17;7.3;6.3;8.4;50.0;9.4;6.4;12.3;100.0;6.2;4.6;8.7;;4.8;6.1;2.9;;8.1;6.2;10.4;0.0;8.6;8.1;9.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8031;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;18 a 29;8.3;10.2;5.7;0.0;10.9;13.6;7.4;0.0;5.5;5.1;6.1;;6.0;6.7;5.1;;12.6;17.7;7.0;0.0;8.1;11.1;4.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8032;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;30 a 59;29.2;30.7;27.3;0.0;32.3;32.7;32.1;0.0;23.8;25.1;21.7;;32.4;35.2;28.7;;27.2;30.0;24.3;0.0;30.5;30.8;30.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8033;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;60 o más;51.6;49.4;54.7;0.0;43.2;45.5;40.7;0.0;58.3;59.4;56.5;;53.7;49.2;59.6;;50.4;44.6;57.4;0.0;49.6;46.0;54.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8034;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Sin especificar;3.7;3.4;3.9;50.0;4.2;1.8;7.4;0.0;6.2;5.7;7.0;;3.2;2.8;3.7;;1.6;1.5;0.9;100.0;3.2;4.0;2.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8035;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Urbana;100;100;100;100;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8036;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;0 a 17;7.3;6.5;8.3;100.0;9.3;6.2;12.2;100.0;6.4;5.0;8.3;;4.6;6.3;2.5;;8.3;6.0;10.9;;8.9;8.5;9.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8037;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;18 a 29;7.6;9.0;5.8;0.0;9.9;12.4;6.8;0.0;5.2;4.4;6.5;;6.1;6.3;5.8;;12.8;17.9;6.9;;6.2;7.9;3.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8038;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;30 a 59;29.7;31.6;27.3;0.0;33.1;34.0;32.4;0.0;23.6;24.5;22.2;;32.9;37.1;27.3;;28.9;29.9;27.7;;30.8;32.7;28.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8039;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;60 o más;51.8;49.8;54.6;0.0;43.0;45.4;40.5;0.0;58.8;61.0;55.6;;53.6;47.2;62.0;;49.1;45.3;53.5;;51.0;47.3;55.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8040;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Sin especificar;3.5;3.2;4.0;0.0;4.7;2.1;8.1;0.0;6.0;5.0;7.4;;2.9;3.1;2.5;;0.9;0.9;1.0;;3.1;3.6;2.4;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8041;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Rural;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8042;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;0 a 17;6.8;5.3;9.2;0.0;10.0;7.7;14.3;;4.3;0.0;14.3;;5.7;5.0;6.7;;7.1;7.7;7.1;0.0;7.3;6.1;9.1;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8043;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;18 a 29;13.0;18.9;4.6;0.0;20.0;23.1;14.3;;8.7;12.5;0.0;;5.7;10.0;0.0;;10.7;15.4;7.1;0.0;18.2;27.3;4.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8044;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;30 a 59;25.5;24.2;27.7;0.0;25.0;23.1;28.6;;26.1;31.3;14.3;;28.6;20.0;40.0;;14.3;30.8;0.0;0.0;29.1;21.2;40.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8045;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;60 o más;49.7;46.3;55.4;0.0;45.0;46.2;42.9;;52.2;43.8;71.4;;54.3;65.0;40.0;;60.7;38.5;85.7;0.0;41.8;39.4;45.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8046;Provincia;Pando;Nicolás Suárez;TIOC-Territorio Indígena Multiétnico;Sin especificar;5.0;5.3;3.1;100.0;0.0;0.0;0.0;;8.7;12.5;0.0;;5.7;0.0;13.3;;7.1;7.7;0.0;100.0;3.6;6.1;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8047;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Cobija;100;100;100;100;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8048;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;0 a 17;6.9;6.2;7.8;100.0;9.8;6.3;13.4;100.0;4.5;3.4;6.1;;4.8;6.5;2.6;;8.0;6.4;9.9;;8.7;8.1;9.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8049;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;18 a 29;8.0;9.8;5.5;0.0;11.0;13.7;7.5;0.0;6.5;6.1;7.1;;5.9;6.5;5.1;;12.4;18.2;5.5;;6.2;8.1;3.5;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8050;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;30 a 59;30.4;31.7;28.7;0.0;33.7;34.7;32.8;0.0;24.9;25.9;23.5;;33.0;37.9;26.5;;28.9;28.2;29.7;;32.0;31.9;32.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8051;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;60 o más;51.5;49.3;54.5;0.0;41.7;43.2;40.3;0.0;58.4;59.2;57.1;;53.7;46.4;63.2;;49.8;46.4;53.8;;50.2;48.8;52.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8052;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Sin especificar;3.2;3.0;3.5;0.0;3.7;2.1;6.0;0.0;5.7;5.4;6.1;;2.6;2.6;2.6;;1.0;0.9;1.1;;2.9;3.1;2.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8053;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Urbana;100;100;100;100;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8054;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;0 a 17;7.1;6.2;8.0;100.0;9.4;5.5;13.4;100.0;4.6;3.5;6.3;;4.9;6.7;2.6;;8.1;6.5;10.1;;9.2;8.6;10.2;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8055;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;18 a 29;7.5;8.9;5.7;0.0;9.4;11.0;7.5;0.0;5.9;5.0;7.3;;5.7;6.0;5.2;;12.7;18.5;5.6;;5.8;7.2;3.7;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8056;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;30 a 59;30.9;32.6;28.6;0.0;34.6;36.3;32.8;0.0;25.3;26.2;24.0;;33.3;38.3;27.0;;29.4;28.7;30.3;;32.3;33.6;30.6;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8057;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;60 o más;51.4;49.3;54.3;0.0;42.8;45.1;40.3;0.0;58.6;60.3;56.3;;53.8;46.3;63.5;;48.7;45.4;52.8;;49.6;47.4;52.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8058;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Sin especificar;3.1;3.0;3.4;0.0;3.8;2.2;6.0;0.0;5.5;5.0;6.3;;2.3;2.7;1.7;;1.0;0.9;1.1;;3.1;3.3;2.8;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8059;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Rural;100;100;100;;100;100;;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8060;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;0 a 17;2.7;4.2;0.0;;25.0;25.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8061;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;18 a 29;21.6;33.3;0.0;;75.0;75.0;;;25.0;33.3;0.0;;16.7;25.0;0.0;;0.0;0.0;0.0;;13.3;25.0;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8062;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;30 a 59;16.2;8.3;30.8;;0.0;0.0;;;12.5;16.7;0.0;;16.7;25.0;0.0;;0.0;0.0;0.0;;26.7;0.0;57.1;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8063;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;60 o más;54.1;50.0;61.5;;0.0;0.0;;;50.0;33.3;100.0;;50.0;50.0;50.0;;100.0;100.0;100.0;;60.0;75.0;42.9;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8064;Municipio/TIOC;Pando;Nicolás Suárez;Cobija;Sin especificar;5.4;4.2;7.7;;0.0;0.0;;;12.5;16.7;0.0;;16.7;0.0;50.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8065;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Porvenir;100;100;100;100;100;100;100;;100;100;100;;100;100;100;;100;100;100;100;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8066;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;0 a 17;10.0;7.6;12.7;0.0;12.5;14.3;11.1;;20.0;14.3;28.6;;0.0;0.0;0.0;;8.0;0.0;15.4;0.0;5.7;6.7;5.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8067;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;18 a 29;8.5;10.6;6.3;0.0;12.5;28.6;0.0;;0.0;0.0;0.0;;10.5;8.3;14.3;;16.0;18.2;15.4;0.0;8.6;13.3;5.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8068;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;30 a 59;17.7;19.7;15.9;0.0;12.5;0.0;22.2;;8.6;9.5;7.1;;26.3;16.7;42.9;;20.0;36.4;7.7;0.0;22.9;33.3;15.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8069;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;60 o más;56.2;56.1;57.1;0.0;50.0;57.1;44.4;;60.0;66.7;50.0;;52.6;66.7;28.6;;52.0;45.5;61.5;0.0;60.0;40.0;75.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8070;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Sin especificar;7.7;6.1;7.9;100.0;12.5;0.0;22.2;;11.4;9.5;14.3;;10.5;8.3;14.3;;4.0;0.0;0.0;100.0;2.9;6.7;0.0;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8071;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;Urbana;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;100;100;100;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8072;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;0 a 17;9.8;8.9;10.7;;7.7;16.7;0.0;;20.0;16.7;25.0;;0.0;0.0;0.0;;9.5;0.0;16.7;;6.3;7.7;5.3;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024(1);8073;Municipio/TIOC;Pando;Nicolás Suárez;Porvenir;18 a 29;8.9;10.7;7.1;;15.4;33.3;0.0;;0.0;0.0;0.0;;12.5;10.0;16.7;;14.3;11.1;16.7;;9.4;15.4;5.3;;;;;;;;;;;
