cuadro;no;nivel;departamento;provincia;municipio_tioc;area_y_grupo_de_edad;total_total;total_hombres;total_mujeres;total_sin_especificar;2019_total;2019_hombres;2019_mujeres;2019_sin_especificar;2020_total;2020_hombres;2020_mujeres;2020_sin_especificar;2021_total;2021_hombres;2021_mujeres;2021_sin_especificar;2022_total;2022_hombres;2022_mujeres;2022_sin_especificar;2023_total;2023_hombres;2023_mujeres;2023_sin_especificar;2024_total;2024_hombres;2024_mujeres;2024_sin_especificar;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4314;Provincia;Oruro;Pantaleón Dalence;Antequera;Sin especificar;17;9;7;1;6;2;3;1;3;1;2;0;4;3;1;0;3;3;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4315;Provincia;Oruro;Pantaleón Dalence;Antequera;Rural;338;189;149;0;48;24;24;0;95;57;38;0;70;39;31;0;66;43;23;0;59;26;33;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4316;Provincia;Oruro;Pantaleón Dalence;Antequera;0 a 17;22;15;7;0;2;2;0;0;2;1;1;0;7;6;1;0;5;2;3;0;6;4;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4317;Provincia;Oruro;Pantaleón Dalence;Antequera;18 a 29;15;13;2;0;3;3;0;0;8;7;1;0;1;1;0;0;1;1;0;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4318;Provincia;Oruro;Pantaleón Dalence;Antequera;30 a 59;80;52;28;0;16;9;7;0;12;9;3;0;21;10;11;0;15;12;3;0;16;12;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4319;Provincia;Oruro;Pantaleón Dalence;Antequera;60 o más;215;106;109;0;24;10;14;0;72;39;33;0;40;21;19;0;45;28;17;0;34;8;26;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4320;Provincia;Oruro;Pantaleón Dalence;Antequera;Sin especificar;6;3;3;0;3;0;3;0;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4321;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Huanuni;838;504;332;2;146;83;62;1;206;119;86;1;180;119;61;0;144;91;53;0;162;92;70;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4322;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;0 a 17;54;25;29;0;12;5;7;0;8;4;4;0;17;8;9;0;7;3;4;0;10;5;5;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4323;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;18 a 29;78;54;24;0;13;9;4;0;19;16;3;0;18;14;4;0;13;7;6;0;15;8;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4324;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;30 a 59;281;199;82;0;50;35;15;0;51;29;22;0;68;52;16;0;49;35;14;0;63;48;15;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4325;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;60 o más;407;217;189;1;64;32;32;0;124;68;55;1;73;42;31;0;73;44;29;0;73;31;42;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4326;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Sin especificar;18;9;8;1;7;2;4;1;4;2;2;0;4;3;1;0;2;2;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4327;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Urbana;686;413;271;2;126;74;51;1;167;91;75;1;147;100;47;0;116;71;45;0;130;77;53;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4328;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;0 a 17;41;17;24;0;10;3;7;0;6;3;3;0;14;6;8;0;5;3;2;0;6;2;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4329;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;18 a 29;72;48;24;0;13;9;4;0;15;12;3;0;17;13;4;0;13;7;6;0;14;7;7;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4330;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;30 a 59;241;169;72;0;45;32;13;0;49;27;22;0;57;45;12;0;39;26;13;0;51;39;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4331;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;60 o más;317;171;145;1;53;28;25;0;94;48;45;1;55;33;22;0;57;33;24;0;58;29;29;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4332;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Sin especificar;15;8;6;1;5;2;2;1;3;1;2;0;4;3;1;0;2;2;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4333;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Rural;152;91;61;0;20;9;11;0;39;28;11;0;33;19;14;0;28;20;8;0;32;15;17;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4334;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;0 a 17;13;8;5;0;2;2;0;0;2;1;1;0;3;2;1;0;2;0;2;0;4;3;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4335;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;18 a 29;6;6;0;0;0;0;0;0;4;4;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4336;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;30 a 59;40;30;10;0;5;3;2;0;2;2;0;0;11;7;4;0;10;9;1;0;12;9;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4337;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;60 o más;90;46;44;0;11;4;7;0;30;20;10;0;18;9;9;0;16;11;5;0;15;2;13;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4338;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Sin especificar;3;1;2;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4339;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Machacamarca;347;196;151;0;54;31;23;0;92;56;36;0;75;43;32;0;69;40;29;0;57;26;31;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4340;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;0 a 17;16;13;3;0;4;4;0;0;1;1;0;0;5;4;1;0;3;2;1;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4341;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;18 a 29;19;16;3;0;6;6;0;0;5;4;1;0;2;1;1;0;3;3;0;0;3;2;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4342;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;30 a 59;77;48;29;0;17;9;8;0;16;11;5;0;20;13;7;0;13;8;5;0;11;7;4;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4343;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;60 o más;230;116;114;0;25;12;13;0;70;40;30;0;47;24;23;0;49;26;23;0;39;14;25;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4344;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Sin especificar;5;3;2;0;2;0;2;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4345;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Urbana;161;98;63;0;26;16;10;0;36;27;9;0;38;23;15;0;31;17;14;0;30;15;15;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4346;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;0 a 17;7;6;1;0;4;4;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4347;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;18 a 29;10;9;1;0;3;3;0;0;1;1;0;0;2;1;1;0;2;2;0;0;2;2;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4348;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;30 a 59;37;26;11;0;6;3;3;0;6;4;2;0;10;10;0;0;8;5;3;0;7;4;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4349;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;60 o más;105;56;49;0;12;6;6;0;28;21;7;0;25;12;13;0;20;9;11;0;20;8;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4350;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Sin especificar;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4351;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Rural;186;98;88;0;28;15;13;0;56;29;27;0;37;20;17;0;38;23;15;0;27;11;16;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4352;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;0 a 17;9;7;2;0;0;0;0;0;0;0;0;0;4;4;0;0;3;2;1;0;2;1;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4353;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;18 a 29;9;7;2;0;3;3;0;0;4;3;1;0;0;0;0;0;1;1;0;0;1;0;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4354;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;30 a 59;40;22;18;0;11;6;5;0;10;7;3;0;10;3;7;0;5;3;2;0;4;3;1;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4355;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;60 o más;125;60;65;0;13;6;7;0;42;19;23;0;22;12;10;0;29;17;12;0;19;6;13;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4356;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Sin especificar;3;2;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4357;Provincia;Oruro;Ladislao Cabrera;Machacamarca;Ladislao Cabrera;854;521;331;2;137;80;56;1;204;123;81;0;215;141;73;1;138;82;56;0;160;95;65;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4358;Provincia;Oruro;Ladislao Cabrera;Machacamarca;0 a 17;40;24;16;0;11;5;6;0;8;6;2;0;12;9;3;0;6;3;3;0;3;1;2;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4359;Provincia;Oruro;Ladislao Cabrera;Machacamarca;18 a 29;33;26;7;0;4;4;0;0;5;3;2;0;9;6;3;0;7;5;2;0;8;8;0;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4360;Provincia;Oruro;Ladislao Cabrera;Machacamarca;30 a 59;198;140;58;0;30;20;10;0;53;34;19;0;47;43;4;0;33;20;13;0;35;23;12;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4361;Provincia;Oruro;Ladislao Cabrera;Machacamarca;60 o más;553;312;241;0;87;48;39;0;131;75;56;0;139;77;62;0;88;52;36;0;108;60;48;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4362;Provincia;Oruro;Ladislao Cabrera;Machacamarca;Sin especificar;30;19;9;2;5;3;1;1;7;5;2;0;8;6;1;1;4;2;2;0;6;3;3;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4363;Provincia;Oruro;Ladislao Cabrera;Machacamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4364;Provincia;Oruro;Ladislao Cabrera;Machacamarca;0 a 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4365;Provincia;Oruro;Ladislao Cabrera;Machacamarca;18 a 29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4366;Provincia;Oruro;Ladislao Cabrera;Machacamarca;30 a 59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4367;Provincia;Oruro;Ladislao Cabrera;Machacamarca;60 o más;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4368;Provincia;Oruro;Ladislao Cabrera;Machacamarca;Sin especificar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4369;Provincia;Oruro;Ladislao Cabrera;Machacamarca;Rural;854;521;331;2;137;80;56;1;204;123;81;0;215;141;73;1;138;82;56;0;160;95;65;0;;;;;;;;;;
BOLIVIA: PERSONAS FALLECIDAS DECLARADAS POR GESTIÓN Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSO 2024 (1);4370;Provincia;Oruro;Ladislao Cabrera;Machacamarca;0 a 17;40;24;16;0;11;5;6;0;8;6;2;0;12;9;3;0;6;3;3;0;3;1;2;0;;;;;;;;;;
