cuarto;no;nivel;departamento;provincia;municipio_tioc;area;2001_total_mujeres;2001_mujeres_sin_informacion;2001_mujeres_sin_hijos;2001_mujeres_con_hijos;2001_hijos_nacidos_vivos;2001_paridez_media;2012_total_mujeres;2012_mujeres_sin_informacion;2012_mujeres_sin_hijos;2012_mujeres_con_hijos;2012_hijos_nacidos_vivos;2012_paridez_media;2024_total_mujeres;2024_mujeres_sin_informacion;2024_mujeres_sin_hijos;2024_mujeres_con_hijos;2024_hijos_nacidos_vivos;2024_paridez_media;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7515;5492;Municipio;Oruro;Sajama;Turco;25 a 29;125;13;20;92;241;2.2;184;31;18;135;315;2.1;227;47;51;129;239;1.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7516;5493;Municipio;Oruro;Sajama;Turco;30 a 34;130;11;11;108;404;3.4;168;26;14;128;386;2.7;179;22;17;140;336;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7517;5494;Municipio;Oruro;Sajama;Turco;35 a 39;124;4;6;114;507;4.2;161;18;3;140;529;3.7;155;14;11;130;350;2.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7518;5495;Municipio;Oruro;Sajama;Turco;40 a 44;103;4;5;94;551;5.6;164;20;12;132;597;4.1;166;9;12;145;496;3.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7519;5496;Municipio;Oruro;Sajama;Turco;45 a 49;110;3;2;105;654;6.1;121;14;3;104;531;5.0;179;16;13;150;512;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7520;5497;Provincia;Oruro;Litoral;;Litoral;1,004;92;242;670;2,535;2.8;2,710;761;454;1,495;4,159;2.1;3,967;713;1,261;1,993;5,062;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7521;5498;Provincia;Oruro;Litoral;;15 a 19;158;42;103;13;19;0.2;461;269;165;27;36;0.2;588;222;350;16;17;0.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7522;5499;Provincia;Oruro;Litoral;;20 a 24;199;20;80;99;163;0.9;503;177;126;200;328;1.0;617;160;348;109;150;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7523;5500;Provincia;Oruro;Litoral;;25 a 29;180;14;43;123;299;1.8;513;131;84;298;599;1.6;665;125;240;300;531;1.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7524;5501;Provincia;Oruro;Litoral;;30 a 34;123;5;5;113;369;3.1;420;76;43;301;779;2.3;613;76;135;402;896;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7525;5502;Provincia;Oruro;Litoral;;35 a 39;109;2;6;101;422;3.9;333;46;15;272;858;3.0;582;55;68;459;1,259;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7526;5503;Provincia;Oruro;Litoral;;40 a 44;131;3;3;125;685;5.4;280;38;9;233;869;3.6;506;48;70;388;1,172;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7527;5504;Provincia;Oruro;Litoral;;45 a 49;104;6;2;96;578;5.9;200;24;12;164;690;3.9;396;27;50;319;1,037;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7528;5505;Provincia;Oruro;Litoral;;Urbana;;;;;;;;;;;;;1,715;312;483;920;2,377;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7529;5506;Provincia;Oruro;Litoral;;15 a 19;;;;;;;;;;;;;257;112;137;8;9;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7530;5507;Provincia;Oruro;Litoral;;20 a 24;;;;;;;;;;;;;243;67;134;42;53;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7531;5508;Provincia;Oruro;Litoral;;25 a 29;;;;;;;;;;;;;279;49;104;126;215;0.9;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7532;5509;Provincia;Oruro;Litoral;;30 a 34;;;;;;;;;;;;;257;34;42;181;399;1.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7533;5510;Provincia;Oruro;Litoral;;35 a 39;;;;;;;;;;;;;268;19;28;221;599;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7534;5511;Provincia;Oruro;Litoral;;40 a 44;;;;;;;;;;;;;235;19;25;191;597;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7535;5512;Provincia;Oruro;Litoral;;45 a 49;;;;;;;;;;;;;176;12;13;151;505;3.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7536;5513;Provincia;Oruro;Litoral;;Rural;1,004;92;242;670;2,535;2.8;2,710;761;454;1,495;4,159;2.1;2,252;401;778;1,073;2,685;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7537;5514;Provincia;Oruro;Litoral;;15 a 19;158;42;103;13;19;0.2;461;269;165;27;36;0.2;331;110;213;8;8;0.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7538;5515;Provincia;Oruro;Litoral;;20 a 24;199;20;80;99;163;0.9;503;177;126;200;328;1.0;374;93;214;67;97;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7539;5516;Provincia;Oruro;Litoral;;25 a 29;180;14;43;123;299;1.8;513;131;84;298;599;1.6;386;76;136;174;316;1.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7540;5517;Provincia;Oruro;Litoral;;30 a 34;123;5;5;113;369;3.1;420;76;43;301;779;2.3;356;42;93;221;497;1.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7541;5518;Provincia;Oruro;Litoral;;35 a 39;109;2;6;101;422;3.9;333;46;15;272;858;3.0;314;36;40;238;660;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7542;5519;Provincia;Oruro;Litoral;;40 a 44;131;3;3;125;685;5.4;280;38;9;233;869;3.6;271;29;45;197;575;2.4;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7543;5520;Provincia;Oruro;Litoral;;45 a 49;104;6;2;96;578;5.9;200;24;12;164;690;3.9;220;15;37;168;532;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7544;5521;Municipio;Oruro;Litoral;Huachacalla;Huachacalla;340;38;90;212;785;2.6;189;45;37;107;266;1.8;1,062;209;295;558;1,464;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7545;5522;Municipio;Oruro;Litoral;Huachacalla;15 a 19;61;18;42;1;1;0.0;34;20;12;2;3;0.2;171;71;95;5;6;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7546;5523;Municipio;Oruro;Litoral;Huachacalla;20 a 24;74;9;27;38;63;1.0;34;12;8;14;21;1.0;167;49;91;27;33;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7547;5524;Municipio;Oruro;Litoral;Huachacalla;25 a 29;58;6;13;39;93;1.8;33;3;10;20;39;1.3;170;37;50;83;141;1.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7548;5525;Municipio;Oruro;Litoral;Huachacalla;30 a 34;39;1;3;35;109;2.9;33;4;4;25;54;1.9;160;21;27;112;256;1.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7549;5526;Municipio;Oruro;Litoral;Huachacalla;35 a 39;39;1;3;35;147;3.9;19;0;1;18;55;2.9;159;14;13;132;375;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7550;5527;Municipio;Oruro;Litoral;Huachacalla;40 a 44;40;0;0;40;225;5.6;18;3;0;15;53;3.5;135;10;14;111;350;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7551;5528;Municipio;Oruro;Litoral;Huachacalla;45 a 49;29;3;2;24;147;5.7;18;3;2;13;41;2.7;100;7;5;88;303;3.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7552;5529;Municipio;Oruro;Litoral;Huachacalla;Urbana;;;;;;;;;;;;;1,027;198;284;545;1,427;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7553;5530;Municipio;Oruro;Litoral;Huachacalla;15 a 19;;;;;;;;;;;;;165;68;92;5;6;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7554;5531;Municipio;Oruro;Litoral;Huachacalla;20 a 24;;;;;;;;;;;;;159;46;86;27;33;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7555;5532;Municipio;Oruro;Litoral;Huachacalla;25 a 29;;;;;;;;;;;;;162;34;47;81;138;1.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7556;5533;Municipio;Oruro;Litoral;Huachacalla;30 a 34;;;;;;;;;;;;;158;21;27;110;253;1.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7557;5534;Municipio;Oruro;Litoral;Huachacalla;35 a 39;;;;;;;;;;;;;154;13;13;128;361;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7558;5535;Municipio;Oruro;Litoral;Huachacalla;40 a 44;;;;;;;;;;;;;131;9;14;108;341;2.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7559;5536;Municipio;Oruro;Litoral;Huachacalla;45 a 49;;;;;;;;;;;;;98;7;5;86;295;3.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7560;5537;Municipio;Oruro;Litoral;Huachacalla;Rural;340;38;90;212;785;2.6;189;45;37;107;266;1.8;35;11;11;13;37;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7561;5538;Municipio;Oruro;Litoral;Huachacalla;15 a 19;61;18;42;1;1;0.0;34;20;12;2;3;0.2;6;3;3;0;0;0.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7562;5539;Municipio;Oruro;Litoral;Huachacalla;20 a 24;74;9;27;38;63;1.0;34;12;8;14;21;1.0;8;3;5;0;0;0.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7563;5540;Municipio;Oruro;Litoral;Huachacalla;25 a 29;58;6;13;39;93;1.8;33;3;10;20;39;1.3;8;3;3;2;3;0.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7564;5541;Municipio;Oruro;Litoral;Huachacalla;30 a 34;39;1;3;35;109;2.9;33;4;4;25;54;1.9;2;0;0;2;3;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7565;5542;Municipio;Oruro;Litoral;Huachacalla;35 a 39;39;1;3;35;147;3.9;19;0;1;18;55;2.9;5;1;0;4;14;3.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7566;5543;Municipio;Oruro;Litoral;Huachacalla;40 a 44;40;0;0;40;225;5.6;18;3;0;15;53;3.5;4;1;0;3;9;3.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7567;5544;Municipio;Oruro;Litoral;Huachacalla;45 a 49;29;3;2;24;147;5.7;18;3;2;13;41;2.7;2;0;0;2;8;4.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7568;5545;Municipio;Oruro;Litoral;Escara;Escara;181;11;39;131;503;3.0;1,126;364;186;576;1,630;2.1;1,097;158;378;561;1,405;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7569;5546;Municipio;Oruro;Litoral;Escara;15 a 19;24;6;14;4;4;0.2;184;109;65;10;13;0.2;167;62;100;5;5;0.0;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7570;5547;Municipio;Oruro;Litoral;Escara;20 a 24;24;1;14;9;17;0.7;210;80;53;77;140;1.1;145;31;86;28;39;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7571;5548;Municipio;Oruro;Litoral;Escara;25 a 29;36;3;9;24;55;1.7;213;83;32;98;212;1.6;186;19;92;75;137;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7572;5549;Municipio;Oruro;Litoral;Escara;30 a 34;28;1;0;27;91;3.4;180;45;20;115;283;2.1;165;20;38;107;220;1.5;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7573;5550;Municipio;Oruro;Litoral;Escara;35 a 39;20;0;1;19;76;3.8;135;23;5;107;323;2.9;163;9;25;129;330;2.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7574;5551;Municipio;Oruro;Litoral;Escara;40 a 44;32;0;1;31;165;5.2;126;17;5;104;401;3.7;160;11;19;130;391;2.6;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7575;5552;Municipio;Oruro;Litoral;Escara;45 a 49;17;0;0;17;95;5.6;78;7;6;65;258;3.6;111;6;18;87;283;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7576;5553;Municipio;Oruro;Litoral;Escara;Urbana;;;;;;;;;;;;;688;114;199;375;950;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7577;5554;Municipio;Oruro;Litoral;Escara;15 a 19;;;;;;;;;;;;;92;44;45;3;3;0.1;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7578;5555;Municipio;Oruro;Litoral;Escara;20 a 24;;;;;;;;;;;;;84;21;48;15;20;0.3;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7579;5556;Municipio;Oruro;Litoral;Escara;25 a 29;;;;;;;;;;;;;117;15;57;45;77;0.8;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7580;5557;Municipio;Oruro;Litoral;Escara;30 a 34;;;;;;;;;;;;;99;13;15;71;146;1.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7581;5558;Municipio;Oruro;Litoral;Escara;35 a 39;;;;;;;;;;;;;114;6;15;93;238;2.2;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7582;5559;Municipio;Oruro;Litoral;Escara;40 a 44;;;;;;;;;;;;;104;10;11;83;256;2.7;;
BOLIVIA: INDICADORES DE FECUNDIDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), ÁREA Y GRUPO DE EDAD, CENSOS 2012 Y 7583;5560;Municipio;Oruro;Litoral;Escara;45 a 49;;;;;;;;;;;;;78;5;8;65;210;2.9;;
