cuadro;pregunta;no;nivel;departamento;provincia;municipio_tioc;area;2012_poblacion_total;2012_publico_acude;2012_publico_no_acude;2012_caja_de_salud_acude;2012_caja_de_salud_no_acude;2012_privado_acude;2012_privado_no_acude;2012_seguro_salud_privado_acude;2012_seguro_salud_privado_no_acude;2012_medico_tradicional_acude;2012_medico_tradicional_no_acude;2012_farmacia_o_automedica_acude;2012_farmacia_o_automedica_no_acude;2012_soluciones_caseras_acude;2012_soluciones_caseras_no_acude;2024_poblacion_total;2024_publico_acude;2024_publico_no_acude;2024_publico_sin_especificar;2024_caja_de_salud_acude;2024_caja_de_salud_no_acude;2024_caja_de_salud_sin_especificar;2024_privado_acude;2024_privado_no_acude;2024_privado_sin_especificar;2024_atencion_medica_a_domicilio_acude;2024_atencion_medica_a_domicilio_no_acude;2024_atencion_medica_a_domicilio_sin_especificar;2024_medico_tradicional_acude;2024_medico_tradicional_no_acude;2024_medico_tradicional_sin_especificar;2024_farmacia_o_automedica_acude;2024_farmacia_o_automedica_no_acude;2024_farmacia_o_automedica_sin_especificar;2024_soluciones_caseras_acude;2024_soluciones_caseras_no_acude;2024_soluciones_caseras_sin_especificar
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2707;a donde acuden las personas cuando tienen problemas de salud;685;Municipio/TIOC;Oruro;Sajama;Turco;Turco;5,207;3,708;1,499;598;4,609;378;4,829;160;5,047;1,577;3,630;2,099;3,108;3,493;1,714;5,803;4,853;885;65;524;5,213;66;758;4,978;67;522;5,215;66;2,392;3,345;66;1,964;3,773;66;4,312;1,424;67
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2708;a donde acuden las personas cuando tienen problemas de salud;686;Municipio/TIOC;Oruro;Sajama;Turco;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2709;a donde acuden las personas cuando tienen problemas de salud;687;Municipio/TIOC;Oruro;Sajama;Turco;Rural;5,207;3,708;1,499;598;4,609;378;4,829;160;5,047;1,577;3,630;2,099;3,108;3,493;1,714;5,803;4,853;885;65;524;5,213;66;758;4,978;67;522;5,215;66;2,392;3,345;66;1,964;3,773;66;4,312;1,424;67
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2710;a donde acuden las personas cuando tienen problemas de salud;688;Provincia;Oruro;Litoral;;Litoral;10,409;6,834;3,575;490;9,919;425;9,984;222;10,187;3,491;6,918;3,518;6,891;6,719;3,690;14,516;11,973;2,421;122;940;13,453;123;1,702;12,690;124;839;13,553;124;5,241;9,151;124;5,604;8,788;124;10,461;3,931;124
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2711;a donde acuden las personas cuando tienen problemas de salud;689;Provincia;Oruro;Litoral;;Urbana;;;;;;;;;;;;;;;;6,509;5,485;962;62;630;5,817;62;1,024;5,423;62;572;5,874;63;2,644;3,802;63;2,763;3,683;63;4,853;1,594;62
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2712;a donde acuden las personas cuando tienen problemas de salud;690;Provincia;Oruro;Litoral;;Rural;10,409;6,834;3,575;490;9,919;425;9,984;222;10,187;3,491;6,918;3,518;6,891;6,719;3,690;8,007;6,488;1,459;60;310;7,636;61;678;7,267;62;267;7,679;61;2,597;5,349;61;2,841;5,105;61;5,608;2,337;62
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2713;a donde acuden las personas cuando tienen problemas de salud;691;Municipio/TIOC;Oruro;Litoral;Huachacalla;Huachacalla;1,003;734;269;162;841;100;903;74;929;287;716;534;469;586;417;4,011;3,289;679;43;400;3,568;43;621;3,347;43;299;3,668;44;1,682;2,285;44;1,744;2,223;44;3,011;956;44
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2714;a donde acuden las personas cuando tienen problemas de salud;692;Municipio/TIOC;Oruro;Litoral;Huachacalla;Urbana;;;;;;;;;;;;;;;;3,874;3,189;647;38;390;3,446;38;596;3,240;38;286;3,549;39;1,610;2,225;39;1,705;2,130;39;2,905;930;39
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2715;a donde acuden las personas cuando tienen problemas de salud;693;Municipio/TIOC;Oruro;Litoral;Huachacalla;Rural;1,003;734;269;162;841;100;903;74;929;287;716;534;469;586;417;137;100;32;5;10;122;5;25;107;5;13;119;5;72;60;5;39;93;5;106;26;5
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2716;a donde acuden las personas cuando tienen problemas de salud;694;Municipio/TIOC;Oruro;Litoral;Escara;Escara;4,223;2,244;1,979;210;4,013;111;4,112;77;4,146;1,426;2,797;844;3,379;2,496;1,727;4,231;3,357;841;33;266;3,932;33;559;3,639;33;326;3,872;33;1,699;2,499;33;1,553;2,645;33;3,137;1,062;32
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2717;a donde acuden las personas cuando tienen problemas de salud;695;Municipio/TIOC;Oruro;Litoral;Escara;Urbana;;;;;;;;;;;;;;;;2,635;2,296;315;24;240;2,371;24;428;2,183;24;286;2,325;24;1,034;1,577;24;1,058;1,553;24;1,948;664;23
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2718;a donde acuden las personas cuando tienen problemas de salud;696;Municipio/TIOC;Oruro;Litoral;Escara;Rural;4,223;2,244;1,979;210;4,013;111;4,112;77;4,146;1,426;2,797;844;3,379;2,496;1,727;1,596;1,061;526;9;26;1,561;9;131;1,456;9;40;1,547;9;665;922;9;495;1,092;9;1,189;398;9
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2719;a donde acuden las personas cuando tienen problemas de salud;697;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Cruz de Machacamarca;1,967;1,153;814;70;1,897;79;1,888;31;1,936;906;1,061;784;1,183;1,589;378;1,517;1,163;333;21;34;1,462;21;148;1,347;22;52;1,444;21;504;992;21;525;971;21;1,024;471;22
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2720;a donde acuden las personas cuando tienen problemas de salud;698;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2721;a donde acuden las personas cuando tienen problemas de salud;699;Municipio/TIOC;Oruro;Litoral;Cruz de Machacamarca;Rural;1,967;1,153;814;70;1,897;79;1,888;31;1,936;906;1,061;784;1,183;1,589;378;1,517;1,163;333;21;34;1,462;21;148;1,347;22;52;1,444;21;504;992;21;525;971;21;1,024;471;22
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2722;a donde acuden las personas cuando tienen problemas de salud;700;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Yunguyo del Litoral;514;491;23;5;509;10;504;1;513;150;364;389;125;391;123;875;802;71;2;38;835;2;100;773;2;80;793;2;303;570;2;384;489;2;624;249;2
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2723;a donde acuden las personas cuando tienen problemas de salud;701;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2724;a donde acuden las personas cuando tienen problemas de salud;702;Municipio/TIOC;Oruro;Litoral;Yunguyo del Litoral;Rural;514;491;23;5;509;10;504;1;513;150;364;389;125;391;123;875;802;71;2;38;835;2;100;773;2;80;793;2;303;570;2;384;489;2;624;249;2
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2725;a donde acuden las personas cuando tienen problemas de salud;703;Municipio/TIOC;Oruro;Litoral;Esmeralda;Esmeralda;2,702;2,212;490;43;2,659;125;2,577;39;2,663;722;1,980;967;1,735;1,657;1,045;3,882;3,362;497;23;202;3,656;24;274;3,584;24;82;3,776;24;1,053;2,805;24;1,398;2,460;24;2,665;1,193;24
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2726;a donde acuden las personas cuando tienen problemas de salud;704;Municipio/TIOC;Oruro;Litoral;Esmeralda;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2727;a donde acuden las personas cuando tienen problemas de salud;705;Municipio/TIOC;Oruro;Litoral;Esmeralda;Rural;2,702;2,212;490;43;2,659;125;2,577;39;2,663;722;1,980;967;1,735;1,657;1,045;3,882;3,362;497;23;202;3,656;24;274;3,584;24;82;3,776;24;1,053;2,805;24;1,398;2,460;24;2,665;1,193;24
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2728;a donde acuden las personas cuando tienen problemas de salud;706;Provincia;Oruro;Poopó;;Poopó;16,806;10,049;6,757;4,730;12,076;2,279;14,527;2,639;14,167;3,704;13,102;6,796;10,010;9,462;7,344;17,106;12,371;4,605;130;5,711;11,257;138;3,636;13,328;142;1,896;15,068;142;5,762;11,203;141;7,544;9,421;141;12,461;4,504;141
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2729;a donde acuden las personas cuando tienen problemas de salud;707;Provincia;Oruro;Poopó;;Urbana;3,662;2,203;1,459;1,526;2,136;594;3,068;786;2,876;665;2,997;1,736;1,926;1,767;1,895;4,668;3,127;1,531;10;2,256;2,401;11;1,148;3,509;11;389;4,268;11;1,531;3,126;11;2,481;2,176;11;3,337;1,320;11
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2730;a donde acuden las personas cuando tienen problemas de salud;708;Provincia;Oruro;Poopó;;Rural;13,144;7,846;5,298;3,204;9,940;1,685;11,459;1,853;11,291;3,039;10,105;5,060;8,084;7,695;5,449;12,438;9,244;3,074;120;3,455;8,856;127;2,488;9,819;131;1,507;10,800;131;4,231;8,077;130;5,063;7,245;130;9,124;3,184;130
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2731;a donde acuden las personas cuando tienen problemas de salud;709;Municipio/TIOC;Oruro;Poopó;Poopó;Poopó;7,587;4,276;3,311;2,736;4,851;988;6,599;1,191;6,396;1,655;5,932;3,505;4,082;4,327;3,260;9,189;6,252;2,898;39;3,764;5,384;41;1,838;7,307;44;858;8,287;44;3,028;6,118;43;4,239;4,907;43;6,483;2,663;43
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2732;a donde acuden las personas cuando tienen problemas de salud;710;Municipio/TIOC;Oruro;Poopó;Poopó;Urbana;3,662;2,203;1,459;1,526;2,136;594;3,068;786;2,876;665;2,997;1,736;1,926;1,767;1,895;4,668;3,127;1,531;10;2,256;2,401;11;1,148;3,509;11;389;4,268;11;1,531;3,126;11;2,481;2,176;11;3,337;1,320;11
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2733;a donde acuden las personas cuando tienen problemas de salud;711;Municipio/TIOC;Oruro;Poopó;Poopó;Rural;3,925;2,073;1,852;1,210;2,715;394;3,531;405;3,520;990;2,935;1,769;2,156;2,560;1,365;4,521;3,125;1,367;29;1,508;2,983;30;690;3,798;33;469;4,019;33;1,497;2,992;32;1,758;2,731;32;3,146;1,343;32
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2734;a donde acuden las personas cuando tienen problemas de salud;712;Municipio/TIOC;Oruro;Poopó;Pazña;Pazña;5,955;4,058;1,897;1,276;4,679;625;5,330;382;5,573;1,319;4,636;2,155;3,800;3,480;2,475;4,251;3,423;772;56;928;3,262;61;778;3,412;61;587;3,603;61;1,451;2,739;61;1,703;2,487;61;3,184;1,006;61
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2735;a donde acuden las personas cuando tienen problemas de salud;713;Municipio/TIOC;Oruro;Poopó;Pazña;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2736;a donde acuden las personas cuando tienen problemas de salud;714;Municipio/TIOC;Oruro;Poopó;Pazña;Rural;5,955;4,058;1,897;1,276;4,679;625;5,330;382;5,573;1,319;4,636;2,155;3,800;3,480;2,475;4,251;3,423;772;56;928;3,262;61;778;3,412;61;587;3,603;61;1,451;2,739;61;1,703;2,487;61;3,184;1,006;61
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2737;a donde acuden las personas cuando tienen problemas de salud;715;Municipio/TIOC;Oruro;Poopó;Antequera;Antequera;3,264;1,715;1,549;718;2,546;666;2,598;1,066;2,198;730;2,534;1,136;2,128;1,655;1,609;3,666;2,696;935;35;1,019;2,611;36;1,020;2,609;37;451;3,178;37;1,283;2,346;37;1,602;2,027;37;2,794;835;37
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2738;a donde acuden las personas cuando tienen problemas de salud;716;Municipio/TIOC;Oruro;Poopó;Antequera;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2739;a donde acuden las personas cuando tienen problemas de salud;717;Municipio/TIOC;Oruro;Poopó;Antequera;Rural;3,264;1,715;1,549;718;2,546;666;2,598;1,066;2,198;730;2,534;1,136;2,128;1,655;1,609;3,666;2,696;935;35;1,019;2,611;36;1,020;2,609;37;451;3,178;37;1,283;2,346;37;1,602;2,027;37;2,794;835;37
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2740;a donde acuden las personas cuando tienen problemas de salud;718;Provincia;Oruro;Pantaleón Dalence;;Pantaleón Dalence;29,497;13,750;15,747;16,039;13,458;4,723;24,774;3,720;25,777;5,380;24,117;19,345;10,152;17,461;12,036;26,238;16,428;9,646;164;12,260;13,808;170;5,883;20,183;172;2,158;23,907;173;7,898;18,166;174;14,055;12,009;174;18,392;7,672;174
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2741;a donde acuden las personas cuando tienen problemas de salud;719;Provincia;Oruro;Pantaleón Dalence;;Urbana;23,085;10,374;12,711;13,907;9,178;4,085;19,000;3,284;19,801;3,630;19,455;16,212;6,873;12,965;10,120;19,431;12,024;7,306;101;9,479;9,849;103;4,766;14,560;105;1,479;17,846;106;5,623;13,701;107;10,940;8,384;107;13,352;5,972;107
BOLIVIA: POBLACIÓN QUE POR PROBLEMAS DE SALUD ACUDE, NO ACUDE Y SIN ESPECIFICAR, A ESTABLECIMIENTOS DE SALUD O ATIENDE SU SALUD CON REMEDIOS CASEROS O AUTOMEDICACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y AREA, CENSOS 2012 Y 2742;a donde acuden las personas cuando tienen problemas de salud;720;Provincia;Oruro;Pantaleón Dalence;;Rural;6,412;3,376;3,036;2,132;4,280;638;5,774;436;5,976;1,750;4,662;3,133;3,279;4,496;1,916;6,807;4,404;2,340;63;2,781;3,959;67;1,117;5,623;67;679;6,061;67;2,275;4,465;67;3,115;3,625;67;5,040;1,700;67
