cuadro;no;nivel;departamento;provincia;municipio_tioc;area;poblacion_total;poblacion_registrado_o_afiliado_o_ninguno;sus;cns_cp_cc_cbp_cossmil_su_otros;privado;ninguno;sin_especificar;hombres_total;hombres_poblacion_registrado_o_afiliado_o_ninguno;hombres_sus;hombres_cns_cp_cc_cbp_cossmil_su_otros;hombres_privado;hombres_ninguno;hombres_sin_especificar;mujeres_total;mujeres_poblacion_registrado_o_afiliado_o_ninguno;mujeres_sus;mujeres_cns_cp_cc_cbp_cossmil_su_otros;mujeres_privado;mujeres_ninguno;mujeres_sin_especificar
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2922;899;Provincia;Potosí;Nor Lípez;;Urbana;2,138;2,116;957;337;631;191;22;1,031;1,017;426;151;328;112;14;1,107;1,099;531;186;303;79;8
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2923;900;Provincia;Potosí;Nor Lípez;;Rural;12,036;11,913;7,037;2,529;841;1,506;123;6,679;6,604;3,567;1,586;534;917;75;5,357;5,309;3,470;943;307;589;48
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2924;901;Municipio;Potosí;Nor Lípez;"Colcha ""K""";"Colcha ""K""";12,591;12,466;6,983;2,665;1,458;1,360;125;6,851;6,774;3,471;1,614;852;837;77;5,740;5,692;3,512;1,051;606;523;48
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2925;902;Municipio;Potosí;Nor Lípez;"Colcha ""K""";Urbana;2,138;2,116;957;337;631;191;22;1,031;1,017;426;151;328;112;14;1,107;1,099;531;186;303;79;8
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2926;903;Municipio;Potosí;Nor Lípez;"Colcha ""K""";Rural;10,453;10,350;6,026;2,328;827;1,169;103;5,820;5,757;3,045;1,463;524;725;63;4,633;4,593;2,981;865;303;444;40
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2927;904;Municipio;Potosí;Nor Lípez;San Pedro de Quemes;San Pedro de Quemes;1,583;1,563;1,011;201;14;337;20;859;847;522;123;10;192;12;724;716;489;78;4;145;8
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2928;905;Municipio;Potosí;Nor Lípez;San Pedro de Quemes;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2929;906;Municipio;Potosí;Nor Lípez;San Pedro de Quemes;Rural;1,583;1,563;1,011;201;14;337;20;859;847;522;123;10;192;12;724;716;489;78;4;145;8
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2930;907;Provincia;Potosí;Sur Lípez;;Sur Lípez;5,960;5,860;4,241;745;107;767;100;3,058;3,005;2,082;417;68;438;53;2,902;2,855;2,159;328;39;329;47
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2931;908;Provincia;Potosí;Sur Lípez;;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2932;909;Provincia;Potosí;Sur Lípez;;Rural;5,960;5,860;4,241;745;107;767;100;3,058;3,005;2,082;417;68;438;53;2,902;2,855;2,159;328;39;329;47
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2933;910;Municipio;Potosí;Sur Lípez;San Pablo;San Pablo;3,052;2,998;2,194;451;99;254;54;1,603;1,575;1,095;253;62;165;28;1,449;1,423;1,099;198;37;89;26
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2934;911;Municipio;Potosí;Sur Lípez;San Pablo;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2935;912;Municipio;Potosí;Sur Lípez;San Pablo;Rural;3,052;2,998;2,194;451;99;254;54;1,603;1,575;1,095;253;62;165;28;1,449;1,423;1,099;198;37;89;26
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2936;913;Municipio;Potosí;Sur Lípez;Mojinete;Mojinete;1,000;993;657;131;3;202;7;501;498;311;74;3;110;3;499;495;346;57;0;92;4
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2937;914;Municipio;Potosí;Sur Lípez;Mojinete;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2938;915;Municipio;Potosí;Sur Lípez;Mojinete;Rural;1,000;993;657;131;3;202;7;501;498;311;74;3;110;3;499;495;346;57;0;92;4
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2939;916;Municipio;Potosí;Sur Lípez;San Antonio de Esmoruco;San Antonio de Esmoruco;1,908;1,869;1,390;163;5;311;39;954;932;676;90;3;163;22;954;937;714;73;2;148;17
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2940;917;Municipio;Potosí;Sur Lípez;San Antonio de Esmoruco;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2941;918;Municipio;Potosí;Sur Lípez;San Antonio de Esmoruco;Rural;1,908;1,869;1,390;163;5;311;39;954;932;676;90;3;163;22;954;937;714;73;2;148;17
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2942;919;Provincia;Potosí;José María Linares;;José María Linares;42,803;41,996;33,239;2,955;293;5,509;807;21,290;20,876;16,179;1,481;136;3,080;414;21,513;21,120;17,060;1,474;157;2,429;393
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2943;920;Provincia;Potosí;José María Linares;;Urbana;3,483;3,454;2,856;253;5;340;29;1,750;1,735;1,428;121;2;184;15;1,733;1,719;1,428;132;3;156;14
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2944;921;Provincia;Potosí;José María Linares;;Rural;39,320;38,542;30,383;2,702;288;5,169;778;19,540;19,141;14,751;1,360;134;2,896;399;19,780;19,401;15,632;1,342;154;2,273;379
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2945;922;Municipio;Potosí;José María Linares;Puna;Puna;15,993;15,732;12,295;1,107;71;2,259;261;7,712;7,579;5,780;543;35;1,221;133;8,281;8,153;6,515;564;36;1,038;128
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2946;923;Municipio;Potosí;José María Linares;Puna;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2947;924;Municipio;Potosí;José María Linares;Puna;Rural;15,993;15,732;12,295;1,107;71;2,259;261;7,712;7,579;5,780;543;35;1,221;133;8,281;8,153;6,515;564;36;1,038;128
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2948;925;Municipio;Potosí;José María Linares;"Caiza ""D""";"Caiza ""D""";12,770;12,553;9,436;1,412;96;1,609;217;6,335;6,214;4,580;701;42;891;121;6,435;6,339;4,856;711;54;718;96
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2949;926;Municipio;Potosí;José María Linares;"Caiza ""D""";Urbana;3,483;3,454;2,856;253;5;340;29;1,750;1,735;1,428;121;2;184;15;1,733;1,719;1,428;132;3;156;14
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2950;927;Municipio;Potosí;José María Linares;"Caiza ""D""";Rural;9,287;9,099;6,580;1,159;91;1,269;188;4,585;4,479;3,152;580;40;707;106;4,702;4,620;3,428;579;51;562;82
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2951;928;Municipio;Potosí;José María Linares;Ckochas;Ckochas;14,040;13,711;11,508;436;126;1,641;329;7,243;7,083;5,819;237;59;968;160;6,797;6,628;5,689;199;67;673;169
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2952;929;Municipio;Potosí;José María Linares;Ckochas;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2953;930;Municipio;Potosí;José María Linares;Ckochas;Rural;14,040;13,711;11,508;436;126;1,641;329;7,243;7,083;5,819;237;59;968;160;6,797;6,628;5,689;199;67;673;169
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2954;931;Provincia;Potosí;Antonio Quijarro;;Antonio Quijarro;62,818;62,053;40,164;10,479;1,526;9,884;765;31,448;31,030;19,243;5,225;745;5,817;418;31,370;31,023;20,921;5,254;781;4,067;347
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2955;932;Provincia;Potosí;Antonio Quijarro;;Urbana;36,234;35,892;21,497;6,542;1,231;6,622;342;18,196;18,005;10,266;3,209;600;3,930;191;18,038;17,887;11,231;3,333;631;2,692;151
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2956;933;Provincia;Potosí;Antonio Quijarro;;Rural;26,584;26,161;18,667;3,937;295;3,262;423;13,252;13,025;8,977;2,016;145;1,887;227;13,332;13,136;9,690;1,921;150;1,375;196
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2957;934;Municipio;Potosí;Antonio Quijarro;Uyuni;Uyuni;34,811;34,432;22,226;5,352;665;6,189;379;16,891;16,678;10,282;2,577;293;3,526;213;17,920;17,754;11,944;2,775;372;2,663;166
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2958;935;Municipio;Potosí;Antonio Quijarro;Uyuni;Urbana;24,589;24,383;14,750;4,198;591;4,844;206;11,696;11,582;6,647;1,955;251;2,729;114;12,893;12,801;8,103;2,243;340;2,115;92
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2959;936;Municipio;Potosí;Antonio Quijarro;Uyuni;Rural;10,222;10,049;7,476;1,154;74;1,345;173;5,195;5,096;3,635;622;42;797;99;5,027;4,953;3,841;532;32;548;74
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2960;937;Municipio;Potosí;Antonio Quijarro;Tomave;Tomave;7,710;7,591;5,510;1,168;83;830;119;3,844;3,783;2,637;609;45;492;61;3,866;3,808;2,873;559;38;338;58
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2961;938;Municipio;Potosí;Antonio Quijarro;Tomave;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2962;939;Municipio;Potosí;Antonio Quijarro;Tomave;Rural;7,710;7,591;5,510;1,168;83;830;119;3,844;3,783;2,637;609;45;492;61;3,866;3,808;2,873;559;38;338;58
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2963;940;Municipio;Potosí;Antonio Quijarro;Porco;Porco;14,584;14,401;8,342;3,109;710;2,240;183;7,939;7,838;4,384;1,622;376;1,456;101;6,645;6,563;3,958;1,487;334;784;82
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2964;941;Municipio;Potosí;Antonio Quijarro;Porco;Urbana;11,645;11,509;6,747;2,344;640;1,778;136;6,500;6,423;3,619;1,254;349;1,201;77;5,145;5,086;3,128;1,090;291;577;59
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2965;942;Municipio;Potosí;Antonio Quijarro;Porco;Rural;2,939;2,892;1,595;765;70;462;47;1,439;1,415;765;368;27;255;24;1,500;1,477;830;397;43;207;23
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2966;943;Municipio;Potosí;Antonio Quijarro;TIOCaJatun Ayllu Yura;TIOC-Jatun Ayllu Yura;5,713;5,629;4,086;850;68;625;84;2,774;2,731;1,940;417;31;343;43;2,939;2,898;2,146;433;37;282;41
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2967;944;Municipio;Potosí;Antonio Quijarro;TIOCaJatun Ayllu Yura;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2968;945;Municipio;Potosí;Antonio Quijarro;TIOCaJatun Ayllu Yura;Rural;5,713;5,629;4,086;850;68;625;84;2,774;2,731;1,940;417;31;343;43;2,939;2,898;2,146;433;37;282;41
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2969;946;Provincia;Potosí;General Bernardino Bilbao;;General Bernardino Bilbao;8,055;7,785;6,624;463;22;676;270;4,080;3,943;3,306;227;14;396;137;3,975;3,842;3,318;236;8;280;133
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2970;947;Provincia;Potosí;General Bernardino Bilbao;;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2971;948;Provincia;Potosí;General Bernardino Bilbao;;Rural;8,055;7,785;6,624;463;22;676;270;4,080;3,943;3,306;227;14;396;137;3,975;3,842;3,318;236;8;280;133
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2972;949;Municipio;Potosí;General Bernardino Bilbao;Arampampa;Arampampa;3,633;3,506;2,955;192;7;352;127;1,909;1,839;1,541;89;7;202;70;1,724;1,667;1,414;103;0;150;57
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2973;950;Municipio;Potosí;General Bernardino Bilbao;Arampampa;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2974;951;Municipio;Potosí;General Bernardino Bilbao;Arampampa;Rural;3,633;3,506;2,955;192;7;352;127;1,909;1,839;1,541;89;7;202;70;1,724;1,667;1,414;103;0;150;57
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2975;952;Municipio;Potosí;General Bernardino Bilbao;Acasio;Acasio;4,422;4,279;3,669;271;15;324;143;2,171;2,104;1,765;138;7;194;67;2,251;2,175;1,904;133;8;130;76
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2976;953;Municipio;Potosí;General Bernardino Bilbao;Acasio;Urbana;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2977;954;Municipio;Potosí;General Bernardino Bilbao;Acasio;Rural;4,422;4,279;3,669;271;15;324;143;2,171;2,104;1,765;138;7;194;67;2,251;2,175;1,904;133;8;130;76
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2978;955;Provincia;Potosí;Daniel Campos;;Daniel Campos;5,624;5,567;3,793;759;16;999;57;2,891;2,865;1,883;431;6;545;26;2,733;2,702;1,910;328;10;454;31
BOLIVIA: POBLACIÓN REGISTRADA AL SISTEMA ÚNICO DE SALUD O AFILIADA A SEGUROS DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA , MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2979;956;Provincia;Potosí;Daniel Campos;;Urbana;;;;;;;;;;;;;;;;;;;;;
