cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;edad;sexo;2012_argentina;2012_brasil;2012_peru;2012_espanha;2012_chile;2012_mexico;2012_otros_paises;2012_sin_especificar;2012_total;2024_argentina;2024_brasil;2024_peru;2024_espanha;2024_chile;2024_mexico;2024_otros_paises;2024_sin_especificar;2024_total
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5187;3164;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;30 a 59;Mujeres;;;;;;;;;;;;;;;;1;;1
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5188;3165;Municipio/TIOC;Cochabamba;Bolívar;Bolívar;60 o más;Mujeres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5189;3166;Provincia;Cochabamba;Tiraque;;Tiraque;Tiraque;81;29;6;36;3;;15;3;173;167;86;13;34;17;;26;8;351
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5190;3167;Provincia;Cochabamba;Tiraque;;0 a 17;Tiraque;72;25;;35;;;5;1;138;144;77;3;28;11;;6;6;275
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5191;3168;Provincia;Cochabamba;Tiraque;;18 a 29;Tiraque;2;3;5;1;2;;5;;18;22;7;4;5;1;;7;;46
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5192;3169;Provincia;Cochabamba;Tiraque;;30 a 59;Tiraque;5;;1;;1;;2;2;11;1;2;4;1;2;;10;2;22
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5193;3170;Provincia;Cochabamba;Tiraque;;60 o más;Tiraque;2;1;;;;;3;;6;;;2;;3;;3;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5194;3171;Provincia;Cochabamba;Tiraque;;Hombres;Hombres;36;15;5;14;;;11;2;83;94;45;5;18;6;;15;3;186
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5195;3172;Provincia;Cochabamba;Tiraque;;0 a 17;Hombres;33;13;;14;;;4;1;65;79;40;2;15;5;;3;3;147
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5196;3173;Provincia;Cochabamba;Tiraque;;18 a 29;Hombres;;1;4;;;;4;;9;15;4;1;3;;;4;;27
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5197;3174;Provincia;Cochabamba;Tiraque;;30 a 59;Hombres;2;;1;;;;2;1;6;;1;1;;1;;6;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5198;3175;Provincia;Cochabamba;Tiraque;;60 o más;Hombres;1;1;;;;;1;;3;;;1;;;;2;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5199;3176;Provincia;Cochabamba;Tiraque;;Mujeres;Mujeres;45;14;1;22;3;;4;1;90;73;41;8;16;11;;11;5;165
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5200;3177;Provincia;Cochabamba;Tiraque;;0 a 17;Mujeres;39;12;;21;;;1;;73;65;37;1;13;6;;3;3;128
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5201;3178;Provincia;Cochabamba;Tiraque;;18 a 29;Mujeres;2;2;1;1;2;;1;;9;7;3;3;2;1;;3;;19
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5202;3179;Provincia;Cochabamba;Tiraque;;30 a 59;Mujeres;3;;;;1;;;1;5;1;1;3;1;1;;4;2;13
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5203;3180;Provincia;Cochabamba;Tiraque;;60 o más;Mujeres;1;;;;;;2;;3;;;1;;3;;1;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5204;3181;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Tiraque;Tiraque;49;24;;17;3;;3;2;98;80;62;2;11;1;;1;2;159
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5205;3182;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;0 a 17;Tiraque;47;22;;17;;;2;;88;71;57;1;10;;;;2;141
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5206;3183;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;18 a 29;Tiraque;;2;;;2;;1;;5;8;5;;1;1;;1;;16
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5207;3184;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;30 a 59;Tiraque;1;;;;1;;;2;4;1;;1;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5208;3185;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;60 o más;Tiraque;1;;;;;;;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5209;3186;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Hombres;Hombres;25;12;;6;;;3;1;47;47;34;1;6;;;1;1;90
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5210;3187;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;0 a 17;Hombres;24;11;;6;;;2;;43;42;32;1;5;;;;1;81
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5211;3188;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;18 a 29;Hombres;;1;;;;;1;;2;5;2;;1;;;1;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5212;3189;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;30 a 59;Hombres;;;;;;;;1;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5213;3190;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;60 o más;Hombres;1;;;;;;;;1;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5214;3191;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;Mujeres;Mujeres;24;12;;11;3;;;1;51;33;28;1;5;1;;;1;69
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5215;3192;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;0 a 17;Mujeres;23;11;;11;;;;;45;29;25;;5;;;;1;60
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5216;3193;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;18 a 29;Mujeres;;1;;;2;;;;3;3;3;;;1;;;;7
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5217;3194;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;30 a 59;Mujeres;1;;;;1;;;1;3;1;;1;;;;;;2
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5218;3195;Municipio/TIOC;Cochabamba;Tiraque;Tiraque;60 o más;Mujeres;;;;;;;;;;;;;;;;;;
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5219;3196;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Shinahota;Shinahota;32;5;6;19;;;12;1;75;87;24;11;23;16;;25;6;192
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5220;3197;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;0 a 17;Shinahota;25;3;;18;;;3;1;50;73;20;2;18;11;;6;4;134
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5221;3198;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;18 a 29;Shinahota;2;1;5;1;;;4;;13;14;2;4;4;;;6;;30
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5222;3199;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;30 a 59;Shinahota;4;;1;;;;2;;7;;2;3;1;2;;10;2;20
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5223;3200;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;60 o más;Shinahota;1;1;;;;;3;;5;;;2;;3;;3;;8
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5224;3201;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Hombres;Hombres;11;3;5;8;;;8;1;36;47;11;4;12;6;;14;2;96
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5225;3202;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;0 a 17;Hombres;9;2;;8;;;2;1;22;37;8;1;10;5;;3;2;66
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5226;3203;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;18 a 29;Hombres;;;4;;;;3;;7;10;2;1;2;;;3;;18
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5227;3204;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;30 a 59;Hombres;2;;1;;;;2;;5;;1;1;;1;;6;;9
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5228;3205;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;60 o más;Hombres;;1;;;;;1;;2;;;1;;;;2;;3
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5229;3206;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;Mujeres;Mujeres;21;2;1;11;;;4;;39;40;13;7;11;10;;11;4;96
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5230;3207;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;0 a 17;Mujeres;16;1;;10;;;1;;28;36;12;1;8;6;;3;2;68
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5231;3208;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;18 a 29;Mujeres;2;1;1;1;;;1;;6;4;;3;2;;;3;;12
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5232;3209;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;30 a 59;Mujeres;2;;;;;;;;2;;1;2;1;1;;4;2;11
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5233;3210;Municipio/TIOC;Cochabamba;Tiraque;Shinahota;60 o más;Mujeres;1;;;;;;2;;3;;;1;;3;;1;;5
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5234;3211;Departamento;Oruro;;;Oruro;Oruro;1004;148;162;117;234;15;269;195;2144;2409;408;339;181;1299;26;426;96;5184
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5235;3212;Departamento;Oruro;;;0 a 17;Oruro;762;110;15;101;141;5;59;112;1305;1538;256;36;133;911;7;70;55;3006
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5236;3213;Departamento;Oruro;;;18 a 29;Oruro;140;14;46;2;25;4;55;31;317;642;106;59;37;182;6;106;19;1157
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5237;3214;Departamento;Oruro;;;30 a 59;Oruro;91;23;87;10;59;4;136;42;452;211;44;216;10;183;10;221;20;915
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5238;3215;Departamento;Oruro;;;60 o más;Oruro;11;1;14;4;9;2;19;10;70;18;2;28;1;23;3;29;2;106
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5239;3216;Departamento;Oruro;;;Hombres;Hombres;523;82;88;61;107;6;126;98;1091;1240;228;215;103;668;11;249;53;2767
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5240;3217;Departamento;Oruro;;;0 a 17;Hombres;397;68;5;52;63;3;30;60;678;780;142;21;80;459;2;43;30;1557
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5241;3218;Departamento;Oruro;;;18 a 29;Hombres;77;5;24;1;13;;25;20;165;344;66;36;16;102;3;72;12;651
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5242;3219;Departamento;Oruro;;;30 a 59;Hombres;44;9;52;6;29;2;63;15;220;107;20;143;7;95;4;117;10;503
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5243;3220;Departamento;Oruro;;;60 o más;Hombres;5;;7;2;2;1;8;3;28;9;;15;;12;2;17;1;56
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5244;3221;Departamento;Oruro;;;Mujeres;Mujeres;481;66;74;56;127;9;143;97;1053;1169;180;124;78;631;15;177;43;2417
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5245;3222;Departamento;Oruro;;;0 a 17;Mujeres;365;42;10;49;78;2;29;52;627;758;114;15;53;452;5;27;25;1449
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5246;3223;Departamento;Oruro;;;18 a 29;Mujeres;63;9;22;1;12;4;30;11;152;298;40;23;21;80;3;34;7;506
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5247;3224;Departamento;Oruro;;;30 a 59;Mujeres;47;14;35;4;30;2;73;27;232;104;24;73;3;88;6;104;10;412
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5248;3225;Departamento;Oruro;;;60 o más;Mujeres;6;1;7;2;7;1;11;7;42;9;2;13;1;11;1;12;1;50
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5249;3226;Provincia;Oruro;Cercado;;Cercado;Cercado;702;107;138;77;114;11;199;153;1501;1296;247;244;95;305;18;327;31;2563
Bolivia: INMIGRANTES INTERNACIONALES POR PAÍS DE NACIMIENTO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC), SEXO Y GRUPO DE EDAD , CENSOS 2012 Y 5250;3227;Provincia;Oruro;Cercado;;0 a 17;Cercado;500;72;11;65;59;3;38;80;828;748;144;26;69;221;3;50;16;1277
