cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria;;
;734;Municipio/TIOC;Oruro;Ladislao Cabrera;Pampa Aullagas;Hombres;1333.00;1368.00;1265.00;0.00;68.00;0.00;103.00;0.00;-35.00;171.00;10.10;15.30;-5.20;-0.20;1391.00;1367.00;1288.00;0.00;103.00;0.00;79.00;0.00;24.00;182.00;14.90;11.50;3.50;0.10;1369.00;1376.00;1266.00;0.00;103.00;0.00;110.00;0.00;-7.00;213.00;15.00;16.00;-1.00;0.00;;
;735;Municipio/TIOC;Oruro;Ladislao Cabrera;Pampa Aullagas;Mujeres;1239.00;1313.00;1188.00;0.00;51.00;0.00;125.00;0.00;-74.00;176.00;8.00;19.60;-11.60;-0.40;1235.00;1271.00;1168.00;0.00;67.00;0.00;103.00;0.00;-36.00;170.00;10.70;16.40;-5.70;-0.20;1294.00;1300.00;1211.00;0.00;83.00;0.00;89.00;0.00;-6.00;172.00;12.80;13.70;-0.90;0.00;;
;736;Provincia;Oruro;Sabaya;;Sabaya;6045.00;6048.00;5607.00;0.10;438.00;0.10;441.00;0.10;-3.00;879.00;14.50;14.60;-0.10;0.00;8656.00;8508.00;7936.00;0.10;720.00;0.10;572.00;0.10;148.00;1292.00;16.80;13.30;3.40;0.10;14756.00;13983.00;13562.00;0.10;1194.00;0.20;421.00;0.10;773.00;1615.00;16.60;5.90;10.80;0.50;;
;737;Provincia;Oruro;Sabaya;;Hombres;3111.00;3084.00;2875.00;0.10;236.00;0.10;209.00;0.10;27.00;445.00;15.20;13.50;1.70;0.10;4452.00;4362.00;4090.00;0.10;362.00;0.10;272.00;0.10;90.00;634.00;16.40;12.30;4.10;0.10;7543.00;7153.00;6960.00;0.20;583.00;0.20;193.00;0.10;390.00;776.00;15.90;5.30;10.60;0.50;;
;738;Provincia;Oruro;Sabaya;;Mujeres;2934.00;2964.00;2732.00;0.10;202.00;0.10;232.00;0.10;-30.00;434.00;13.70;15.70;-2.00;-0.10;4204.00;4146.00;3846.00;0.10;358.00;0.10;300.00;0.10;58.00;658.00;17.10;14.40;2.80;0.10;7213.00;6830.00;6602.00;0.10;611.00;0.20;228.00;0.10;383.00;839.00;17.40;6.50;10.90;0.50;;
;739;Municipio/TIOC;Oruro;Sabaya;Sabaya;Sabaya;4021.00;3953.00;3594.00;0.10;427.00;0.10;359.00;0.00;68.00;786.00;21.40;18.00;3.40;0.10;6265.00;6150.00;5651.00;0.10;614.00;0.10;499.00;0.10;115.00;1113.00;19.80;16.10;3.70;0.10;11745.00;10961.00;10632.00;0.10;1113.00;0.20;329.00;0.10;784.00;1442.00;19.60;5.80;13.80;0.50;;
;740;Municipio/TIOC;Oruro;Sabaya;Sabaya;Hombres;2066.00;2003.00;1839.00;0.10;227.00;0.10;164.00;0.00;63.00;391.00;22.30;16.10;6.20;0.20;3229.00;3170.00;2932.00;0.10;297.00;0.10;238.00;0.10;59.00;535.00;18.60;14.90;3.70;0.10;6024.00;5618.00;5467.00;0.10;557.00;0.20;151.00;0.00;406.00;708.00;19.10;5.20;13.90;0.60;;
;741;Municipio/TIOC;Oruro;Sabaya;Sabaya;Mujeres;1955.00;1950.00;1755.00;0.10;200.00;0.10;195.00;0.10;5.00;395.00;20.50;20.00;0.50;0.00;3036.00;2980.00;2719.00;0.10;317.00;0.10;261.00;0.10;56.00;578.00;21.10;17.40;3.70;0.10;5721.00;5343.00;5165.00;0.10;556.00;0.20;178.00;0.10;378.00;734.00;20.10;6.40;13.70;0.50;;
;742;Municipio/TIOC;Oruro;Sabaya;Coipasa;Coipasa;527.00;549.00;513.00;0.00;14.00;0.00;36.00;0.00;-22.00;50.00;5.20;13.40;-8.20;-0.40;725.00;686.00;640.00;0.00;85.00;0.00;46.00;0.00;39.00;131.00;24.10;13.00;11.10;0.30;1033.00;1016.00;965.00;0.00;68.00;0.00;51.00;0.00;17.00;119.00;13.30;10.00;3.30;0.10;;
;743;Municipio/TIOC;Oruro;Sabaya;Coipasa;Hombres;270.00;285.00;264.00;0.00;6.00;0.00;21.00;0.00;-15.00;27.00;4.30;15.10;-10.80;-0.60;387.00;350.00;335.00;0.00;52.00;0.00;15.00;0.00;37.00;67.00;28.20;8.10;20.10;0.60;535.00;533.00;511.00;0.00;24.00;0.00;22.00;0.00;2.00;46.00;9.00;8.20;0.70;0.00;;
;744;Municipio/TIOC;Oruro;Sabaya;Coipasa;Mujeres;257.00;264.00;249.00;0.00;8.00;0.00;15.00;0.00;-7.00;23.00;6.10;11.50;-5.40;-0.30;338.00;336.00;305.00;0.00;33.00;0.00;31.00;0.00;2.00;64.00;19.60;18.40;1.20;0.00;498.00;483.00;454.00;0.00;44.00;0.00;29.00;0.00;15.00;73.00;17.90;11.80;6.10;0.20;;
;745;Municipio/TIOC;Oruro;Sabaya;Chipaya;Chipaya;1484.00;1519.00;1473.00;0.00;11.00;0.00;46.00;0.00;-35.00;57.00;1.50;6.10;-4.70;-0.60;1666.00;1672.00;1619.00;0.00;47.00;0.00;53.00;0.00;-6.00;100.00;5.60;6.40;-0.70;-0.10;1978.00;2006.00;1958.00;0.00;20.00;0.00;48.00;0.00;-28.00;68.00;2.00;4.80;-2.80;-0.40;;
;746;Municipio/TIOC;Oruro;Sabaya;Chipaya;Hombres;767.00;785.00;760.00;0.00;7.00;0.00;25.00;0.00;-18.00;32.00;1.80;6.40;-4.60;-0.60;836.00;842.00;813.00;0.00;23.00;0.00;29.00;0.00;-6.00;52.00;5.50;6.90;-1.40;-0.10;984.00;1002.00;978.00;0.00;6.00;0.00;24.00;0.00;-18.00;30.00;1.20;4.80;-3.60;-0.60;;
;747;Municipio/TIOC;Oruro;Sabaya;Chipaya;Mujeres;717.00;734.00;713.00;0.00;4.00;0.00;21.00;0.00;-17.00;25.00;1.10;5.80;-4.70;-0.70;830.00;830.00;806.00;0.00;24.00;0.00;24.00;0.00;0.00;48.00;5.80;5.80;0.00;0.00;994.00;1004.00;980.00;0.00;14.00;0.00;24.00;0.00;-10.00;38.00;2.80;4.80;-2.00;-0.30;;
;748;Provincia;Oruro;Saucarí;;Saucarí;6727.00;7097.00;6421.00;0.10;306.00;0.00;676.00;0.10;-370.00;982.00;8.90;19.60;-10.70;-0.40;8777.00;8878.00;8430.00;0.10;347.00;0.10;448.00;0.10;-101.00;795.00;7.90;10.20;-2.30;-0.10;9914.00;9659.00;9367.00;0.10;547.00;0.10;292.00;0.10;255.00;839.00;11.20;6.00;5.20;0.30;;
;749;Provincia;Oruro;Saucarí;;Hombres;3299.00;3444.00;3146.00;0.10;153.00;0.00;298.00;0.10;-145.00;451.00;9.10;17.70;-8.60;-0.30;4477.00;4506.00;4291.00;0.10;186.00;0.10;215.00;0.10;-29.00;401.00;8.30;9.60;-1.30;-0.10;5100.00;4949.00;4795.00;0.10;305.00;0.10;154.00;0.10;151.00;459.00;12.10;6.10;6.00;0.30;;
;750;Provincia;Oruro;Saucarí;;Mujeres;3428.00;3653.00;3275.00;0.10;153.00;0.00;378.00;0.10;-225.00;531.00;8.60;21.40;-12.70;-0.40;4300.00;4372.00;4139.00;0.10;161.00;0.10;233.00;0.10;-72.00;394.00;7.40;10.70;-3.30;-0.20;4814.00;4710.00;4572.00;0.10;242.00;0.10;138.00;0.10;104.00;380.00;10.20;5.80;4.40;0.30;;
;751;Municipio/TIOC;Oruro;Saucarí;Toledo;Toledo;6712.00;7055.00;6415.00;0.10;297.00;0.00;640.00;0.10;-343.00;937.00;8.60;18.60;-10.00;-0.40;8777.00;8878.00;8430.00;0.10;347.00;0.10;448.00;0.10;-101.00;795.00;7.90;10.20;-2.30;-0.10;9914.00;9659.00;9367.00;0.10;547.00;0.10;292.00;0.00;255.00;839.00;11.20;6.00;5.20;0.30;;
;752;Municipio/TIOC;Oruro;Saucarí;Toledo;Hombres;3290.00;3422.00;3143.00;0.10;147.00;0.00;279.00;0.10;-132.00;426.00;8.80;16.60;-7.90;-0.30;4477.00;4506.00;4291.00;0.10;186.00;0.10;215.00;0.10;-29.00;401.00;8.30;9.60;-1.30;-0.10;5100.00;4949.00;4795.00;0.10;305.00;0.10;154.00;0.00;151.00;459.00;12.10;6.10;6.00;0.30;;
;753;Municipio/TIOC;Oruro;Saucarí;Toledo;Mujeres;3422.00;3633.00;3272.00;0.10;150.00;0.00;361.00;0.10;-211.00;511.00;8.50;20.50;-12.00;-0.40;4300.00;4372.00;4139.00;0.10;161.00;0.10;233.00;0.10;-72.00;394.00;7.40;10.70;-3.30;-0.20;4814.00;4710.00;4572.00;0.10;242.00;0.10;138.00;0.00;104.00;380.00;10.20;5.80;4.40;0.30;;
;754;Provincia;Oruro;Tomás Barrón;;Tomás Barrón;4672.00;5076.00;4261.00;0.10;411.00;0.10;815.00;0.10;-404.00;1226.00;16.90;33.40;-16.60;-0.30;4433.00;4640.00;4142.00;0.10;291.00;0.00;498.00;0.10;-207.00;789.00;12.80;22.00;-9.10;-0.30;4427.00;4571.00;4207.00;0.00;220.00;0.00;364.00;0.10;-144.00;584.00;9.80;16.20;-6.40;-0.20;;
;755;Provincia;Oruro;Tomás Barrón;;Hombres;2303.00;2492.00;2110.00;0.10;193.00;0.10;382.00;0.10;-189.00;575.00;16.10;31.90;-15.80;-0.30;2241.00;2315.00;2071.00;0.10;170.00;0.10;244.00;0.10;-74.00;414.00;14.90;21.40;-6.50;-0.20;2267.00;2330.00;2142.00;0.00;125.00;0.00;188.00;0.10;-63.00;313.00;10.90;16.40;-5.50;-0.20;;
;756;Provincia;Oruro;Tomás Barrón;;Mujeres;2369.00;2584.00;2151.00;0.10;218.00;0.10;433.00;0.10;-215.00;651.00;17.60;35.00;-17.40;-0.30;2192.00;2325.00;2071.00;0.00;121.00;0.00;254.00;0.10;-133.00;375.00;10.70;22.50;-11.80;-0.40;2160.00;2241.00;2065.00;0.00;95.00;0.00;176.00;0.10;-81.00;271.00;8.60;16.00;-7.40;-0.30;;
;757;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Eucaliptus;4662.00;4996.00;4259.00;0.10;403.00;0.10;737.00;0.10;-334.00;1140.00;16.70;30.50;-13.80;-0.30;4433.00;4640.00;4142.00;0.10;291.00;0.00;498.00;0.10;-207.00;789.00;12.80;22.00;-9.10;-0.30;4427.00;4571.00;4207.00;0.00;220.00;0.00;364.00;0.10;-144.00;584.00;9.80;16.20;-6.40;-0.20;;
;758;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Hombres;2296.00;2446.00;2109.00;0.10;187.00;0.00;337.00;0.10;-150.00;524.00;15.80;28.40;-12.70;-0.30;2241.00;2315.00;2071.00;0.10;170.00;0.00;244.00;0.10;-74.00;414.00;14.90;21.40;-6.50;-0.20;2267.00;2330.00;2142.00;0.00;125.00;0.00;188.00;0.10;-63.00;313.00;10.90;16.40;-5.50;-0.20;;
;759;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Mujeres;2366.00;2550.00;2150.00;0.10;216.00;0.10;400.00;0.10;-184.00;616.00;17.60;32.50;-15.00;-0.30;2192.00;2325.00;2071.00;0.10;121.00;0.00;254.00;0.10;-133.00;375.00;10.70;22.50;-11.80;-0.40;2160.00;2241.00;2065.00;0.00;95.00;0.00;176.00;0.10;-81.00;271.00;8.60;16.00;-7.40;-0.30;;
;760;Provincia;Oruro;Sur Carangas;;Sur Carangas;5515.00;5782.00;5185.00;0.10;330.00;0.00;597.00;0.10;-267.00;927.00;11.70;21.10;-9.50;-0.30;6275.00;6431.00;5841.00;0.10;434.00;0.10;590.00;0.10;-156.00;1024.00;13.70;18.60;-4.90;-0.20;7569.00;7530.00;7014.00;0.10;555.00;0.10;516.00;0.10;39.00;1071.00;14.70;13.70;1.00;0.00;;
;761;Provincia;Oruro;Sur Carangas;;Hombres;2772.00;2856.00;2598.00;0.10;174.00;0.00;258.00;0.10;-84.00;432.00;12.40;18.30;-6.00;-0.20;3177.00;3242.00;2955.00;0.10;222.00;0.10;287.00;0.10;-65.00;509.00;13.80;17.90;-4.10;-0.10;3901.00;3852.00;3606.00;0.10;295.00;0.10;246.00;0.10;49.00;541.00;15.20;12.70;2.50;0.10;;
;762;Provincia;Oruro;Sur Carangas;;Mujeres;2743.00;2926.00;2587.00;0.10;156.00;0.00;339.00;0.10;-183.00;495.00;11.00;23.90;-12.90;-0.40;3098.00;3189.00;2886.00;0.10;212.00;0.10;303.00;0.10;-91.00;515.00;13.50;19.30;-5.80;-0.20;3668.00;3678.00;3408.00;0.10;260.00;0.10;270.00;0.10;-10.00;530.00;14.20;14.70;-0.50;0.00;;
;763;Municipio/TIOC;Oruro;Sur Carangas;Santiago de Andamarca;Santiago de Andamarca;4128.00;4262.00;3876.00;0.10;252.00;0.00;386.00;0.10;-134.00;638.00;12.00;18.40;-6.40;-0.20;4607.00;4844.00;4334.00;0.10;273.00;0.00;510.00;0.10;-237.00;783.00;11.60;21.60;-10.00;-0.30;5075.00;5106.00;4783.00;0.10;292.00;0.00;323.00;0.00;-31.00;615.00;11.50;12.70;-1.20;-0.10;;
;764;Municipio/TIOC;Oruro;Sur Carangas;Santiago de Andamarca;Hombres;2061.00;2105.00;1932.00;0.10;129.00;0.00;173.00;0.00;-44.00;302.00;12.40;16.60;-4.20;-0.10;2326.00;2431.00;2185.00;0.10;141.00;0.00;246.00;0.10;-105.00;387.00;11.90;20.70;-8.80;-0.30;2634.00;2618.00;2470.00;0.10;164.00;0.00;148.00;0.00;16.00;312.00;12.50;11.30;1.20;0.10;;
;765;Municipio/TIOC;Oruro;Sur Carangas;Santiago de Andamarca;Mujeres;2067.00;2157.00;1944.00;0.10;123.00;0.00;213.00;0.10;-90.00;336.00;11.60;20.20;-8.50;-0.30;2281.00;2413.00;2149.00;0.10;132.00;0.00;264.00;0.10;-132.00;396.00;11.20;22.50;-11.20;-0.30;2441.00;2488.00;2313.00;0.10;128.00;0.00;175.00;0.10;-47.00;303.00;10.40;14.20;-3.80;-0.20;;
;766;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Belén de Andamarca;1361.00;1465.00;1273.00;0.00;88.00;0.00;192.00;0.00;-104.00;280.00;12.50;27.20;-14.70;-0.40;1668.00;1587.00;1496.00;0.00;172.00;0.00;91.00;0.00;81.00;263.00;21.10;11.20;10.00;0.30;2494.00;2424.00;2227.00;0.00;267.00;0.00;197.00;0.00;70.00;464.00;21.70;16.00;5.70;0.20;;
;767;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Hombres;699.00;728.00;648.00;0.00;51.00;0.00;80.00;0.00;-29.00;131.00;14.30;22.40;-8.10;-0.20;851.00;811.00;767.00;0.00;84.00;0.00;44.00;0.00;40.00;128.00;20.20;10.60;9.60;0.30;1267.00;1234.00;1133.00;0.00;134.00;0.00;101.00;0.00;33.00;235.00;21.40;16.20;5.30;0.10;;
;768;Municipio/TIOC;Oruro;Sur Carangas;Belén de Andamarca;Mujeres;662.00;737.00;625.00;0.00;37.00;0.00;112.00;0.00;-75.00;149.00;10.60;32.00;-21.40;-0.50;817.00;776.00;729.00;0.00;88.00;0.00;47.00;0.00;41.00;135.00;22.10;11.80;10.30;0.30;1227.00;1190.00;1094.00;0.00;133.00;0.00;96.00;0.00;37.00;229.00;22.00;15.90;6.10;0.20;;
;769;Provincia;Oruro;San Pedro de Totora;;San Pedro de Totora;4421.00;4749.00;4284.00;0.10;137.00;0.00;465.00;0.10;-328.00;602.00;6.00;20.30;-14.30;-0.50;4903.00;5118.00;4668.00;0.10;235.00;0.00;450.00;0.10;-215.00;685.00;9.40;18.00;-8.60;-0.30;5177.00;5253.00;4986.00;0.10;191.00;0.00;267.00;0.00;-76.00;458.00;7.30;10.20;-2.90;-0.20;;
;770;Provincia;Oruro;San Pedro de Totora;;Hombres;2288.00;2422.00;2203.00;0.10;85.00;0.00;219.00;0.10;-134.00;304.00;7.20;18.60;-11.40;-0.40;2524.00;2629.00;2396.00;0.10;128.00;0.00;233.00;0.10;-105.00;361.00;9.90;18.10;-8.20;-0.30;2725.00;2749.00;2628.00;0.10;97.00;0.00;121.00;0.00;-24.00;218.00;7.10;8.80;-1.80;-0.10;;
;771;Provincia;Oruro;San Pedro de Totora;;Mujeres;2133.00;2327.00;2081.00;0.10;52.00;0.00;246.00;0.10;-194.00;298.00;4.70;22.10;-17.40;-0.70;2379.00;2489.00;2272.00;0.10;107.00;0.00;217.00;0.10;-110.00;324.00;8.80;17.80;-9.00;-0.30;2452.00;2504.00;2358.00;0.10;94.00;0.00;146.00;0.10;-52.00;240.00;7.60;11.80;-4.20;-0.20;;
;772;Municipio/TIOC;Oruro;San Pedro de Totora;San Pedro de Totora;San Pedro de Totora;4401.00;4696.00;4274.00;0.10;127.00;0.00;422.00;0.10;-295.00;549.00;5.60;18.60;-13.00;-0.50;4903.00;5118.00;4668.00;0.10;235.00;0.00;450.00;0.10;-215.00;685.00;9.40;18.00;-8.60;-0.30;5177.00;5253.00;4986.00;0.10;191.00;0.00;267.00;0.00;-76.00;458.00;7.30;10.20;-2.90;-0.20;;
;773;Municipio/TIOC;Oruro;San Pedro de Totora;San Pedro de Totora;Hombres;2276.00;2400.00;2197.00;0.10;79.00;0.00;203.00;0.10;-124.00;282.00;6.80;17.40;-10.60;-0.40;2524.00;2629.00;2396.00;0.10;128.00;0.00;233.00;0.10;-105.00;361.00;9.90;18.10;-8.20;-0.30;2725.00;2749.00;2628.00;0.10;97.00;0.00;121.00;0.00;-24.00;218.00;7.10;8.80;-1.80;-0.10;;
;774;Municipio/TIOC;Oruro;San Pedro de Totora;San Pedro de Totora;Mujeres;2125.00;2296.00;2077.00;0.10;48.00;0.00;219.00;0.10;-171.00;267.00;4.30;19.80;-15.50;-0.60;2379.00;2489.00;2272.00;0.10;107.00;0.00;217.00;0.10;-110.00;324.00;8.80;17.80;-9.00;-0.30;2452.00;2504.00;2358.00;0.10;94.00;0.00;146.00;0.00;-52.00;240.00;7.60;11.80;-4.20;-0.20;;
;775;Provincia;Oruro;Sebastián Pagador;;Sebastián Pagador;9112.00;9578.00;8686.00;0.10;426.00;0.10;892.00;0.10;-466.00;1318.00;9.10;19.10;-10.00;-0.40;11179.00;11045.00;10429.00;0.10;750.00;0.10;616.00;0.10;134.00;1366.00;13.50;11.10;2.40;0.10;10664.00;10749.00;10220.00;0.10;444.00;0.10;529.00;0.10;-85.00;973.00;8.30;9.90;-1.60;-0.10;;
;776;Provincia;Oruro;Sebastián Pagador;;Hombres;4947.00;5143.00;4717.00;0.20;230.00;0.10;426.00;0.10;-196.00;656.00;9.10;16.90;-7.80;-0.30;6051.00;5996.00;5674.00;0.10;377.00;0.10;322.00;0.10;55.00;699.00;12.50;10.70;1.80;0.10;5762.00;5813.00;5534.00;0.10;228.00;0.10;279.00;0.10;-51.00;507.00;7.90;9.60;-1.80;-0.10;;
;777;Provincia;Oruro;Sebastián Pagador;;Mujeres;4165.00;4435.00;3969.00;0.10;196.00;0.10;466.00;0.10;-270.00;662.00;9.10;21.70;-12.60;-0.40;5128.00;5049.00;4755.00;0.10;373.00;0.10;294.00;0.10;79.00;667.00;14.70;11.60;3.10;0.10;4902.00;4936.00;4686.00;0.10;216.00;0.10;250.00;0.10;-34.00;466.00;8.80;10.20;-1.40;-0.10;;
;778;Municipio/TIOC;Oruro;Sebastián Pagador;Huari;Huari;9073.00;9494.00;8678.00;0.10;395.00;0.10;816.00;0.10;-421.00;1211.00;8.50;17.60;-9.10;-0.30;11179.00;11045.00;10429.00;0.10;750.00;0.10;616.00;0.10;134.00;1366.00;13.50;11.10;2.40;0.10;10664.00;10749.00;10220.00;0.10;444.00;0.10;529.00;0.10;-85.00;973.00;8.30;9.90;-1.60;-0.10;;
;779;Municipio/TIOC;Oruro;Sebastián Pagador;Huari;Hombres;4926.00;5102.00;4713.00;0.20;213.00;0.10;389.00;0.10;-176.00;602.00;8.50;15.50;-7.00;-0.30;6051.00;5996.00;5674.00;0.10;377.00;0.10;322.00;0.10;55.00;699.00;12.50;10.70;1.80;0.10;5762.00;5813.00;5534.00;0.10;228.00;0.10;279.00;0.10;-51.00;507.00;7.90;9.60;-1.80;-0.10;;
;780;Municipio/TIOC;Oruro;Sebastián Pagador;Huari;Mujeres;4147.00;4392.00;3965.00;0.10;182.00;0.10;427.00;0.10;-245.00;609.00;8.50;20.00;-11.50;-0.40;5128.00;5049.00;4755.00;0.10;373.00;0.10;294.00;0.10;79.00;667.00;14.70;11.60;3.10;0.10;4902.00;4936.00;4686.00;0.10;216.00;0.10;250.00;0.10;-34.00;466.00;8.80;10.20;-1.40;-0.10;;
;781;Provincia;Oruro;Mejillones;;Mejillones;997.00;992.00;921.00;0.00;76.00;0.00;71.00;0.00;5.00;147.00;15.30;14.30;1.00;0.00;1696.00;1735.00;1591.00;0.00;105.00;0.00;144.00;0.00;-39.00;249.00;12.20;16.80;-4.50;-0.20;2730.00;2603.00;2459.00;0.00;271.00;0.00;144.00;0.00;127.00;415.00;20.30;10.80;9.50;0.30;;
;782;Provincia;Oruro;Mejillones;;Hombres;507.00;495.00;465.00;0.00;42.00;0.00;30.00;0.00;12.00;72.00;16.80;12.00;4.80;0.20;847.00;865.00;801.00;0.00;46.00;0.00;64.00;0.00;-18.00;110.00;10.70;15.00;-4.20;-0.20;1373.00;1312.00;1240.00;0.00;133.00;0.00;72.00;0.00;61.00;205.00;19.80;10.70;9.10;0.30;;
;783;Provincia;Oruro;Mejillones;;Mujeres;490.00;497.00;456.00;0.00;34.00;0.00;41.00;0.00;-7.00;75.00;13.80;16.60;-2.80;-0.10;849.00;870.00;790.00;0.00;59.00;0.00;80.00;0.00;-21.00;139.00;13.70;18.60;-4.90;-0.20;1357.00;1291.00;1219.00;0.00;138.00;0.10;72.00;0.00;66.00;210.00;20.80;10.90;10.00;0.30;;
;784;Municipio/TIOC;Oruro;Mejillones;La Rivera;La Rivera;342.00;350.00;322.00;0.00;20.00;0.00;28.00;0.00;-8.00;48.00;11.60;16.20;-4.60;-0.20;412.00;391.00;371.00;0.00;41.00;0.00;20.00;0.00;21.00;61.00;20.40;10.00;10.50;0.30;1004.00;974.00;924.00;0.00;80.00;0.00;50.00;0.00;30.00;130.00;16.20;10.10;6.10;0.20;;
;785;Municipio/TIOC;Oruro;Mejillones;La Rivera;Hombres;180.00;180.00;171.00;0.00;9.00;0.00;9.00;0.00;0.00;18.00;10.00;10.00;0.00;0.00;206.00;204.00;193.00;0.00;13.00;0.00;11.00;0.00;2.00;24.00;12.70;10.70;2.00;0.10;487.00;474.00;453.00;0.00;34.00;0.00;21.00;0.00;13.00;55.00;14.20;8.70;5.40;0.20;;
;786;Municipio/TIOC;Oruro;Mejillones;La Rivera;Mujeres;162.00;170.00;151.00;0.00;11.00;0.00;19.00;0.00;-8.00;30.00;13.30;22.90;-9.60;-0.30;206.00;187.00;178.00;0.00;28.00;0.00;9.00;0.00;19.00;37.00;28.50;9.20;19.30;0.50;517.00;500.00;471.00;0.00;46.00;0.00;29.00;0.00;17.00;75.00;18.10;11.40;6.70;0.20;;
;787;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Todos Santos;349.00;344.00;319.00;0.00;30.00;0.00;25.00;0.00;5.00;55.00;17.30;14.40;2.90;0.10;562.00;560.00;528.00;0.00;34.00;0.00;32.00;0.00;2.00;66.00;12.10;11.40;0.70;0.00;849.00;851.00;815.00;0.00;34.00;0.00;36.00;0.00;-2.00;70.00;8.00;8.50;-0.50;0.00;;
;788;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Hombres;175.00;165.00;153.00;0.00;22.00;0.00;12.00;0.00;10.00;34.00;25.90;14.10;11.80;0.30;292.00;288.00;275.00;0.00;17.00;0.00;13.00;0.00;4.00;30.00;11.70;9.00;2.80;0.10;442.00;445.00;423.00;0.00;19.00;0.00;22.00;0.00;-3.00;41.00;8.60;9.90;-1.40;-0.10;;
;789;Municipio/TIOC;Oruro;Mejillones;Todos Santos;Mujeres;174.00;179.00;166.00;0.00;8.00;0.00;13.00;0.00;-5.00;21.00;9.10;14.70;-5.70;-0.20;270.00;272.00;253.00;0.00;17.00;0.00;19.00;0.00;-2.00;36.00;12.50;14.00;-1.50;-0.10;407.00;406.00;392.00;0.00;15.00;0.00;14.00;0.00;1.00;29.00;7.40;6.90;0.50;0.00;;
;790;Municipio/TIOC;Oruro;Mejillones;Carangas;Carangas;306.00;294.00;276.00;0.00;30.00;0.00;18.00;0.00;12.00;48.00;20.00;12.00;8.00;0.30;722.00;784.00;688.00;0.00;34.00;0.00;96.00;0.00;-62.00;130.00;9.00;25.50;-16.50;-0.50;877.00;778.00;719.00;0.00;158.00;0.00;59.00;0.00;99.00;217.00;38.20;14.30;23.90;0.50;;
;791;Municipio/TIOC;Oruro;Mejillones;Carangas;Hombres;152.00;147.00;141.00;0.00;11.00;0.00;6.00;0.00;5.00;17.00;14.70;8.00;6.70;0.30;349.00;373.00;331.00;0.00;18.00;0.00;42.00;0.00;-24.00;60.00;10.00;23.30;-13.30;-0.40;444.00;393.00;363.00;0.00;81.00;0.00;30.00;0.00;51.00;111.00;38.70;14.30;24.40;0.50;;
;792;Municipio/TIOC;Oruro;Mejillones;Carangas;Mujeres;154.00;147.00;135.00;0.00;19.00;0.00;12.00;0.00;7.00;31.00;25.20;15.90;9.30;0.20;373.00;411.00;357.00;0.00;16.00;0.00;54.00;0.00;-38.00;70.00;8.20;27.60;-19.40;-0.50;433.00;385.00;356.00;0.00;77.00;0.00;29.00;0.00;48.00;106.00;37.70;14.20;23.50;0.50;;
;793;Provincia;Oruro;Nor Carangas;;Nor Carangas;5251.00;5584.00;5056.00;0.10;195.00;0.00;528.00;0.10;-333.00;723.00;7.20;19.50;-12.30;-0.50;4892.00;5072.00;4713.00;0.10;179.00;0.00;359.00;0.10;-180.00;538.00;7.20;14.40;-7.20;-0.30;5128.00;5185.00;4732.00;0.10;396.00;0.10;453.00;0.10;-57.00;849.00;15.40;17.60;-2.20;-0.10;;
;794;Provincia;Oruro;Nor Carangas;;Hombres;2775.00;2913.00;2659.00;0.10;116.00;0.00;254.00;0.10;-138.00;370.00;8.20;17.90;-9.70;-0.40;2621.00;2698.00;2512.00;0.10;109.00;0.00;186.00;0.10;-77.00;295.00;8.20;14.00;-5.80;-0.30;2757.00;2764.00;2542.00;0.10;215.00;0.10;222.00;0.10;-7.00;437.00;15.60;16.10;-0.50;0.00;;
