cuadro;pregunta;fuente;nivel;departamento;provincia;municipio;sexo;total;afroboliviano;araona;aymara;ayoreo;baure;canichana;cavinenho;cayubaba;chacobo;charka_qhara_qhara;chichas;chiquitano;chuwi;ese_ejja;guarani;guarasu_we;gwarayu;itonama;jacha_carangas;jalq_a;joaquiniano;kallawaya;killacas;leco;lipez;lupaca;machineri;maropa;mojenho;mojeno_ignaciano;mojenho_trinitario;more;moseten;movima;pacahuara;pakajaqi;paunaca;puquina;quechua;qullas;raqaypampa;siriono;sora;tacana;tapiete;toromona;tsimane_;uru-chipaya;weenhayek;yaminawa;yampara;yuqui;yurakare;quechua_-_aymara;Mas_de_una_descripcion;Otras_declaraciones;Otros_pueblos_indigenas_extranjeros
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3242;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Saipina;Saipina;1,120;2;0;37;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;292;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3243;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Saipina;Hombres;564;1;0;19;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;149;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3244;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Manuel María Caballero;Saipina;Mujeres;556;1;0;18;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;143;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3245;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Germán Busch;;Germán Busch;8,122;159;0;501;188;1;1;1;0;0;4;4;3,166;0;0;114;0;21;0;2;0;0;0;0;1;0;0;0;0;19;1;7;0;0;3;0;0;0;0;856;0;0;0;0;3;0;0;2;0;0;0;0;0;1;3;16;3,047;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3246;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Germán Busch;;Hombres;4,689;102;0;301;101;1;0;1;0;0;1;2;1,726;0;0;78;0;18;0;1;0;0;0;0;0;0;0;0;0;12;1;6;0;0;3;0;0;0;0;512;0;0;0;0;3;0;0;1;0;0;0;0;0;1;2;10;1,806;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3247;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Germán Busch;;Mujeres;3,433;57;0;200;87;0;1;0;0;0;3;2;1,440;0;0;36;0;3;0;1;0;0;0;0;1;0;0;0;0;7;0;1;0;0;0;0;0;0;0;344;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6;1,241;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3248;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Suárez;puerto Suárez;3,019;73;0;137;86;1;0;1;0;0;2;1;951;0;0;53;0;10;0;2;0;0;0;0;0;0;0;0;0;7;1;4;0;0;1;0;0;0;0;275;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;6;1,404;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3249;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Suárez;Hombres;1,808;48;0;89;48;1;0;1;0;0;1;0;529;0;0;43;0;9;0;1;0;0;0;0;0;0;0;0;0;4;1;4;0;0;1;0;0;0;0;186;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;837;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3250;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Suárez;Mujeres;1,211;25;0;48;38;0;0;0;0;0;1;1;422;0;0;10;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;567;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3251;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Quijarro;puerto Quijarro;2,363;64;0;317;87;0;1;0;0;0;2;2;615;0;0;50;0;3;0;0;0;0;0;0;1;0;0;0;0;12;0;2;0;0;0;0;0;0;0;434;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;9;759;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3252;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Quijarro;Hombres;1,350;41;0;186;45;0;0;0;0;0;0;1;338;0;0;26;0;3;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;240;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;6;451;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3253;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;puerto Quijarro;Mujeres;1,013;23;0;131;42;0;1;0;0;0;2;1;277;0;0;24;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;308;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3254;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;2,740;22;0;47;15;0;0;0;0;0;0;1;1,600;0;0;11;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;147;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;884;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3255;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Hombres;1,531;13;0;26;8;0;0;0;0;0;0;1;859;0;0;9;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;86;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;518;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3256;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Germán Busch;El Carmen Rivero Tórrez;Mujeres;1,209;9;0;21;7;0;0;0;0;0;0;0;741;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3257;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Guarayos;;Guarayos;28,514;40;0;401;5;15;3;0;0;0;4;2;452;0;0;472;1;15,184;13;0;0;4;0;0;4;1;0;0;4;98;11;229;0;1;39;0;0;0;0;4,494;0;0;2;0;4;0;0;13;5;0;0;1;0;9;6;28;6,969;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3258;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Guarayos;;Hombres;15,468;29;0;235;2;8;2;0;0;0;3;1;290;0;0;238;0;7,777;6;0;0;1;0;0;4;1;0;0;2;52;6;127;0;0;23;0;0;0;0;2,430;0;0;2;0;4;0;0;6;3;0;0;1;0;5;3;19;4,188;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3259;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Santa Cruz;Guarayos;;Mujeres;13,046;11;0;166;3;7;1;0;0;0;1;1;162;0;0;234;1;7,407;7;0;0;3;0;0;0;0;0;0;2;46;5;102;0;1;16;0;0;0;0;2,064;0;0;0;0;0;0;0;7;2;0;0;0;0;4;3;9;2,781;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3260;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Ascención de Guarayos;Ascención de Guarayos;15,911;28;0;229;2;15;2;0;0;0;2;1;267;0;0;244;1;8,630;5;0;0;2;0;0;2;1;0;0;1;73;9;88;0;1;23;0;0;0;0;2,049;0;0;2;0;3;0;0;6;4;0;0;0;0;7;5;23;4,186;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3261;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Ascención de Guarayos;Hombres;8,565;17;0;134;1;8;1;0;0;0;1;0;163;0;0;120;0;4,427;2;0;0;1;0;0;2;1;0;0;0;38;4;47;0;0;13;0;0;0;0;1,098;0;0;2;0;3;0;0;2;2;0;0;0;0;4;2;15;2,457;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3262;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Ascención de Guarayos;Mujeres;7,346;11;0;95;1;7;1;0;0;0;1;1;104;0;0;124;1;4,203;3;0;0;1;0;0;0;0;0;0;1;35;5;41;0;1;10;0;0;0;0;951;0;0;0;0;0;0;0;4;2;0;0;0;0;3;3;8;1,729;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3263;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Urubichá;Urubichá;5,907;1;0;24;0;0;0;0;0;0;0;1;20;0;0;60;0;5,142;8;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;3;0;0;0;0;236;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;404;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3264;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Urubichá;Hombres;2,985;1;0;16;0;0;0;0;0;0;0;1;8;0;0;27;0;2,561;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;136;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;224;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3265;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;Urubichá;Mujeres;2,922;0;0;8;0;0;0;0;0;0;0;0;12;0;0;33;0;2,581;4;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3266;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;El puente;El puente;6,696;11;0;148;3;0;1;0;0;0;2;0;165;0;0;168;0;1,412;0;0;0;2;0;0;2;0;0;0;3;24;2;136;0;0;13;0;0;0;0;2,209;0;0;0;0;1;0;0;7;0;0;0;1;0;2;1;4;2,379;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3267;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;El puente;Hombres;3,918;11;0;85;1;0;1;0;0;0;2;0;119;0;0;91;0;789;0;0;0;0;0;0;2;0;0;0;2;14;2;77;0;0;8;0;0;0;0;1,196;0;0;0;0;1;0;0;4;0;0;0;1;0;1;1;3;1,507;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3268;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Santa Cruz;Guarayos;El puente;Mujeres;2,778;0;0;63;2;0;0;0;0;0;0;0;46;0;0;77;0;623;0;0;0;2;0;0;0;0;0;0;1;10;0;59;0;0;5;0;0;0;0;1,013;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;872;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3269;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Departamento; Beni;;;Beni;137,900;973;18;8,117;18;1,424;811;3,573;1,018;1,492;22;13;789;0;109;309;42;174;5,232;3;0;1,929;5;3;96;0;0;1;2,542;3,524;8,241;16,970;199;289;9,494;40;5;0;1;6,755;0;0;688;13;4,166;0;3;19,721;3;6;4;1;6;2,129;60;1,170;35,698;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3270;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Departamento; Beni;;;Hombres;74,415;523;11;4,766;10;767;430;1,872;537;787;14;9;422;0;58;187;25;90;2,824;1;0;1,038;4;0;62;0;0;0;1,361;1,901;4,268;8,856;106;148;5,037;24;3;0;1;3,840;0;0;341;9;2,271;0;2;10,282;2;4;3;1;3;1,095;38;665;19,716;1
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3271;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Departamento; Beni;;;Mujeres;63,485;450;7;3,351;8;657;381;1,701;481;705;8;4;367;0;51;122;17;84;2,408;2;0;891;1;3;34;0;0;1;1,181;1,623;3,973;8,114;93;141;4,457;16;2;0;0;2,915;0;0;347;4;1,895;0;1;9,439;1;2;1;0;3;1,034;22;505;15,982;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3272;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Beni;Cercado;;Cercado;24,854;169;3;1,734;3;136;718;10;55;2;4;3;121;0;19;81;0;71;455;2;0;90;0;3;16;0;0;0;56;1,909;802;9,092;6;5;1,215;1;0;0;0;1,191;0;0;680;0;88;0;0;237;0;3;1;1;1;119;3;190;5,559;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3273;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Beni;Cercado;;Hombres;13,341;96;3;1,059;2;67;386;6;27;1;2;1;76;0;7;55;0;37;257;1;0;51;0;0;9;0;0;0;31;1,007;420;4,667;1;5;675;0;0;0;0;674;0;0;335;0;54;0;0;143;0;2;1;1;0;48;2;94;3,038;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3274;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;provincia; Beni;Cercado;;Mujeres;11,513;73;0;675;1;69;332;4;28;1;2;2;45;0;12;26;0;34;198;1;0;39;0;3;7;0;0;0;25;902;382;4,425;5;0;540;1;0;0;0;517;0;0;345;0;34;0;0;94;0;1;0;0;1;71;1;96;2,521;0
BOLIVIA: pOBLACIÓN pOR NACIÓN pUEBLO INDÍGENA ORIGINARIO CAMpESINO Y AFROBOLIVIANO CON EL QUE SE AUTOIDENTIFICA, SEGÚN DEpARTAMENTO, pROVINCIA, MUNICIpIO O TERRITORIO INDÍGENA ORIGINARIO CAMpESINO (TIOC) Y SEXO, CENSO 3275;poblacion por identidad indigena;COMISIÓN TÉCNICA INTERINSTITUCIONAL DE AUTOIDENTIFICACIÓN E IDIOMAS(1) ;Municipio/TIOC; Beni;Cercado;Trinidad;Trinidad;20,423;166;3;1,686;3;135;129;8;53;2;4;3;106;0;19;67;0;59;438;2;0;83;0;3;16;0;0;0;56;1,739;766;8,436;6;4;1,113;1;0;0;0;1,056;0;0;662;0;79;0;0;227;0;3;1;1;1;115;3;186;2,983;0
