Cuadro;pregunta;nivel;departamento;provincia;tioc/municipio;area;total;si_total;si_hombres;si_mujeres;no_total;no_hombres;no_mujeres;no_sabe_total;no_sabe_hombres;no_sabe_mujeres
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;La Rivera;Rural;1,262;879;428;451;375;187;188;8;1;7
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Todos Santos;Todos Santos;1,140;675;359;316;447;235;212;18;13;5
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Todos Santos;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Todos Santos;Rural;1,140;675;359;316;447;235;212;18;13;5
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Carangas;Carangas;1,129;493;246;247;621;324;297;15;5;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Carangas;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Mejillones;Carangas;Rural;1,129;493;246;247;621;324;297;15;5;10
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Nor Carangas;;Nor Carangas;5,996;5,280;2,804;2,476;581;307;274;135;77;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Nor Carangas;;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Oruro;Nor Carangas;;Rural;5,996;5,280;2,804;2,476;581;307;274;135;77;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Nor Carangas;Santiago de Huayllamarca;Santiago de Huayllamarca;5,996;5,280;2,804;2,476;581;307;274;135;77;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Nor Carangas;Santiago de Huayllamarca;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Oruro;Nor Carangas;Santiago de Huayllamarca;Rural;5,996;5,280;2,804;2,476;581;307;274;135;77;58
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Departamento; Potosí;;;Potosí;861,292;521,133;265,894;255,239;321,956;158,229;163,727;18,203;9,384;8,819
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Departamento; Potosí;;;Urbana;380,808;136,623;63,870;72,753;238,196;114,949;123,247;5,989;2,927;3,062
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Departamento; Potosí;;;Rural;480,484;384,510;202,024;182,486;83,760;43,280;40,480;12,214;6,457;5,757
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Tomás Frías;;Tomás Frías;263,018;106,533;52,921;53,612;152,771;74,114;78,657;3,714;1,848;1,866
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Tomás Frías;;Urbana;198,397;54,387;24,646;29,741;141,368;68,184;73,184;2,642;1,275;1,367
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Tomás Frías;;Rural;64,621;52,146;28,275;23,871;11,403;5,930;5,473;1,072;573;499
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Potosí;Potosí;218,702;68,562;31,875;36,687;147,105;71,180;75,925;3,035;1,484;1,551
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Potosí;Urbana;198,397;54,387;24,646;29,741;141,368;68,184;73,184;2,642;1,275;1,367
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Potosí;Rural;20,305;14,175;7,229;6,946;5,737;2,996;2,741;393;209;184
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Tinguipaya;Tinguipaya;28,942;26,087;14,751;11,336;2,407;1,232;1,175;448;233;215
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Tinguipaya;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Tinguipaya;Rural;28,942;26,087;14,751;11,336;2,407;1,232;1,175;448;233;215
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Yocalla;Yocalla;12,253;9,069;4,626;4,443;2,983;1,536;1,447;201;114;87
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Yocalla;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Yocalla;Rural;12,253;9,069;4,626;4,443;2,983;1,536;1,447;201;114;87
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Urmiri;Urmiri;3,121;2,815;1,669;1,146;276;166;110;30;17;13
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Urmiri;Urbana;;;;;;;;;;
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Tomás Frías;Urmiri;Rural;3,121;2,815;1,669;1,146;276;166;110;30;17;13
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Rafael Bustillo;;Rafael Bustillo;88,695;59,808;30,170;29,638;27,092;13,163;13,929;1,795;911;884
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Rafael Bustillo;;Urbana;50,553;26,772;12,162;14,610;23,023;10,976;12,047;758;366;392
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Rafael Bustillo;;Rural;38,142;33,036;18,008;15,028;4,069;2,187;1,882;1,037;545;492
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Uncía;Uncía;22,768;16,988;8,817;8,171;5,317;2,614;2,703;463;241;222
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Uncía;Urbana;9,212;4,921;2,209;2,712;4,122;1,951;2,171;169;77;92
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Uncía;Rural;13,556;12,067;6,608;5,459;1,195;663;532;294;164;130
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chayanta;Chayanta;16,021;13,004;6,761;6,243;2,525;1,330;1,195;492;243;249
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chayanta;Urbana;2,850;2,053;937;1,116;755;392;363;42;12;30
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chayanta;Rural;13,171;10,951;5,824;5,127;1,770;938;832;450;231;219
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Llallagua;Llallagua;41,686;23,061;10,871;12,190;17,989;8,561;9,428;636;317;319
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Llallagua;Urbana;36,463;18,454;8,334;10,120;17,513;8,332;9,181;496;250;246
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Llallagua;Rural;5,223;4,607;2,537;2,070;476;229;247;140;67;73
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;8,220;6,755;3,721;3,034;1,261;658;603;204;110;94
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;2,028;1,344;682;662;633;301;332;51;27;24
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;6,192;5,411;3,039;2,372;628;357;271;153;83;70
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Cornelio Saavedra;;Cornelio Saavedra;55,555;42,784;21,907;20,877;11,415;5,751;5,664;1,356;719;637
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Cornelio Saavedra;;Urbana;6,226;3,073;1,338;1,735;3,033;1,477;1,556;120;56;64
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Provincia; Potosí;Cornelio Saavedra;;Rural;49,329;39,711;20,569;19,142;8,382;4,274;4,108;1,236;663;573
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Cornelio Saavedra;Betanzos;Betanzos;31,904;23,347;11,696;11,651;7,711;3,819;3,892;846;438;408
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Cornelio Saavedra;Betanzos;Urbana;6,226;3,073;1,338;1,735;3,033;1,477;1,556;120;56;64
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Cornelio Saavedra;Betanzos;Rural;25,678;20,274;10,358;9,916;4,678;2,342;2,336;726;382;344
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Cornelio Saavedra;Chaquí;Chaquí;9,285;7,195;3,530;3,665;1,867;944;923;223;111;112
BOLIVIA: POBLACIÓN POR AUTOIDENTIFICACIÓN CON ALGUNA NACIÓN PUEBLO INDÍGENA ORIGINARIO CAMPESINO Y AFROBOLIVIANO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSO 2024;se autoidentifica con alguna nacion indigena?;Municipio/TIOC; Potosí;Cornelio Saavedra;Chaquí;Urbana;;;;;;;;;;
