cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2012_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;__no_se_distribuye_por_canheria;_2024_total;__por_canheria_dentro_de_la_vivienda;__por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;__no_se_distribuye_por_canheria;distribucion_porcentual_2001_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2001_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2001_no_se_distribuye_por_canheria;distribucion_porcentual_2012_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2012_por_canheria_fuera_de_la_vivienda,_del_lote_o_terreno;distribucion_porcentual_2012_no_se_distribuye_por_canheria;distribucion_porcentual_2024_por_canheria_dentro_de_la_vivienda;distribucion_porcentual_2024_por_canheria_fuera_de_la_vivienda_pero_dentro_del_lote_o_terreno;distribucion_porcentual_2024_no_se_distribuye_por_canheria
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2888;865;Municipio/TIOC;Potosí;Charcas;San Pedro;San Pedro;6,922;166;1,612;5,144;8,277;960;3,163;1,098;3,056;11,303;1,475;3,081;6,747;2.4;23.3;74.3;11.6;38.2;13.3;36.9;13.0;27.3;59.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2889;866;Municipio/TIOC;Potosí;Charcas;San Pedro;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2890;867;Municipio/TIOC;Potosí;Charcas;San Pedro;Rural;6,922;166;1,612;5,144;8,277;960;3,163;1,098;3,056;11,303;1,475;3,081;6,747;2.4;23.3;74.3;11.6;38.2;13.3;36.9;13.0;27.3;59.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2891;868;Municipio/TIOC;Potosí;Charcas;Toro Toro;Toro Toro;2,696;213;998;1,485;3,511;771;1,423;275;1,042;4,192;1,126;1,477;1,589;7.9;37.0;55.1;22.0;40.5;7.8;29.7;26.9;35.2;37.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2892;869;Municipio/TIOC;Potosí;Charcas;Toro Toro;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2893;870;Municipio/TIOC;Potosí;Charcas;Toro Toro;Rural;2,696;213;998;1,485;3,511;771;1,423;275;1,042;4,192;1,126;1,477;1,589;7.9;37.0;55.1;22.0;40.5;7.8;29.7;26.9;35.2;37.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2894;871;Provincia;Potosí;Nor Chichas;;Nor Chichas;9,208;958;2,458;5,792;12,595;3,741;3,049;1,103;4,702;15,104;5,972;2,858;6,274;10.4;26.7;62.9;29.7;24.2;8.8;37.3;39.5;18.9;41.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2895;872;Provincia;Potosí;Nor Chichas;;Urbana;;;;;1,765;757;467;485;56;1,322;1,088;112;122;;;;42.9;26.5;27.5;3.2;82.3;8.5;9.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2896;873;Provincia;Potosí;Nor Chichas;;Rural;9,208;958;2,458;5,792;10,830;2,984;2,582;618;4,646;13,782;4,884;2,746;6,152;10.4;26.7;62.9;27.6;23.8;5.7;42.9;35.4;19.9;44.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2897;874;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Cotagaita;6,299;740;1,880;3,679;9,471;2,632;2,205;1,049;3,585;11,224;4,241;2,044;4,939;11.7;29.8;58.4;27.8;23.3;11.1;37.9;37.8;18.2;44.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2898;875;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Urbana;;;;;1,765;757;467;485;56;1,322;1,088;112;122;;;;42.9;26.5;27.5;3.2;82.3;8.5;9.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2899;876;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Rural;6,299;740;1,880;3,679;7,706;1,875;1,738;564;3,529;9,902;3,153;1,932;4,817;11.7;29.8;58.4;24.3;22.6;7.3;45.8;31.8;19.5;48.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2900;877;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Vitichi;2,909;218;578;2,113;3,124;1,109;844;54;1,117;3,880;1,731;814;1,335;7.5;19.9;72.6;35.5;27.0;1.7;35.8;44.6;21.0;34.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2901;878;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2902;879;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Rural;2,909;218;578;2,113;3,124;1,109;844;54;1,117;3,880;1,731;814;1,335;7.5;19.9;72.6;35.5;27.0;1.7;35.8;44.6;21.0;34.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2903;880;Provincia;Potosí;Alonso de Ibáñez;;Alonso de Ibáñez;6,953;417;3,201;3,335;8,359;1,236;3,809;1,477;1,837;10,296;2,065;3,049;5,182;6.0;46.0;48.0;14.8;45.6;17.7;22.0;20.1;29.6;50.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2904;881;Provincia;Potosí;Alonso de Ibáñez;;Urbana;;;;;914;384;433;13;84;1,026;723;166;137;;;;42.0;47.4;1.4;9.2;70.5;16.2;13.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2905;882;Provincia;Potosí;Alonso de Ibáñez;;Rural;6,953;417;3,201;3,335;7,445;852;3,376;1,464;1,753;9,270;1,342;2,883;5,045;6.0;46.0;48.0;11.4;45.3;19.7;23.5;14.5;31.1;54.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2906;883;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Sacaca;4,655;225;2,031;2,399;5,618;762;2,611;835;1,410;6,779;1,509;1,701;3,569;4.8;43.6;51.5;13.6;46.5;14.9;25.1;22.3;25.1;52.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2907;884;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Urbana;;;;;914;384;433;13;84;1,026;723;166;137;;;;42.0;47.4;1.4;9.2;70.5;16.2;13.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2908;885;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Rural;4,655;225;2,031;2,399;4,704;378;2,178;822;1,326;5,753;786;1,535;3,432;4.8;43.6;51.5;8.0;46.3;17.5;28.2;13.7;26.7;59.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2909;886;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Caripuyo;2,298;192;1,170;936;2,741;474;1,198;642;427;3,517;556;1,348;1,613;8.4;50.9;40.7;17.3;43.7;23.4;15.6;15.8;38.3;45.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2910;887;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2911;888;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Rural;2,298;192;1,170;936;2,741;474;1,198;642;427;3,517;556;1,348;1,613;8.4;50.9;40.7;17.3;43.7;23.4;15.6;15.8;38.3;45.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2912;889;Provincia;Potosí;Sur Chichas;;Sur Chichas;12,709;4,729;3,254;4,726;16,895;8,342;4,503;1,403;2,647;19,627;12,174;3,436;4,017;37.2;25.6;37.2;49.4;26.7;8.3;15.7;62.0;17.5;20.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2913;890;Provincia;Potosí;Sur Chichas;;Urbana;6,656;4,026;1,652;978;9,081;5,950;2,200;716;215;9,327;8,293;585;449;60.5;24.8;14.7;65.5;24.2;7.9;2.4;88.9;6.3;4.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2914;891;Provincia;Potosí;Sur Chichas;;Rural;6,053;703;1,602;3,748;7,814;2,392;2,303;687;2,432;10,300;3,881;2,851;3,568;11.6;26.5;61.9;30.6;29.5;8.8;31.1;37.7;27.7;34.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2915;892;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Tupiza;10,148;4,275;2,668;3,205;13,319;7,166;3,792;299;2,062;15,876;10,374;2,745;2,757;42.1;26.3;31.6;53.8;28.5;2.2;15.5;65.3;17.3;17.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2916;893;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Urbana;5,396;3,700;1,352;344;7,534;5,351;1,988;41;154;9,327;8,293;585;449;68.6;25.1;6.4;71.0;26.4;0.5;2.0;88.9;6.3;4.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2917;894;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Rural;4,752;575;1,316;2,861;5,785;1,815;1,804;258;1,908;6,549;2,081;2,160;2,308;12.1;27.7;60.2;31.4;31.2;4.5;33.0;31.8;33.0;35.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2918;895;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Atocha;2,561;454;586;1,521;3,576;1,176;711;1,104;585;3,751;1,800;691;1,260;17.7;22.9;59.4;32.9;19.9;30.9;16.4;48.0;18.4;33.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2919;896;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Urbana;1,260;326;300;634;1,547;599;212;675;61;;;;;25.9;23.8;50.3;38.7;13.7;43.6;3.9;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2920;897;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Rural;1,301;128;286;887;2,029;577;499;429;524;3,751;1,800;691;1,260;9.8;22.0;68.2;28.4;24.6;21.1;25.8;48.0;18.4;33.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2921;898;Provincia;Potosí;Nor Lípez;;Nor Lípez;2,451;256;1,341;854;3,679;578;2,189;91;821;4,822;2,127;1,703;992;10.4;54.7;34.8;15.7;59.5;2.5;22.3;44.1;35.3;20.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2922;899;Provincia;Potosí;Nor Lípez;;Urbana;;;;;;;;;;711;516;155;40;;;;;;;;72.6;21.8;5.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2923;900;Provincia;Potosí;Nor Lípez;;Rural;2,451;256;1,341;854;3,679;578;2,189;91;821;4,111;1,611;1,548;952;10.4;54.7;34.8;15.7;59.5;2.5;22.3;39.2;37.7;23.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2924;901;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";"Colcha ""K""";2,241;251;1,213;777;3,307;559;1,964;70;714;4,165;1,905;1,467;793;11.2;54.1;34.7;16.9;59.4;2.1;21.6;45.7;35.2;19.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2925;902;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Urbana;;;;;;;;;;711;516;155;40;;;;;;;;72.6;21.8;5.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2926;903;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Rural;2,241;251;1,213;777;3,307;559;1,964;70;714;3,454;1,389;1,312;753;11.2;54.1;34.7;16.9;59.4;2.1;21.6;40.2;38.0;21.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2927;904;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;San Pedro de Quemes;210;5;128;77;372;19;225;21;107;657;222;236;199;2.4;61.0;36.7;5.1;60.5;5.6;28.8;33.8;35.9;30.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2928;905;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2929;906;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;Rural;210;5;128;77;372;19;225;21;107;657;222;236;199;2.4;61.0;36.7;5.1;60.5;5.6;28.8;33.8;35.9;30.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2930;907;Provincia;Potosí;Sur Lípez;;Sur Lípez;1,186;52;382;752;1,944;329;714;83;818;2,125;444;823;858;4.4;32.2;63.4;16.9;36.7;4.3;42.1;20.9;38.7;40.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2931;908;Provincia;Potosí;Sur Lípez;;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2932;909;Provincia;Potosí;Sur Lípez;;Rural;1,186;52;382;752;1,944;329;714;83;818;2,125;444;823;858;4.4;32.2;63.4;16.9;36.7;4.3;42.1;20.9;38.7;40.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2933;910;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;San Pablo;629;16;231;382;871;114;379;24;354;1,111;236;374;501;2.5;36.7;60.7;13.1;43.5;2.8;40.6;21.2;33.7;45.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2934;911;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;Urbana;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2935;912;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;Rural;629;16;231;382;871;114;379;24;354;1,111;236;374;501;2.5;36.7;60.7;13.1;43.5;2.8;40.6;21.2;33.7;45.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2936;913;Municipio/TIOC;Potosí;Sur Lípez;Mojinete;Mojinete;196;12;57;127;358;83;63;8;204;324;97;72;155;6.1;29.1;64.8;23.2;17.6;2.2;57.0;29.9;22.2;47.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISTRIBUCIÓN DEL AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2937;914;Municipio/TIOC;Potosí;Sur Lípez;Mojinete;Urbana;;;;;;;;;;;;;;;;;;;;;;;
