cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2012_total;numero_de_viviendas_2012_basurero_publico_o_contenedor;numero_de_viviendas_2012_carro_basurero;numero_de_viviendas_2012_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2012_la_botan_al_rio;numero_de_viviendas_2012_la_queman;numero_de_viviendas_2012_la_entierran;numero_de_viviendas_2012_otra;numero_de_viviendas_2024_total;numero_de_viviendas_2024_basurero_publico_o_contenedor;numero_de_viviendas_2024_carro_basurero;numero_de_viviendas_2024_la_botan_a_terreno_baldio_o_calle;numero_de_viviendas_2024_la_botan_al_rio;numero_de_viviendas_2024_la_queman;numero_de_viviendas_2024_la_entierran;numero_de_viviendas_2024_otra;distribucion_porcentual_2012_basurero_publico_o_contenedor;distribucion_porcentual_2012_carro_basurero;distribucion_porcentual_2012_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2012_la_botan_al_rio;distribucion_porcentual_2012_la_queman;distribucion_porcentual_2012_la_entierran;distribucion_porcentual_2012_otra;distribucion_porcentual_2024_basurero_publico_o_contenedor;distribucion_porcentual_2024_carro_basurero;distribucion_porcentual_2024_la_botan_a_terreno_baldio_o_calle;distribucion_porcentual_2024_la_botan_al_rio;distribucion_porcentual_2024_la_queman;distribucion_porcentual_2024_la_entierran;distribucion_porcentual_2024_otra
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2740;717;Municipio/TIOC;Oruro;Poopó;Antequera;Rural;1,158;412;85;31;385;195;29;21;1,450;112;480;56;190;506;88;18;35.6;7.3;2.7;33.2;16.8;2.5;1.8;7.7;33.1;3.9;13.1;34.9;6.1;1.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2741;718;Provincia;Oruro;Pantaleón Dalence;;Pantaleón Dalence;8,747;1,131;2,262;890;2,277;1,736;325;126;8,599;2,678;3,537;179;224;1,702;232;47;12.9;25.9;10.2;26.0;19.8;3.7;1.4;31.1;41.1;2.1;2.6;19.8;2.7;0.5
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2742;719;Provincia;Oruro;Pantaleón Dalence;;Urbana;6,417;1,102;2,042;694;1,621;805;71;82;5,884;2,513;3,037;60;56;195;13;10;17.2;31.8;10.8;25.3;12.5;1.1;1.3;42.7;51.6;1.0;1.0;3.3;0.2;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2743;720;Provincia;Oruro;Pantaleón Dalence;;Rural;2,330;29;220;196;656;931;254;44;2,715;165;500;119;168;1,507;219;37;1.2;9.4;8.4;28.2;40.0;10.9;1.9;6.1;18.4;4.4;6.2;55.5;8.1;1.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2744;721;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Huanuni;7,189;1,052;2,256;316;1,995;1,374;111;85;6,423;2,502;2,604;74;161;991;70;21;14.6;31.4;4.4;27.8;19.1;1.5;1.2;39.0;40.5;1.2;2.5;15.4;1.1;0.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2745;722;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Urbana;5,635;1,028;2,037;239;1,555;708;12;56;4,810;2,387;2,241;26;47;99;2;8;18.2;36.1;4.2;27.6;12.6;0.2;1.0;49.6;46.6;0.5;1.0;2.1;0.0;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2746;723;Municipio/TIOC;Oruro;Pantaleón Dalence;Huanuni;Rural;1,554;24;219;77;440;666;99;29;1,613;115;363;48;114;892;68;13;1.5;14.1;5.0;28.3;42.9;6.4;1.9;7.1;22.5;3.0;7.1;55.3;4.2;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2747;724;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Machacamarca;1,558;79;6;574;282;362;214;41;2,176;176;933;105;63;711;162;26;5.1;0.4;36.8;18.1;23.2;13.7;2.6;8.1;42.9;4.8;2.9;32.7;7.4;1.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2748;725;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Urbana;782;74;5;455;66;97;59;26;1,074;126;796;34;9;96;11;2;9.5;0.6;58.2;8.4;12.4;7.5;3.3;11.7;74.1;3.2;0.8;8.9;1.0;0.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2749;726;Municipio/TIOC;Oruro;Pantaleón Dalence;Machacamarca;Rural;776;5;1;119;216;265;155;15;1,102;50;137;71;54;615;151;24;0.6;0.1;15.3;27.8;34.1;20.0;1.9;4.5;12.4;6.4;4.9;55.8;13.7;2.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2750;727;Provincia;Oruro;Ladislao Cabrera;;Ladislao Cabrera;4,967;128;164;509;1,047;1,816;1,100;203;7,244;574;765;335;278;3,288;1,792;212;2.6;3.3;10.2;21.1;36.6;22.1;4.1;7.9;10.6;4.6;3.8;45.4;24.7;2.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2751;728;Provincia;Oruro;Ladislao Cabrera;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2752;729;Provincia;Oruro;Ladislao Cabrera;;Rural;4,967;128;164;509;1,047;1,816;1,100;203;7,244;574;765;335;278;3,288;1,792;212;2.6;3.3;10.2;21.1;36.6;22.1;4.1;7.9;10.6;4.6;3.8;45.4;24.7;2.9
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2753;730;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);3,927;122;161;350;888;1,247;989;170;5,969;498;684;266;235;2,532;1,572;182;3.1;4.1;8.9;22.6;31.8;25.2;4.3;8.3;11.5;4.5;3.9;42.4;26.3;3.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2754;731;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2755;732;Municipio/TIOC;Oruro;Ladislao Cabrera;Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas);Rural;3,927;122;161;350;888;1,247;989;170;5,969;498;684;266;235;2,532;1,572;182;3.1;4.1;8.9;22.6;31.8;25.2;4.3;8.3;11.5;4.5;3.9;42.4;26.3;3.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2756;733;Municipio/TIOC;Oruro;Ladislao Cabrera;Pampa Aullagas;Pampa Aullagas;1,040;6;3;159;159;569;111;33;1,275;76;81;69;43;756;220;30;0.6;0.3;15.3;15.3;54.7;10.7;3.2;6.0;6.4;5.4;3.4;59.3;17.3;2.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2757;734;Municipio/TIOC;Oruro;Ladislao Cabrera;Pampa Aullagas;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2758;735;Municipio/TIOC;Oruro;Ladislao Cabrera;Pampa Aullagas;Rural;1,040;6;3;159;159;569;111;33;1,275;76;81;69;43;756;220;30;0.6;0.3;15.3;15.3;54.7;10.7;3.2;6.0;6.4;5.4;3.4;59.3;17.3;2.4
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2759;736;Provincia;Oruro;Sabaya;;Sabaya;3,090;67;204;871;151;1,424;232;141;5,317;500;595;488;53;3,118;421;142;2.2;6.6;28.2;4.9;46.1;7.5;4.6;9.4;11.2;9.2;1.0;58.6;7.9;2.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2760;737;Provincia;Oruro;Sabaya;;Urbana;;;;;;;;;462;140;75;45;2;125;10;65;;;;;;;;30.3;16.2;9.7;0.4;27.1;2.2;14.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2761;738;Provincia;Oruro;Sabaya;;Rural;3,090;67;204;871;151;1,424;232;141;4,855;360;520;443;51;2,993;411;77;2.2;6.6;28.2;4.9;46.1;7.5;4.6;7.4;10.7;9.1;1.1;61.6;8.5;1.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2762;739;Municipio/TIOC;Oruro;Sabaya;Sabaya;Sabaya;2,247;35;135;772;137;914;144;110;3,855;364;406;432;38;2,245;249;121;1.6;6.0;34.4;6.1;40.7;6.4;4.9;9.4;10.5;11.2;1.0;58.2;6.5;3.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2763;740;Municipio/TIOC;Oruro;Sabaya;Sabaya;Urbana;;;;;;;;;462;140;75;45;2;125;10;65;;;;;;;;30.3;16.2;9.7;0.4;27.1;2.2;14.1
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2764;741;Municipio/TIOC;Oruro;Sabaya;Sabaya;Rural;2,247;35;135;772;137;914;144;110;3,393;224;331;387;36;2,120;239;56;1.6;6.0;34.4;6.1;40.7;6.4;4.9;6.6;9.8;11.4;1.1;62.5;7.0;1.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2765;742;Municipio/TIOC;Oruro;Sabaya;Coipasa;Coipasa;253;4;68;82;1;58;30;10;357;47;145;44;10;105;3;3;1.6;26.9;32.4;0.4;22.9;11.9;4.0;13.2;40.6;12.3;2.8;29.4;0.8;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2766;743;Municipio/TIOC;Oruro;Sabaya;Coipasa;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2767;744;Municipio/TIOC;Oruro;Sabaya;Coipasa;Rural;253;4;68;82;1;58;30;10;357;47;145;44;10;105;3;3;1.6;26.9;32.4;0.4;22.9;11.9;4.0;13.2;40.6;12.3;2.8;29.4;0.8;0.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2768;745;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Uru Chipaya (Nación Originaria Uru Chipaya);590;28;1;17;13;452;58;21;1,105;89;44;12;5;768;169;18;4.7;0.2;2.9;2.2;76.6;9.8;3.6;8.1;4.0;1.1;0.5;69.5;15.3;1.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2769;746;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2770;747;Municipio/TIOC;Oruro;Sabaya;Uru Chipaya (Nación Originaria Uru Chipaya);Rural;590;28;1;17;13;452;58;21;1,105;89;44;12;5;768;169;18;4.7;0.2;2.9;2.2;76.6;9.8;3.6;8.1;4.0;1.1;0.5;69.5;15.3;1.6
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2771;748;Provincia;Oruro;Saucarí;;Saucarí;4,331;72;92;536;69;1,967;1,120;475;4,732;160;409;115;22;2,729;1,211;86;1.7;2.1;12.4;1.6;45.4;25.9;11.0;3.4;8.6;2.4;0.5;57.7;25.6;1.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2772;749;Provincia;Oruro;Saucarí;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2773;750;Provincia;Oruro;Saucarí;;Rural;4,331;72;92;536;69;1,967;1,120;475;4,732;160;409;115;22;2,729;1,211;86;1.7;2.1;12.4;1.6;45.4;25.9;11.0;3.4;8.6;2.4;0.5;57.7;25.6;1.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2774;751;Municipio/TIOC;Oruro;Saucarí;Toledo;Toledo;4,331;72;92;536;69;1,967;1,120;475;4,732;160;409;115;22;2,729;1,211;86;1.7;2.1;12.4;1.6;45.4;25.9;11.0;3.4;8.6;2.4;0.5;57.7;25.6;1.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2775;752;Municipio/TIOC;Oruro;Saucarí;Toledo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2776;753;Municipio/TIOC;Oruro;Saucarí;Toledo;Rural;4,331;72;92;536;69;1,967;1,120;475;4,732;160;409;115;22;2,729;1,211;86;1.7;2.1;12.4;1.6;45.4;25.9;11.0;3.4;8.6;2.4;0.5;57.7;25.6;1.8
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2777;754;Provincia;Oruro;Tomás Barrón;;Tomás Barrón;1,898;53;14;658;357;499;212;105;1,936;137;264;281;182;842;185;45;2.8;0.7;34.7;18.8;26.3;11.2;5.5;7.1;13.6;14.5;9.4;43.5;9.6;2.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2778;755;Provincia;Oruro;Tomás Barrón;;Urbana;1,015;46;10;572;22;143;130;92;873;113;260;218;26;154;70;32;4.5;1.0;56.4;2.2;14.1;12.8;9.1;12.9;29.8;25.0;3.0;17.6;8.0;3.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2779;756;Provincia;Oruro;Tomás Barrón;;Rural;883;7;4;86;335;356;82;13;1,063;24;4;63;156;688;115;13;0.8;0.5;9.7;37.9;40.3;9.3;1.5;2.3;0.4;5.9;14.7;64.7;10.8;1.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2780;757;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Eucaliptus;1,898;53;14;658;357;499;212;105;1,936;137;264;281;182;842;185;45;2.8;0.7;34.7;18.8;26.3;11.2;5.5;7.1;13.6;14.5;9.4;43.5;9.6;2.3
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2781;758;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Urbana;1,015;46;10;572;22;143;130;92;873;113;260;218;26;154;70;32;4.5;1.0;56.4;2.2;14.1;12.8;9.1;12.9;29.8;25.0;3.0;17.6;8.0;3.7
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2782;759;Municipio/TIOC;Oruro;Tomás Barrón;Eucaliptus;Rural;883;7;4;86;335;356;82;13;1,063;24;4;63;156;688;115;13;0.8;0.5;9.7;37.9;40.3;9.3;1.5;2.3;0.4;5.9;14.7;64.7;10.8;1.2
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2783;760;Provincia;Oruro;Sur Carangas;;Sur Carangas;2,720;144;26;242;461;1,471;252;124;3,384;369;166;112;95;2,171;405;66;5.3;1.0;8.9;16.9;54.1;9.3;4.6;10.9;4.9;3.3;2.8;64.2;12.0;2.0
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2784;761;Provincia;Oruro;Sur Carangas;;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR FORMAS DE ELIMINACIÓN DE LA BASURA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2785;762;Provincia;Oruro;Sur Carangas;;Rural;2,720;144;26;242;461;1,471;252;124;3,384;369;166;112;95;2,171;405;66;5.3;1.0;8.9;16.9;54.1;9.3;4.6;10.9;4.9;3.3;2.8;64.2;12.0;2.0
