cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_viviendas_2001_total;numero_de_viviendas_2001_total_con_banho;numero_de_viviendas_2001_tiene_de_uso_privado;numero_de_viviendas_2001_tiene_de_uso_compartido;numero_de_viviendas_2001_no_tiene_banho;numero_de_viviendas_2012_total;numero_de_viviendas_2012_total_con_banho;numero_de_viviendas_2012_tiene_de_uso_privado;numero_de_viviendas_2012_tiene_de_uso_compartido;numero_de_viviendas_2012_no_tiene_banho;numero_de_viviendas_2024_total;numero_de_viviendas_2024_total_con_banho;numero_de_viviendas_2024_tiene_de_uso_privado;numero_de_viviendas_2024_tiene_de_uso_compartido;numero_de_viviendas_2024_no_tiene_banho
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2875;852;Municipio/TIOC;Potosí;Chayanta;Ravelo;Rural;5,323;730;679;51;4,593;6,685;1,819;1,044;775;4,866;6,880;1,780;1,609;171;5,100
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2876;853;Municipio/TIOC;Potosí;Chayanta;Pocoata;Pocoata;5,281;279;172;107;5,002;8,436;898;489;409;7,538;12,538;2,388;1,956;432;10,150
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2877;854;Municipio/TIOC;Potosí;Chayanta;Pocoata;Urbana;;;;;;;;;;;1,455;503;428;75;952
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2878;855;Municipio/TIOC;Potosí;Chayanta;Pocoata;Rural;5,281;279;172;107;5,002;8,436;898;489;409;7,538;11,083;1,885;1,528;357;9,198
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2879;856;Municipio/TIOC;Potosí;Chayanta;Ocurí;Ocurí;4,700;514;426;88;4,186;5,093;820;505;315;4,273;6,181;1,240;1,094;146;4,941
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2880;857;Municipio/TIOC;Potosí;Chayanta;Ocurí;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2881;858;Municipio/TIOC;Potosí;Chayanta;Ocurí;Rural;4,700;514;426;88;4,186;5,093;820;505;315;4,273;6,181;1,240;1,094;146;4,941
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2882;859;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;San Pedro de Macha;4,460;372;260;112;4,088;6,364;1,168;619;549;5,196;8,438;1,787;1,431;356;6,651
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2883;860;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2884;861;Municipio/TIOC;Potosí;Chayanta;San Pedro de Macha;Rural;4,460;372;260;112;4,088;6,364;1,168;619;549;5,196;8,438;1,787;1,431;356;6,651
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2885;862;Provincia;Potosí;Charcas;;Charcas;9,618;532;322;210;9,086;11,788;1,356;750;606;10,432;15,495;2,789;2,315;474;12,706
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2886;863;Provincia;Potosí;Charcas;;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2887;864;Provincia;Potosí;Charcas;;Rural;9,618;532;322;210;9,086;11,788;1,356;750;606;10,432;15,495;2,789;2,315;474;12,706
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2888;865;Municipio/TIOC;Potosí;Charcas;San Pedro;San Pedro;6,922;393;246;147;6,529;8,277;635;363;272;7,642;11,303;1,584;1,327;257;9,719
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2889;866;Municipio/TIOC;Potosí;Charcas;San Pedro;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2890;867;Municipio/TIOC;Potosí;Charcas;San Pedro;Rural;6,922;393;246;147;6,529;8,277;635;363;272;7,642;11,303;1,584;1,327;257;9,719
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2891;868;Municipio/TIOC;Potosí;Charcas;Toro Toro;Toro Toro;2,696;139;76;63;2,557;3,511;721;387;334;2,790;4,192;1,205;988;217;2,987
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2892;869;Municipio/TIOC;Potosí;Charcas;Toro Toro;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2893;870;Municipio/TIOC;Potosí;Charcas;Toro Toro;Rural;2,696;139;76;63;2,557;3,511;721;387;334;2,790;4,192;1,205;988;217;2,987
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2894;871;Provincia;Potosí;Nor Chichas;;Nor Chichas;9,208;2,399;2,007;392;6,809;12,595;3,535;1,815;1,720;9,060;15,104;7,183;6,338;845;7,921
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2895;872;Provincia;Potosí;Nor Chichas;;Urbana;;;;;;1,765;803;406;397;962;1,322;1,199;1,089;110;123
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2896;873;Provincia;Potosí;Nor Chichas;;Rural;9,208;2,399;2,007;392;6,809;10,830;2,732;1,409;1,323;8,098;13,782;5,984;5,249;735;7,798
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2897;874;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Cotagaita;6,299;1,505;1,271;234;4,794;9,471;2,590;1,245;1,345;6,881;11,224;5,302;4,672;630;5,922
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2898;875;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Urbana;;;;;;1,765;803;406;397;962;1,322;1,199;1,089;110;123
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2899;876;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Rural;6,299;1,505;1,271;234;4,794;7,706;1,787;839;948;5,919;9,902;4,103;3,583;520;5,799
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2900;877;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Vitichi;2,909;894;736;158;2,015;3,124;945;570;375;2,179;3,880;1,881;1,666;215;1,999
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2901;878;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2902;879;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Rural;2,909;894;736;158;2,015;3,124;945;570;375;2,179;3,880;1,881;1,666;215;1,999
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2903;880;Provincia;Potosí;Alonso de Ibáñez;;Alonso de Ibáñez;6,953;790;571;219;6,163;8,359;1,265;743;522;7,094;10,296;2,135;1,791;344;8,161
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2904;881;Provincia;Potosí;Alonso de Ibáñez;;Urbana;;;;;;914;576;302;274;338;1,026;829;677;152;197
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2905;882;Provincia;Potosí;Alonso de Ibáñez;;Rural;6,953;790;571;219;6,163;7,445;689;441;248;6,756;9,270;1,306;1,114;192;7,964
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2906;883;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Sacaca;4,655;544;368;176;4,111;5,618;877;479;398;4,741;6,779;1,633;1,386;247;5,146
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2907;884;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Urbana;;;;;;914;576;302;274;338;1,026;829;677;152;197
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2908;885;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Rural;4,655;544;368;176;4,111;4,704;301;177;124;4,403;5,753;804;709;95;4,949
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2909;886;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Caripuyo;2,298;246;203;43;2,052;2,741;388;264;124;2,353;3,517;502;405;97;3,015
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2910;887;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Urbana;;;;;;;;;;;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2911;888;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Rural;2,298;246;203;43;2,052;2,741;388;264;124;2,353;3,517;502;405;97;3,015
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2912;889;Provincia;Potosí;Sur Chichas;;Sur Chichas;12,709;5,611;4,472;1,139;7,098;16,895;9,311;5,232;4,079;7,584;19,627;14,198;11,968;2,230;5,429
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2913;890;Provincia;Potosí;Sur Chichas;;Urbana;6,656;4,139;3,154;985;2,517;9,081;7,152;3,861;3,291;1,929;9,327;8,945;7,424;1,521;382
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2914;891;Provincia;Potosí;Sur Chichas;;Rural;6,053;1,472;1,318;154;4,581;7,814;2,159;1,371;788;5,655;10,300;5,253;4,544;709;5,047
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2915;892;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Tupiza;10,148;5,285;4,201;1,084;4,863;13,319;8,508;4,719;3,789;4,811;15,876;12,665;10,777;1,888;3,211
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2916;893;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Urbana;5,396;3,976;3,026;950;1,420;7,534;6,761;3,630;3,131;773;9,327;8,945;7,424;1,521;382
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2917;894;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Rural;4,752;1,309;1,175;134;3,443;5,785;1,747;1,089;658;4,038;6,549;3,720;3,353;367;2,829
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2918;895;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Atocha;2,561;326;271;55;2,235;3,576;803;513;290;2,773;3,751;1,533;1,191;342;2,218
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2919;896;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Urbana;1,260;163;128;35;1,097;1,547;391;231;160;1,156;;;;;
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2920;897;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Rural;1,301;163;143;20;1,138;2,029;412;282;130;1,617;3,751;1,533;1,191;342;2,218
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2921;898;Provincia;Potosí;Nor Lípez;;Nor Lípez;2,451;334;274;60;2,117;3,679;1,078;394;684;2,601;4,822;3,469;2,766;703;1,353
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2922;899;Provincia;Potosí;Nor Lípez;;Urbana;;;;;;;;;;;711;646;531;115;65
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2923;900;Provincia;Potosí;Nor Lípez;;Rural;2,451;334;274;60;2,117;3,679;1,078;394;684;2,601;4,111;2,823;2,235;588;1,288
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2924;901;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";"Colcha ""K""";2,241;317;259;58;1,924;3,307;978;362;616;2,329;4,165;3,049;2,414;635;1,116
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2925;902;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Urbana;;;;;;;;;;;711;646;531;115;65
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2926;903;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Rural;2,241;317;259;58;1,924;3,307;978;362;616;2,329;3,454;2,403;1,883;520;1,051
BOLIVIA: VIVIENDAS PARTICULARES OCUPADAS CON PERSONAS PRESENTES POR DISPONIBILIDAD Y USO DEL BAÑO O SERVICIO SANITARIO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2927;904;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;San Pedro de Quemes;210;17;15;2;193;372;100;32;68;272;657;420;352;68;237
