cuadro;no;nivel;departamento;provincia;municipio_tioc;area;numero_de_personas_2001_total;numero_de_personas_2001_tiene_;numero_de_personas_2001_no_tiene;numero_de_personas_2012_total;numero_de_personas_2012_tiene_;numero_de_personas_2012_no_tiene;numero_de_personas_2024_total;numero_de_personas_2024_tiene_;numero_de_personas_2024_no_tiene
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2893;870;Municipio/TIOC;Potosí;Charcas;Toro Toro;Rural;10,484;376;10,108;10,717;3,780;6,937;10,621;5,726;4,895
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2894;871;Provincia;Potosí;Nor Chichas;;Nor Chichas;34,968;5,016;29,952;41,926;32,352;9,574;39,197;32,260;6,937
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2895;872;Provincia;Potosí;Nor Chichas;;Urbana;;;;6,262;5,761;501;3,173;2,995;178
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2896;873;Provincia;Potosí;Nor Chichas;;Rural;34,968;5,016;29,952;35,664;26,591;9,073;36,024;29,265;6,759
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2897;874;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Cotagaita;23,767;3,473;20,294;31,446;23,656;7,790;29,114;23,693;5,421
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2898;875;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Urbana;;;;6,262;5,761;501;3,173;2,995;178
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2899;876;Municipio/TIOC;Potosí;Nor Chichas;Cotagaita;Rural;23,767;3,473;20,294;25,184;17,895;7,289;25,941;20,698;5,243
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2900;877;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Vitichi;11,201;1,543;9,658;10,480;8,696;1,784;10,083;8,567;1,516
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2901;878;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2902;879;Municipio/TIOC;Potosí;Nor Chichas;Vitichi;Rural;11,201;1,543;9,658;10,480;8,696;1,784;10,083;8,567;1,516
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2903;880;Provincia;Potosí;Alonso de Ibáñez;;Alonso de Ibáñez;27,522;1,656;25,866;28,012;16,070;11,942;25,611;20,303;5,308
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2904;881;Provincia;Potosí;Alonso de Ibáñez;;Urbana;;;;2,260;1,930;330;2,285;2,114;171
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2905;882;Provincia;Potosí;Alonso de Ibáñez;;Rural;27,522;1,656;25,866;25,752;14,140;11,612;23,326;18,189;5,137
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2906;883;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Sacaca;18,529;1,400;17,129;19,367;11,657;7,710;17,172;13,881;3,291
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2907;884;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Urbana;;;;2,260;1,930;330;2,285;2,114;171
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2908;885;Municipio/TIOC;Potosí;Alonso de Ibáñez;Sacaca;Rural;18,529;1,400;17,129;17,107;9,727;7,380;14,887;11,767;3,120
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2909;886;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Caripuyo;8,993;256;8,737;8,645;4,413;4,232;8,439;6,422;2,017
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2910;887;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2911;888;Municipio/TIOC;Potosí;Alonso de Ibáñez;Caripuyo;Rural;8,993;256;8,737;8,645;4,413;4,232;8,439;6,422;2,017
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2912;889;Provincia;Potosí;Sur Chichas;;Sur Chichas;46,787;28,879;17,908;54,649;49,324;5,325;53,927;50,820;3,107
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2913;890;Provincia;Potosí;Sur Chichas;;Urbana;25,326;23,960;1,366;30,952;30,637;315;27,703;27,487;216
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2914;891;Provincia;Potosí;Sur Chichas;;Rural;21,461;4,919;16,542;23,697;18,687;5,010;26,224;23,333;2,891
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2915;892;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Tupiza;37,352;20,805;16,547;43,719;38,875;4,844;44,448;41,679;2,769
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2916;893;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Urbana;20,824;19,682;1,142;26,557;26,291;266;27,703;27,487;216
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2917;894;Municipio/TIOC;Potosí;Sur Chichas;Tupiza;Rural;16,528;1,123;15,405;17,162;12,584;4,578;16,745;14,192;2,553
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2918;895;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Atocha;9,435;8,074;1,361;10,930;10,449;481;9,479;9,141;338
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2919;896;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Urbana;4,502;4,278;224;4,395;4,346;49;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2920;897;Municipio/TIOC;Potosí;Sur Chichas;Atocha;Rural;4,933;3,796;1,137;6,535;6,103;432;9,479;9,141;338
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2921;898;Provincia;Potosí;Nor Lípez;;Nor Lípez;9,998;387;9,611;12,113;9,266;2,847;12,477;11,399;1,078
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2922;899;Provincia;Potosí;Nor Lípez;;Urbana;;;;;;;2,134;2,114;20
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2923;900;Provincia;Potosí;Nor Lípez;;Rural;9,998;387;9,611;12,113;9,266;2,847;10,343;9,285;1,058
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2924;901;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";"Colcha ""K""";9,227;371;8,856;11,118;8,584;2,534;10,964;10,081;883
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2925;902;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Urbana;;;;;;;2,134;2,114;20
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2926;903;Municipio/TIOC;Potosí;Nor Lípez;"Colcha ""K""";Rural;9,227;371;8,856;11,118;8,584;2,534;8,830;7,967;863
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2927;904;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;San Pedro de Quemes;771;16;755;995;682;313;1,513;1,318;195
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2928;905;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2929;906;Municipio/TIOC;Potosí;Nor Lípez;San Pedro de Quemes;Rural;771;16;755;995;682;313;1,513;1,318;195
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2930;907;Provincia;Potosí;Sur Lípez;;Sur Lípez;4,827;50;4,777;6,375;4,552;1,823;5,733;3,292;2,441
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2931;908;Provincia;Potosí;Sur Lípez;;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2932;909;Provincia;Potosí;Sur Lípez;;Rural;4,827;50;4,777;6,375;4,552;1,823;5,733;3,292;2,441
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2933;910;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;San Pablo;2,465;17;2,448;2,958;2,420;538;2,892;2,078;814
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2934;911;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2935;912;Municipio/TIOC;Potosí;Sur Lípez;San Pablo;Rural;2,465;17;2,448;2,958;2,420;538;2,892;2,078;814
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2936;913;Municipio/TIOC;Potosí;Sur Lípez;Mojinete;Mojinete;709;10;699;1,178;458;720;965;352;613
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2937;914;Municipio/TIOC;Potosí;Sur Lípez;Mojinete;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2938;915;Municipio/TIOC;Potosí;Sur Lípez;Mojinete;Rural;709;10;699;1,178;458;720;965;352;613
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2939;916;Municipio/TIOC;Potosí;Sur Lípez;San Antonio de Esmoruco;San Antonio de Esmoruco;1,653;23;1,630;2,239;1,674;565;1,876;862;1,014
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2940;917;Municipio/TIOC;Potosí;Sur Lípez;San Antonio de Esmoruco;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2941;918;Municipio/TIOC;Potosí;Sur Lípez;San Antonio de Esmoruco;Rural;1,653;23;1,630;2,239;1,674;565;1,876;862;1,014
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2942;919;Provincia;Potosí;José María Linares;;José María Linares;50,965;15,639;35,326;49,214;33,885;15,329;43,260;35,498;7,762
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2943;920;Provincia;Potosí;José María Linares;;Urbana;;;;2,608;2,124;484;3,502;3,094;408
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2944;921;Provincia;Potosí;José María Linares;;Rural;50,965;15,639;35,326;46,606;31,761;14,845;39,758;32,404;7,354
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2945;922;Municipio/TIOC;Potosí;José María Linares;Puna;Puna;23,489;9,432;14,057;21,770;16,638;5,132;16,250;14,079;2,171
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2946;923;Municipio/TIOC;Potosí;José María Linares;Puna;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2947;924;Municipio/TIOC;Potosí;José María Linares;Puna;Rural;23,489;9,432;14,057;21,770;16,638;5,132;16,250;14,079;2,171
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2948;925;Municipio/TIOC;Potosí;José María Linares;"Caiza ""D""";"Caiza ""D""";10,652;4,314;6,338;11,762;8,735;3,027;12,686;10,708;1,978
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2949;926;Municipio/TIOC;Potosí;José María Linares;"Caiza ""D""";Urbana;;;;2,608;2,124;484;3,502;3,094;408
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2950;927;Municipio/TIOC;Potosí;José María Linares;"Caiza ""D""";Rural;10,652;4,314;6,338;9,154;6,611;2,543;9,184;7,614;1,570
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2951;928;Municipio/TIOC;Potosí;José María Linares;Ckochas;Ckochas;16,824;1,893;14,931;15,682;8,512;7,170;14,324;10,711;3,613
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2952;929;Municipio/TIOC;Potosí;José María Linares;Ckochas;Urbana;;;;;;;;;
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2953;930;Municipio/TIOC;Potosí;José María Linares;Ckochas;Rural;16,824;1,893;14,931;15,682;8,512;7,170;14,324;10,711;3,613
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2954;931;Provincia;Potosí;Antonio Quijarro;;Antonio Quijarro;36,675;18,052;18,623;53,943;42,408;11,535;61,897;56,629;5,268
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2955;932;Provincia;Potosí;Antonio Quijarro;;Urbana;10,019;9,783;236;25,266;24,574;692;35,216;34,413;803
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2956;933;Provincia;Potosí;Antonio Quijarro;;Rural;26,656;8,269;18,387;28,677;17,834;10,843;26,681;22,216;4,465
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2957;934;Municipio/TIOC;Potosí;Antonio Quijarro;Uyuni;Uyuni;18,142;11,479;6,663;28,653;23,645;5,008;33,838;31,770;2,068
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2958;935;Municipio/TIOC;Potosí;Antonio Quijarro;Uyuni;Urbana;10,019;9,783;236;17,294;16,743;551;23,666;22,916;750
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2959;936;Municipio/TIOC;Potosí;Antonio Quijarro;Uyuni;Rural;8,123;1,696;6,427;11,359;6,902;4,457;10,172;8,854;1,318
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2960;937;Municipio/TIOC;Potosí;Antonio Quijarro;Tomave;Tomave;7,882;655;7,227;8,728;5,653;3,075;7,789;6,264;1,525
BOLIVIA: POBLACIÓN CON ACCESO A ENERGÍA ELÉCTRICA, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2001, 2012 Y 2961;938;Municipio/TIOC;Potosí;Antonio Quijarro;Tomave;Urbana;;;;;;;;;
