cuadro;no;nivel;departamento;provincia;municipio_tioc;area;2012_numero_total;2012_numero_argentina;2012_numero_espanha;2012_numero_brasil;2012_numero_chile;2012_numero_eeuu;2012_numero_otros_paises;2012_numero_sin_especificar;2012_porcentaje_argentina;2012_porcentaje_espanha;2012_porcentaje_brasil;2012_porcentaje_chile;2012_porcentaje_eeuu;2012_porcentaje_otros_paises;2012_porcentaje_sin_especificar;2024_numero__total;2024_numero__argentina;2024_numero__espanha;2024_numero__brasil;2024_numero__chile;2024_numero__eeuu;2024_numero__otros_paises;2024_numero__sin_especificar;2024_porcentaje_argentina;2024_porcentaje_espanha;2024_porcentaje_brasil;2024_porcentaje_chile;2024_porcentaje_eeuu;2024_porcentaje_otros_paises;2024_porcentaje_sin_especificar
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2820;797;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2821;798;Municipio/TIOC;Oruro;Nor Carangas;Santiago de Huayllamarca;Rural;243;87;50;46;24;3;15;18;35.8;20.6;18.9;9.9;1.2;6.2;7.4;217;46;22;38;103;2;5;1;21.2;10.1;17.5;47.5;0.9;2.3;0.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2822;799;Departamento;Potosí;;;Potosí;36,691;28,400;1,896;1,109;2,567;122;850;1,747;77.4;5.2;3;7;0.3;2.3;4.8;25,304;14,091;712;2,098;7,363;234;460;346;55.7;2.8;8.3;29.1;0.9;1.8;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2823;800;Departamento;Potosí;;;Urbana;13,843;10,406;829;363;1,233;83;550;379;75.2;6;2.6;8.9;0.6;4;2.7;8,522;5,079;272;472;2,262;82;271;84;59.6;3.2;5.5;26.5;1;3.2;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2824;801;Departamento;Potosí;;;Rural;22,848;17,994;1,067;746;1,334;39;300;1,368;78.8;4.7;3.3;5.8;0.2;1.3;6;16,782;9,012;440;1,626;5,101;152;189;262;53.7;2.6;9.7;30.4;0.9;1.1;1.6
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2825;802;Provincia;Potosí;Tomás Frías;;Tomás Frías;8,645;7,039;517;242;252;41;296;258;81.4;6;2.8;2.9;0.5;3.4;3;4,408;3,022;165;290;653;43;178;57;68.6;3.7;6.6;14.8;1;4;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2826;803;Provincia;Potosí;Tomás Frías;;Urbana;6,732;5,474;403;177;230;41;263;144;81.3;6;2.6;3.4;0.6;3.9;2.1;3,384;2,355;135;196;471;39;152;36;69.6;4;5.8;13.9;1.2;4.5;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2827;804;Provincia;Potosí;Tomás Frías;;Rural;1,913;1,565;114;65;22;0;33;114;81.8;6;3.4;1.2;0;1.7;6;1,024;667;30;94;182;4;26;21;65.1;2.9;9.2;17.8;0.4;2.5;2.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2828;805;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Potosí;7,400;6,040;429;188;237;41;280;185;81.6;5.8;2.5;3.2;0.6;3.8;2.5;3,713;2,611;141;221;499;41;161;39;70.3;3.8;6;13.4;1.1;4.3;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2829;806;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Urbana;6,732;5,474;403;177;230;41;263;144;81.3;6;2.6;3.4;0.6;3.9;2.1;3,384;2,355;135;196;471;39;152;36;69.6;4;5.8;13.9;1.2;4.5;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2830;807;Municipio/TIOC;Potosí;Tomás Frías;Potosí;Rural;668;566;26;11;7;0;17;41;84.7;3.9;1.6;1;0;2.5;6.1;329;256;6;25;28;2;9;3;77.8;1.8;7.6;8.5;0.6;2.7;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2831;808;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Tinguipaya;584;479;22;22;10;0;7;44;82;3.8;3.8;1.7;0;1.2;7.5;396;216;10;45;106;0;6;13;54.5;2.5;11.4;26.8;0;1.5;3.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2832;809;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2833;810;Municipio/TIOC;Potosí;Tomás Frías;Tinguipaya;Rural;584;479;22;22;10;0;7;44;82;3.8;3.8;1.7;0;1.2;7.5;396;216;10;45;106;0;6;13;54.5;2.5;11.4;26.8;0;1.5;3.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2834;811;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Yocalla;600;480;54;30;4;0;8;24;80;9;5;0.7;0;1.3;4;258;169;14;22;41;2;5;5;65.5;5.4;8.5;15.9;0.8;1.9;1.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2835;812;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2836;813;Municipio/TIOC;Potosí;Tomás Frías;Yocalla;Rural;600;480;54;30;4;0;8;24;80;9;5;0.7;0;1.3;4;258;169;14;22;41;2;5;5;65.5;5.4;8.5;15.9;0.8;1.9;1.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2837;814;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urmiri;61;40;12;2;1;0;1;5;65.6;19.7;3.3;1.6;0;1.6;8.2;41;26;0;2;7;0;6;0;63.4;0;4.9;17.1;0;14.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2838;815;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2839;816;Municipio/TIOC;Potosí;Tomás Frías;Urmiri;Rural;61;40;12;2;1;0;1;5;65.6;19.7;3.3;1.6;0;1.6;8.2;41;26;0;2;7;0;6;0;63.4;0;4.9;17.1;0;14.6;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2840;817;Provincia;Potosí;Rafael Bustillo;;Rafael Bustillo;1,731;748;293;170;337;16;114;53;43.2;16.9;9.8;19.5;0.9;6.6;3.1;2,235;305;108;213;1,517;12;47;33;13.6;4.8;9.5;67.9;0.5;2.1;1.5
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2841;818;Provincia;Potosí;Rafael Bustillo;;Urbana;1,194;552;205;99;190;15;94;39;46.2;17.2;8.3;15.9;1.3;7.9;3.3;1,311;194;64;121;875;7;39;11;14.8;4.9;9.2;66.7;0.5;3;0.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2842;819;Provincia;Potosí;Rafael Bustillo;;Rural;537;196;88;71;147;1;20;14;36.5;16.4;13.2;27.4;0.2;3.7;2.6;924;111;44;92;642;5;8;22;12;4.8;10;69.5;0.5;0.9;2.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2843;820;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Uncía;543;187;82;42;171;5;36;20;34.4;15.1;7.7;31.5;0.9;6.6;3.7;873;82;26;56;679;3;8;19;9.4;3;6.4;77.8;0.3;0.9;2.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2844;821;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Urbana;291;116;51;22;59;4;27;12;39.9;17.5;7.6;20.3;1.4;9.3;4.1;405;51;13;31;301;0;6;3;12.6;3.2;7.7;74.3;0;1.5;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2845;822;Municipio/TIOC;Potosí;Rafael Bustillo;Uncía;Rural;252;71;31;20;112;1;9;8;28.2;12.3;7.9;44.4;0.4;3.6;3.2;468;31;13;25;378;3;2;16;6.6;2.8;5.3;80.8;0.6;0.4;3.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2846;823;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Chayanta;217;94;44;43;21;1;10;4;43.3;20.3;19.8;9.7;0.5;4.6;1.8;339;55;25;44;194;3;15;3;16.2;7.4;13;57.2;0.9;4.4;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2847;824;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Urbana;69;24;16;12;10;1;4;2;34.8;23.2;17.4;14.5;1.4;5.8;2.9;75;11;6;5;42;1;10;0;14.7;8;6.7;56;1.3;13.3;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2848;825;Municipio/TIOC;Potosí;Rafael Bustillo;Chayanta;Rural;148;70;28;31;11;0;6;2;47.3;18.9;20.9;7.4;0;4.1;1.4;264;44;19;39;152;2;5;3;16.7;7.2;14.8;57.6;0.8;1.9;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2849;826;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Llallagua;910;444;159;77;130;10;64;26;48.8;17.5;8.5;14.3;1.1;7;2.9;884;145;54;96;551;5;23;10;16.4;6.1;10.9;62.3;0.6;2.6;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2850;827;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Urbana;834;412;138;65;121;10;63;25;49.4;16.5;7.8;14.5;1.2;7.6;3;781;127;44;85;490;5;22;8;16.3;5.6;10.9;62.7;0.6;2.8;1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2851;828;Municipio/TIOC;Potosí;Rafael Bustillo;Llallagua;Rural;76;32;21;12;9;0;1;1;42.1;27.6;15.8;11.8;0;1.3;1.3;103;18;10;11;61;0;1;2;17.5;9.7;10.7;59.2;0;1;1.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2852;829;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Chuquihuta Ayllu Jucumani;61;23;8;8;15;0;4;3;37.7;13.1;13.1;24.6;0;6.6;4.9;139;23;3;17;93;1;1;1;16.5;2.2;12.2;66.9;0.7;0.7;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2853;830;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;5;1;0;42;1;1;0;10;2;0;84;2;2;0
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2854;831;Municipio/TIOC;Potosí;Rafael Bustillo;Chuquihuta Ayllu Jucumani;Rural;61;23;8;8;15;0;4;3;37.7;13.1;13.1;24.6;0;6.6;4.9;89;18;2;17;51;0;0;1;20.2;2.2;19.1;57.3;0;0;1.1
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2855;832;Provincia;Potosí;Cornelio Saavedra;;Cornelio Saavedra;4,630;3,932;186;115;44;2;26;325;84.9;4;2.5;1;0;0.6;7;3,628;2,292;85;353;774;47;29;48;63.2;2.3;9.7;21.3;1.3;0.8;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2856;833;Provincia;Potosí;Cornelio Saavedra;;Urbana;432;393;12;2;4;0;4;17;91;2.8;0.5;0.9;0;0.9;3.9;423;289;7;29;77;11;6;4;68.3;1.7;6.9;18.2;2.6;1.4;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2857;834;Provincia;Potosí;Cornelio Saavedra;;Rural;4,198;3,539;174;113;40;2;22;308;84.3;4.1;2.7;1;0;0.5;7.3;3,205;2,003;78;324;697;36;23;44;62.5;2.4;10.1;21.7;1.1;0.7;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2858;835;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Betanzos;3,054;2,568;129;105;38;1;16;197;84.1;4.2;3.4;1.2;0;0.5;6.5;2,594;1,499;58;299;638;44;22;34;57.8;2.2;11.5;24.6;1.7;0.8;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2859;836;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Urbana;432;393;12;2;4;0;4;17;91;2.8;0.5;0.9;0;0.9;3.9;423;289;7;29;77;11;6;4;68.3;1.7;6.9;18.2;2.6;1.4;0.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2860;837;Municipio/TIOC;Potosí;Cornelio Saavedra;Betanzos;Rural;2,622;2,175;117;103;34;1;12;180;83;4.5;3.9;1.3;0;0.5;6.9;2,171;1,210;51;270;561;33;16;30;55.7;2.3;12.4;25.8;1.5;0.7;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2861;838;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Chaquí;1,257;1,113;35;2;1;1;10;95;88.5;2.8;0.2;0.1;0.1;0.8;7.6;667;559;13;24;58;1;3;9;83.8;1.9;3.6;8.7;0.1;0.4;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2862;839;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2863;840;Municipio/TIOC;Potosí;Cornelio Saavedra;Chaquí;Rural;1,257;1,113;35;2;1;1;10;95;88.5;2.8;0.2;0.1;0.1;0.8;7.6;667;559;13;24;58;1;3;9;83.8;1.9;3.6;8.7;0.1;0.4;1.3
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2864;841;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Tacobamba;319;251;22;8;5;0;0;33;78.7;6.9;2.5;1.6;0;0;10.3;367;234;14;30;78;2;4;5;63.8;3.8;8.2;21.3;0.5;1.1;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2865;842;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2866;843;Municipio/TIOC;Potosí;Cornelio Saavedra;Tacobamba;Rural;319;251;22;8;5;0;0;33;78.7;6.9;2.5;1.6;0;0;10.3;367;234;14;30;78;2;4;5;63.8;3.8;8.2;21.3;0.5;1.1;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2867;844;Provincia;Potosí;Chayanta;;Chayanta;3,270;2,384;242;211;131;5;43;254;72.9;7.4;6.5;4;0.2;1.3;7.8;3,153;913;125;490;1,479;60;29;57;29;4;15.5;46.9;1.9;0.9;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2868;845;Provincia;Potosí;Chayanta;;Urbana;73;36;22;6;3;0;3;3;49.3;30.1;8.2;4.1;0;4.1;4.1;138;52;13;17;49;5;1;1;37.7;9.4;12.3;35.5;3.6;0.7;0.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2869;846;Provincia;Potosí;Chayanta;;Rural;3,197;2,348;220;205;128;5;40;251;73.4;6.9;6.4;4;0.2;1.3;7.9;3,015;861;112;473;1,430;55;28;56;28.6;3.7;15.7;47.4;1.8;0.9;1.9
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2870;847;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Colquechaca;272;187;38;13;6;0;6;22;68.8;14;4.8;2.2;0;2.2;8.1;222;68;15;44;89;1;2;3;30.6;6.8;19.8;40.1;0.5;0.9;1.4
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2871;848;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Urbana;73;36;22;6;3;0;3;3;49.3;30.1;8.2;4.1;0;4.1;4.1;55;16;11;10;16;0;1;1;29.1;20;18.2;29.1;0;1.8;1.8
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2872;849;Municipio/TIOC;Potosí;Chayanta;Colquechaca;Rural;199;151;16;7;3;0;3;19;75.9;8;3.5;1.5;0;1.5;9.5;167;52;4;34;73;1;1;2;31.1;2.4;20.4;43.7;0.6;0.6;1.2
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2873;850;Municipio/TIOC;Potosí;Chayanta;Ravelo;Ravelo;877;625;59;72;43;0;15;63;71.3;6.7;8.2;4.9;0;1.7;7.2;1,204;207;46;194;706;17;13;21;17.2;3.8;16.1;58.6;1.4;1.1;1.7
BOLIVIA: EMIGRANTES DECLARADOS POR PAÍS DE DESTINO, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y ÁREA, CENSOS 2012 Y 2874;851;Municipio/TIOC;Potosí;Chayanta;Ravelo;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
